Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,0.03026275,0.04682731,66.0966,-4.138621,1.1442566,2.7820742,-4.4987803,-4.28187,1.1722196,2.7874498,-4.6924815,61.95989,11.019073,65.57271,-0.14429814,240.84743,1290.255,1803.1271,-2032.2262,-3.4017098,9.392338,2.0,-20.0
1,0.23159397,0.16954255,68.61236,-7.5786085,3.134606,7.535244,-7.697952,-7.1198044,3.112025,7.9125824,-8.169505,61.074738,12.572615,65.422676,0.7432039,-9698.582,15520.636,16703.246,-27264.396,-3.3645067,9.320407,2.0,-20.0
2,0.10703793,0.10978592,70.77731,-8.728039,5.4646606,16.38638,-10.92219,-9.016033,5.587603,16.576982,-10.842938,61.51619,11.173079,65.53392,8.194149,-9511.038,16341.172,20120.105,-27399.846,-3.3638115,9.3207445,2.0,-20.0
3,0.22625493,0.24474958,75.0421,-11.762077,5.4486356,31.174751,-13.015882,-12.117506,5.516749,31.305155,-13.759462,63.275715,6.3099995,65.477806,14.359274,-8133.409,17529.383,22935.312,-24369.818,-3.4551015,9.458312,2.0,-20.0
4,17.064966,0.5043406,76.64969,-9.689175,9.808799,49.148785,-16.929699,-13.724872,10.545799,49.4454,-17.177858,62.72441,8.57709,65.56637,12.618198,-10779.988,17723.84,21057.805,-31336.65,-3.4121537,9.389009,2.0,-20.0
5,8.515786,0.18442649,80.087524,-17.415592,16.493664,74.84357,-18.787733,-14.535498,16.09261,75.12283,-18.60764,62.793648,7.574409,65.53629,20.184011,-7280.772,19110.768,25274.281,-27575.41,-3.4171216,9.38783,2.0,-20.0
6,0.09608235,0.56641006,82.550354,-18.610779,1.0432605,-12.557824,-19.902729,-18.897213,1.0284325,-13.075036,-21.346128,63.942566,1.5521755,65.5403,56.583588,-3005.8613,36142.81,49474.42,-53106.62,-3.5,9.526279,2.0,-20.0
7,0.31983915,2.9874215,86.45563,-20.598541,1.7454966,-11.450955,-23.575844,-20.818874,1.4708529,-11.492573,-22.080883,63.99143,1.4822874,65.48006,58.777115,-20019.36,39254.32,46593.996,-62074.695,-3.5,9.526279,2.0,-20.0
8,1.725925,2.342403,74.90218,-12.245863,48.179478,258.51752,-22.160202,-13.485703,47.92876,254.67786,-22.965729,63.07726,6.970628,65.57446,23.58422,-21757.074,41700.246,48647.793,-64670.27,-3.4141712,9.388434,2.0,-20.0
9,0.570238,0.42394185,65.553894,-22.525204,1.0270687,-18.946169,-28.092575,-23.24139,0.8985518,-19.774725,-26.718607,41.7421,1.332999,43.421875,36.305416,-122930.2,166087.2,162969.95,-269411.2,2.0,0.0,2.0,2.0
10,2.3031397,1.1240824,48.489407,-6.362548,86.17048,473.92734,-25.032602,-7.7618785,85.84228,472.93048,-24.85419,40.718002,3.1299586,43.369812,24.521475,-126147.16,159876.8,137957.9,-315743.3,1.914159,0.47809482,2.0,-0.84737456
11,0.5816705,0.37826452,65.86688,-24.160175,0.9725665,-19.40458,-25.162027,-23.435722,0.89843225,-18.796305,-24.237745,41.678158,1.1340574,43.4572,38.327408,-134984.25,164009.03,133716.4,-323470.25,2.0,0.0,2.0,2.0
12,0.29975936,5.17616,65.85425,-24.29529,1.7254264,-12.918438,-23.485895,-24.10756,1.4901302,-14.853372,-25.397156,41.563972,1.3763802,43.42818,37.144398,-114743.8,169457.28,145328.28,-340237.44,2.0,0.0,2.0,2.0
13,2.1990907,2.7200947,-7.1504354,47.386227,296.88248,1293.6897,-33.033375,47.624775,298.0737,1300.8171,-31.100784,41.26138,2.5554698,43.40989,25.198341,-102432.3,154563.56,163566.7,-246034.14,2.0,0.0,2.0,2.0
14,0.77602565,2.016507,48.96905,-6.7163258,175.40181,1385.4205,-31.523441,-7.5115576,175.16107,1382.7173,-30.717571,41.49265,1.5377496,43.40156,34.560165,-107448.56,166240.7,180998.12,-250537.4,2.0,0.0,2.0,2.0
15,5.914153,0.8881659,15.5610695,23.772556,308.0693,1740.4369,-30.861132,25.86847,309.27673,1750.1533,-30.685328,41.38214,1.514216,43.43943,36.64334,-106179.59,165950.62,179007.7,-248764.84,2.0,0.0,2.0,2.0
16,0.16021064,3.2624774,70.70161,-29.246588,0.5442693,-27.317017,-27.89921,-28.905525,0.5602201,-27.055363,-29.778902,41.461464,1.4963233,43.499992,37.538918,-109954.16,168440.47,179229.56,-249101.03,2.0,0.0,2.0,2.0
17,32.829018,2.2489843,-135.30597,175.5246,774.6468,3389.5757,-30.07827,171.24805,778.38446,3403.932,-30.667318,41.76181,1.4151402,43.44445,35.84071,-99746.29,162502.2,178461.66,-248002.56,2.0,0.0,2.0,2.0
18,4.397887,2.3190246,-50.382355,86.86807,654.13794,3733.1562,-30.451254,87.38486,656.0925,3741.673,-31.724678,41.217678,1.5207825,43.24932,36.816067,-79989.17,165564.34,178736.31,-249133.81,2.0,0.0,2.0,2.0
19,5.515699,1.839622,73.76956,-31.864433,1.6044781,-19.80475,-28.84426,-29.525414,1.4668237,-18.532007,-30.511068,41.91693,1.1431693,43.489452,38.665276,-82651.92,167925.3,181446.19,-252086.98,2.0,0.0,2.0,2.0
20,1.3177142,0.57422197,72.12747,-30.328049,0.839094,-26.796112,-31.11404,-29.205013,0.7316642,-26.2151,-29.910564,41.803776,1.1927423,43.39689,38.4702,-82707.086,167693.8,182067.14,-253226.62,2.0,0.0,2.0,2.0
21,43.901344,45.567776,-520.5846,535.8861,2189.708,10014.137,-27.088898,534.74646,2183.837,9987.488,-28.378387,41.44213,1.5690756,43.464172,35.257927,-77506.41,163742.66,182062.78,-254169.06,2.0,0.0,2.0,2.0
22,86.66864,52.238068,-589.0978,598.6419,2847.6487,14511.548,-26.458836,601.8165,2855.5488,14548.194,-27.336458,41.588734,1.5485839,43.486736,36.47753,-78753.64,164678.8,179291.47,-249394.58,2.0,0.0,2.0,2.0
23,4.1395345,1.4443574,68.45111,-26.9757,1.6204752,-15.692952,-26.914217,-24.948221,1.476125,-14.618329,-26.161573,41.482456,1.4915378,43.316685,37.55355,-82382.086,167395.62,187324.11,-260499.86,2.0,0.0,2.0,2.0
24,0.43432653,1.2739433,65.02276,-23.231941,1.1608902,-15.424596,-23.57747,-23.872826,1.2270983,-15.706182,-24.669975,41.79672,1.1465902,43.434074,39.17695,-82503.84,167569.53,180793.06,-251529.03,2.0,0.0,2.0,2.0
25,3816.5823,295.43134,-2220.2188,2083.2969,11760.736,67577.44,-23.061861,2099.6528,11820.309,67924.36,-23.803875,41.87867,1.3492919,43.485867,36.23867,-79581.67,164752.31,178445.78,-248287.75,2.0,0.0,2.0,2.0
26,619.62396,5324.968,-12917.823,11726.146,40352.42,151066.0,-22.746553,11719.767,40338.78,150981.42,-23.3137,41.715904,1.1377274,43.259727,38.75258,-76354.06,162893.8,182389.1,-254445.11,2.0,0.0,2.0,2.0
27,2791.975,17863.508,-21752.154,19342.473,87337.234,425132.72,-22.19044,19346.81,87359.85,424946.56,-23.059467,41.757923,1.1858889,43.558495,37.991817,-77502.3,162466.2,178893.4,-248814.83,2.0,0.0,2.0,2.0
28,8981006.0,8292519.5,-22057.514,19630.846,155944.12,1257399.0,-18.728466,19251.13,152971.45,1233424.4,-22.024153,41.89542,1.361026,43.392326,34.44222,-81276.68,166535.97,178518.31,-248445.47,2.0,0.0,2.0,2.0
29,5845839.5,21571392.0,-94693.2,81293.766,645374.3,5203794.0,-24.632496,81591.34,647773.8,5223136.5,-21.137877,41.738453,1.3354819,43.49784,38.489265,-81816.4,167504.12,181085.19,-251798.55,2.0,0.0,2.0,2.0
30,21.779192,3.1586528,65.996346,-24.453754,1.8105186,-11.392101,-19.592136,-19.797817,1.6127542,-8.31582,-21.067123,41.548584,1.40027,43.403885,37.392822,-82192.68,166972.83,180236.1,-250243.88,2.0,0.0,2.0,2.0
31,6215745500.0,236102700000.0,-999749.94,889383.1,7059275.5,56920640.0,-20.763456,899221.6,7137498.0,57551360.0,-19.47987,41.5188,1.3947893,43.541504,37.684315,-80860.64,166070.02,181121.66,-251877.56,2.0,0.0,2.0,2.0
32,196.98239,115.03624,73.62268,-7.061226,1.0220368,-0.65076494,-34.528328,-21.077831,1.6989979,-10.56253,-24.25242,41.852455,1.2510753,43.48935,38.762123,-82109.414,166619.64,179071.86,-249389.67,2.0,0.0,2.0,2.0
33,2091593000000.0,29198607000000.0,-9297566.0,8421850.0,46890988.0,269680670.0,-19.762535,8677468.0,48314200.0,277712220.0,-20.054752,41.628426,1.4522306,43.492874,36.75306,-80057.61,165672.3,182223.4,-253673.5,2.0,0.0,2.0,2.0
34,550.00555,6.8227487,79.26919,-11.5993805,1.6369047,-3.7175827,-39.750885,-35.042725,2.0148084,-27.009348,-38.36304,41.67737,1.4465402,43.52596,37.98797,-82343.2,167142.38,184403.47,-256731.1,2.0,0.0,2.0,2.0
35,18116386000000.0,644356300000000.0,-54580904.0,50329972.0,195004300.0,820898200.0,-60.101963,51381496.0,199066200.0,836527040.0,-60.198723,41.604683,1.4892026,43.46097,36.41646,-77828.15,164288.11,188573.14,-262580.44,2.0,0.0,2.0,2.0
36,21205657000000.0,461118930000000.0,-20420000.0,18757158.0,148880770.0,1200461600.0,-64.07877,19332778.0,153449620.0,1237301200.0,-56.426907,41.600174,1.4972398,43.36995,37.06177,-81118.41,166208.55,180007.0,-251133.94,2.0,0.0,2.0,2.0
37,170066180000000.0,2512473200000000.0,-63304388.0,58065344.0,323866560.0,1966923300.0,-54.546833,60154388.0,335206750.0,2002571900.0,-58.013718,41.592865,1.3999778,43.382587,36.87774,-80085.56,165783.67,178660.66,-248874.9,2.0,0.0,2.0,2.0
38,238180400000000.0,7611170000000000.0,-143488050.0,133885070.0,603721800.0,2860444700.0,-54.921173,137206290.0,618699500.0,2933319000.0,-57.68736,41.611187,1.0869191,43.584526,38.649498,-78756.52,164580.66,182452.56,-254040.1,2.0,0.0,2.0,2.0
39,415483960000000.0,5970561300000000.0,-61711748.0,56865804.0,451358700.0,3639414500.0,-30.12043,59413736.0,471582270.0,3802482000.0,-51.257282,41.74073,1.1092237,43.284485,38.0817,-80676.45,165754.72,178860.38,-249193.86,2.0,0.0,2.0,2.0
40,1732052700000000.0,5.0704765e+16,-430752200.0,401495420.0,1380096100.0,5486526500.0,-40.887928,412984220.0,1419424100.0,5617944600.0,-51.812756,41.5395,1.388584,43.352165,37.145912,-75947.01,162022.17,178613.5,-249017.58,2.0,0.0,2.0,2.0
41,358463040000000.0,1.8583353e+16,-121723040.0,114853820.0,911624450.0,7350649000.0,-62.189625,117220470.0,930409100.0,7502114000.0,-53.147854,41.484383,1.8169826,43.37816,35.60696,-81636.95,167212.14,181238.81,-252795.17,2.0,0.0,2.0,2.0
42,0.038315438,110.258125,101.832,-49.73281,3.7061274,-22.258467,-61.957584,-49.85283,3.6859803,-22.441118,-51.337875,41.516743,1.4878504,43.304092,36.348705,-82210.33,167092.27,179225.77,-249635.17,2.0,0.0,2.0,2.0
43,1342924200000000.0,9.611596e+16,-408032770.0,390385900.0,2173589200.0,12533991000.0,-62.171783,394849440.0,2198690600.0,12827065000.0,-45.22773,41.77747,1.1334122,43.494164,38.80304,-80061.31,165877.38,182067.14,-253226.62,2.0,0.0,2.0,2.0
44,9929129000000000.0,2.8541535e+17,-754506560.0,708716300.0,3197657900.0,15835247000.0,-50.271915,730219900.0,3294479000.0,16274503000.0,-47.593193,41.327072,1.5565529,43.410282,36.555145,-78978.11,165001.33,185003.39,-257558.84,2.0,0.0,2.0,2.0
45,2.1092226e+16,7.0648336e+17,-1592306200.0,1506399700.0,5178300400.0,20022684000.0,-28.0689,1541311500.0,5297459700.0,20497203000.0,-44.200027,41.6184,1.1794873,43.392254,37.876778,-75909.984,162180.27,179261.75,-249440.45,2.0,0.0,2.0,2.0
46,475.87454,37.083084,102.14434,-60.337093,2.6739206,-43.699284,-46.279915,-38.538147,1.8672181,-26.897346,-39.787487,41.80943,0.9461534,43.381996,38.849815,-82726.125,167935.12,179215.66,-250059.06,2.0,0.0,2.0,2.0
47,1401249900000.0,2.4716673e+17,-484264130.0,469987100.0,3730407000.0,30079175000.0,-34.39932,469839100.0,3729232400.0,30069705000.0,-38.897327,41.427937,1.4409267,43.50511,37.74192,-81039.59,166413.7,178711.53,-249215.94,2.0,0.0,2.0,2.0
48,1.6989141e+16,5.782395e+17,-609098700.0,578238100.0,4589623000.0,37007237000.0,-47.622646,594530900.0,4718943000.0,38049976000.0,-45.86215,41.349617,1.5268143,43.42511,36.355476,-81150.016,166281.3,178486.06,-248644.53,2.0,0.0,2.0,2.0
49,1.6067043e+16,8.045051e+17,-730363600.0,695127800.0,5517405700.0,44488180000.0,-46.105553,710972300.0,5643168000.0,45502226000.0,-44.96847,41.292725,1.5707304,43.449535,36.725914,-80684.1,165673.9,178930.34,-249192.9,2.0,0.0,2.0,2.0
