Time,stabilizer.thrust,motor.m1,motor.m2,motor.m3,motor.m4
1686750421.8858154,0,16257.0,28209.0,25103.0,10431.0
1686750421.897564,20000.0,16767.0,29197.0,23941.0,10095.0
1686750421.9068086,20000.0,15955.0,28211.0,25335.0,10499.0
1686750421.9165113,20000.0,16472.0,27564.0,24282.0,11682.0
1686750421.9260063,20000.0,17358.0,27498.0,25056.0,10088.0
1686750421.935051,20000.0,16695.0,25215.0,25201.0,12889.0
1686750421.9450035,20000.0,17973.0,25709.0,24085.0,12233.0
1686750421.9548273,20000.0,16247.0,26331.0,25153.0,12269.0
1686750421.9650955,20000.0,17111.0,26593.0,24801.0,11495.0
1686750421.9756353,20000.0,15472.0,28970.0,26868.0,10690.0
1686750421.985479,20500.0,15945.0,30757.0,25245.0,10053.0
1686750421.9950535,20500.0,15062.0,30094.0,25942.0,10902.0
1686750422.0045555,20500.0,17015.0,31067.0,25149.0,8769.0
1686750422.016718,20500.0,16258.0,30716.0,26408.0,8618.0
1686750422.0256834,20500.0,16176.0,30660.0,27194.0,7970.0
1686750422.03507,20500.0,15690.0,29458.0,26770.0,10082.0
1686750422.0453837,20500.0,16017.0,29665.0,26605.0,9713.0
1686750422.0565803,20500.0,14005.0,29715.0,27893.0,10387.0
1686750422.064672,20500.0,13587.0,29845.0,27559.0,11009.0
1686750422.0747874,20500.0,15156.0,32676.0,26636.0,9532.0
1686750422.0858684,21000.0,13101.0,33499.0,28579.0,8821.0
1686750422.0949445,21000.0,15796.0,33788.0,27400.0,7016.0
1686750422.104501,21000.0,16427.0,32347.0,28853.0,6373.0
1686750422.1155384,21000.0,15946.0,32646.0,28142.0,7266.0
1686750422.124865,21000.0,16700.0,31916.0,27080.0,8304.0
1686750422.1346922,21000.0,14498.0,32524.0,29000.0,7978.0
1686750422.1450536,21000.0,15398.0,32064.0,28842.0,7696.0
1686750422.1545196,21000.0,13621.0,32133.0,29801.0,8445.0
1686750422.1645079,21000.0,14109.0,31317.0,29073.0,9501.0
1686750422.1745937,21000.0,14190.0,34372.0,29384.0,8054.0
1686750422.185128,21500.0,14298.0,34626.0,28460.0,8616.0
1686750422.1952875,21500.0,14366.0,34052.0,28824.0,8758.0
1686750422.2045782,21500.0,13918.0,33704.0,28838.0,9540.0
1686750422.2150712,21500.0,13047.0,34833.0,28541.0,9579.0
1686750422.2246826,21500.0,13372.0,34640.0,29486.0,8502.0
1686750422.2352974,21500.0,13098.0,35778.0,29814.0,7310.0
1686750422.2453191,21500.0,13542.0,36496.0,30234.0,5728.0
1686750422.2552588,21500.0,15873.0,36785.0,29609.0,3733.0
1686750422.2648416,21500.0,14359.0,36653.0,30899.0,4089.0
1686750422.275556,21500.0,14410.0,36356.0,31696.0,3538.0
1686750422.2845588,22000.0,15982.0,35568.0,29734.0,6716.0
1686750422.2946742,22000.0,15074.0,34296.0,29896.0,8734.0
1686750422.3050458,22000.0,13877.0,36459.0,30589.0,7075.0
1686750422.315475,22000.0,13170.0,37724.0,30526.0,6580.0
1686750422.3250015,22000.0,14882.0,37978.0,29772.0,5368.0
1686750422.3353212,22000.0,14056.0,38476.0,31476.0,3992.0
1686750422.3450594,22000.0,14171.0,38911.0,31625.0,3293.0
1686750422.355806,22000.0,14799.0,37201.0,31259.0,4741.0
1686750422.364788,22000.0,13506.0,37366.0,31538.0,5590.0
1686750422.3746684,22000.0,13743.0,37919.0,30941.0,5397.0
1686750422.3844113,22500.0,13692.0,38964.0,32372.0,4972.0
1686750422.3948574,22500.0,13778.0,38762.0,32752.0,4708.0
1686750422.4051416,22500.0,12887.0,39221.0,33129.0,4763.0
1686750422.4146361,22500.0,12991.0,40285.0,33279.0,3445.0
1686750422.4248068,22500.0,13186.0,41148.0,33582.0,2084.0
1686750422.435555,22500.0,14110.0,39376.0,33412.0,3102.0
1686750422.44537,22500.0,13688.0,39792.0,32700.0,3820.0
1686750422.454753,22500.0,12197.0,39637.0,32589.0,5577.0
1686750422.464391,22500.0,12566.0,39796.0,32134.0,5504.0
1686750422.4749103,22500.0,12222.0,40698.0,31684.0,5396.0
1686750422.4855814,23000.0,12913.0,41791.0,33023.0,4273.0
1686750422.4953365,23000.0,12102.0,41336.0,33922.0,4640.0
1686750422.5048718,23000.0,13615.0,41783.0,33377.0,3225.0
1686750422.5152667,23000.0,12651.0,42069.0,34543.0,2737.0
1686750422.525238,23000.0,12517.0,41685.0,34473.0,3325.0
