Pos y,Vel x,Vel z,Quat w,Quat x,Quat y,Quat z,Ang vel w,Ang vel x,Ang vel y,Ang vel z,motor.m1,motor.m2,motor.m3,motor.m4
0.31698258522905315,-0.058310306481525534,-0.07783229521362524,0.14168648729948835,0.11783445008313781,-0.03622761383879582,-0.0055424072739877935,-0.3559879031952543,-0.10999255882479113,0.4560973656688186,0.26049642375632054,0.815874189957569,0.49305303377424736,0.7953019310312266,0.36535585368884976
0.3244047112346529,-0.052362475355974936,-0.07089541537270996,0.04723990129684165,-0.20419210322645273,0.02004012992873485,0.3343897264922251,-0.14676729184487608,-0.0730953764769904,0.2475538178006912,0.18118669907045068,0.7181126226437591,0.4763342218392246,0.9023414940791087,0.3717701917605406
0.31987076006522397,-0.048190941345868196,-0.06953525871845072,0.062056514641327234,-0.3115277107262121,0.025427991873756925,0.46814302450837136,0.0036245385320480238,-0.012787174647401294,-0.011661637291757357,0.04222375982182474,0.760865494646883,0.49380163729372595,0.7645728698691552,0.39873215518052935
0.3238146526082992,-0.04849449299809807,-0.07070732550941868,0.04914042558485285,-0.281872302992353,0.017604457957718384,0.44722888670478755,-0.03752132934127314,0.007016362299018811,-0.11118800805787904,0.0034058471893986357,0.7688460307541327,0.5030344140339624,0.8506142411229551,0.3511138488178074
0.32225768653501335,-0.04859685844000221,-0.06582509931830573,0.04258696735567335,-0.2760911756031177,-0.000830035318119774,0.48172918073192195,0.04882664022832056,0.015883448909190873,-0.04016904148040513,-0.04105496336172767,0.847938843959912,0.5644822862578335,0.7590672464109508,0.30626784111318917
0.32217272200372965,-0.04884301578632773,-0.06652328450285162,0.07437975299275452,-0.19558946997827056,0.008456137900793567,0.3476467113506826,0.11537694487614755,0.008077007689306547,0.18822910396430415,-0.07088203650672681,0.7092770290964469,0.5258668213780607,0.7394774699201303,0.2552249305257509
0.320409585763624,-0.04875499778406762,-0.07203060287336456,0.10270495619452927,-0.23700444059262207,0.04594102137421687,0.3079619683233325,0.019121617148389444,0.03124626205129339,-0.05049901391000321,-0.0876808371793876,0.5998296767684496,0.4325409159497246,0.8032402718314283,0.3512225664122428
0.32536001631367373,-0.051235349061045814,-0.0730011646768922,0.08082763271041636,0.010893458787421794,-0.011462395009997055,0.10481229287346022,-0.0661899773257273,0.026966907911764405,-0.20829408365526192,-0.034740777921406445,0.6447201923717297,0.44807443897890625,0.7739196259726185,0.33301236934430695
0.3241223760852406,-0.04666948369018404,-0.07441040719727632,0.06525765333322574,-0.05926930229148905,-0.010855138053848084,0.20254483865228035,-0.0031852355288204863,-0.062149734774696784,0.03913287023402075,0.18479409298390828,0.664244003919823,0.44726345183280436,0.7451111311331766,0.33850260786329656
0.32014142766488607,-0.047008451282695714,-0.06869682868276641,0.07792724874168883,-0.3493911355041733,-0.0018165880516542985,0.5817267389991205,-0.03679354033922277,-0.0476750084502598,0.04162940198713811,0.13965596553356976,0.5516614409782634,0.48269735175479295,0.8531749962197944,0.30469143599387527
