motor.m1,motor.m2,motor.m3,motor.m4
-0.27582551651033016,-0.35238704774095486,-0.33478669573391473,-0.13390267805356104
-0.3188663773275465,-0.17750355007100138,-0.2393447868957379,-0.3611872237444749
-0.2912258245164904,-0.22866457329146583,-0.3201864037280746,-0.2568251365027301
-0.3270665413308266,-0.08066161323226462,-0.21618432368647378,-0.3656273125462509
-0.32642652853057064,-0.24682493649872994,-0.2184243684873698,-0.19786395727914563
-0.2113442268845377,-0.30974619492389843,-0.3259865197303946,-0.14246284925698516
-0.15862317246344926,-0.3179863597271946,-0.3525470509410188,-0.16038320766415326
-0.22810456209124186,-0.2193843876877537,-0.252185043700874,-0.2898657973159463
-0.2391047820956419,-0.35294705894117884,-0.16126322526450532,-0.12934258685173705
-0.13206264125282507,-0.20038400768015363,-0.3050261005220104,-0.245184903698074
-0.11774235484709694,-0.1797435948718974,-0.3153463069261385,-0.26982539650793014
-0.23514470289405787,0.020860417208344195,-0.17034340686813731,-0.498029960599212
-0.41026820536410724,-0.24450489009780196,0.022140442808856076,-0.25002500050001
-0.35446708934178683,-0.21438428768575368,0.04770095401908048,-0.14694293885877718
-0.1939038780775616,-0.2077441548830976,-0.1383027660553211,-0.12814256285125702
-0.004740094801896078,-0.13506270125402509,-0.3177063541270826,-0.2105842116842337
-0.1857837156743135,-0.09618192363847278,-0.129222584451689,-0.25690513810276205
-0.2787855757115142,-0.118622372447449,-0.0276605532110642,-0.24302486049720995
-0.28342566851337025,-0.20694413888277763,-0.030300606012120257,-0.1474229484589692
-0.2257445148902978,-0.1443828876577532,-0.09502190043800873,-0.2029440588811776
-0.18798375967519354,-0.14174283485669714,-0.15838316766335325,-0.1799835996719934
-0.14910298205964123,-0.04710094201884041,-0.19982399647992954,-0.27206544130882615
-0.14558291165823312,-0.06166123322466455,-0.19774395487909757,-0.2631052621052421
-0.20206404128082567,-0.13598271965439312,-0.1310226204524091,-0.19902398047960956
-0.28930578611572233,-0.25466509330186604,-0.03082061641232825,-0.09330186603732071
-0.27714554291085824,-0.28370567411348224,-0.03850077001540031,-0.06874137482749654
-0.22354447088941776,-0.28162563251265027,-0.07826156523130468,-0.08466169323386463
-0.22354447088941776,-0.28162563251265027,-0.07826156523130468,-0.08466169323386463
-0.22354447088941776,-0.28162563251265027,-0.07826156523130468,-0.08466169323386463
-0.22354447088941776,-0.28162563251265027,-0.07826156523130468,-0.08466169323386463
-0.22354447088941776,-0.28162563251265027,-0.07826156523130468,-0.08466169323386463
-0.1719034380687614,-0.21198423968479374,-0.15390307806156123,-0.13030260605212107
-0.1504230084601692,-0.14978299565991315,-0.17890357807156143,-0.18898377967559354
-0.2125842516850337,-0.2257045140902818,-0.13986279725594508,-0.08994179883597675
-0.2121042420848417,-0.1047420948418969,-0.15794315886317722,-0.19330386607732153
-0.1997039940798816,-0.04530090601812031,-0.18362367247344946,-0.23946478929578596
-0.1958639172783455,-0.04834096681933642,-0.1926638532770656,-0.23122462449248982
-0.19746394927898558,-0.08866177323546476,-0.20962419248384967,-0.17234344686893743
-0.2004640092801856,-0.1415828316566331,-0.20614412288245765,-0.11990239804796099
-0.2234244684893698,-0.1696633932678654,-0.17358347166943344,-0.1014220284405688
-0.2269845396907938,-0.11794235884717696,-0.17250345006900136,-0.1506630132602652
-0.1959439188783776,-0.12890257805156102,-0.20386407728154565,-0.13938278765575307
-0.19114382287645748,-0.10338206764135283,-0.21034420688413769,-0.16322326446528934
-0.1853037060741215,-0.11378227564551291,-0.2163443268865377,-0.15266305326106522
-0.21490429808596168,-0.12490249804996101,-0.19202384047680954,-0.1362627252545051
-0.24174483489669796,-0.12606252125042505,-0.16414328286565727,-0.13614272285445705
-0.25390507810156204,-0.13622272445448913,-0.14886297725954523,-0.12910258205164105
-0.2428648572971459,-0.14750295005900116,-0.16782335646712931,-0.10990219804396084
-0.18186363727274546,-0.0862617252345047,-0.245944918898378,-0.15402308046160929
-0.1706234124682494,-0.052701054021080385,-0.2575851517030341,-0.18718374367487345
-0.2011840236804736,-0.04182083641672829,-0.22438448768975383,-0.2007040140802816
-0.26378527570551413,-0.03538070761415224,-0.1580231604632093,-0.21090421808436166
-0.3123862477249545,-0.11486229724594488,-0.0994219884397688,-0.14142282845656917
-0.25794515890317804,-0.18362367247344946,-0.1506630132602652,-0.07586151723034462
-0.1959039180783616,-0.20302406048120958,-0.21302426048520973,-0.056141122822456424
-0.20082401648032966,-0.13714274285485706,-0.2062641252825056,-0.12386247724954502
-0.17758355167103346,-0.08126162523250469,-0.2168643372867457,-0.1923838476769535
