Time,motor.m1,motor.m2,motor.m3,motor.m4,Pos x,Pos y,Pos z,Quat w,Quat x,Quat y,Quat z
0.0,21478.0,20750.0,20044.0,20824.0,,,,,,,
0.020729541778564453,21321.0,20601.0,20363.0,20811.0,,,,,,,
0.041184186935424805,21667.0,20873.0,19541.0,21015.0,,,,,,,
0.0615849494934082,21300.0,20678.0,20412.0,20706.0,,,,,,,
0.08230924606323242,21818.0,20438.0,19692.0,21148.0,,,,,,,
0.10310482978820801,22886.0,21160.0,20066.0,21668.0,,,,,,,
0.12372636795043945,22520.0,21824.0,20426.0,21010.0,,,,,,,
0.14484381675720215,22455.0,21521.0,20349.0,21455.0,,,,,,,
0.16533899307250977,22513.0,21429.0,19593.0,22245.0,,,,,,,
0.18658733367919922,21307.0,21923.0,20001.0,22549.0,,,,,,,
0.2070004940032959,22646.0,21306.0,20098.0,21730.0,,,,,,,
0.22774100303649902,22731.0,21593.0,20681.0,20775.0,,,,,,,
0.24831867218017578,23164.0,21214.0,20852.0,20550.0,,,,,,,
0.26872944831848145,22344.0,21564.0,20622.0,21250.0,,,,,,,
0.2899589538574219,22709.0,20979.0,19621.0,22471.0,,,,,,,
0.31034350395202637,22443.0,21485.0,20345.0,21507.0,,,,,,,
0.3316521644592285,22747.0,21201.0,19743.0,22089.0,,,,,,,
0.3528268337249756,22043.0,22237.0,20509.0,20991.0,,,,,,,
0.37406325340270996,22293.0,21495.0,20093.0,21899.0,,,,,,,
0.39487290382385254,22626.0,22146.0,21670.0,21122.0,,,,,,,
0.4159383773803711,22646.0,22062.0,20914.0,21942.0,,,,,,,
0.43648719787597656,23368.0,22342.0,19650.0,22204.0,,,,,,,
0.4567606449127197,22230.0,21702.0,20580.0,23052.0,,,,,,,
0.4769928455352783,23209.0,21731.0,19783.0,22841.0,,,,,,,
0.49730801582336426,27013.0,27879.0,25475.0,26849.0,,,,,,,
0.5176784992218018,27797.0,27793.0,25063.0,26563.0,,,,,,,
0.539484977722168,27919.0,26511.0,24745.0,28041.0,,,,,,,
0.5607395172119141,27715.0,26899.0,25065.0,27537.0,,,,,,,
0.581977128982544,28480.0,26098.0,24548.0,28090.0,,,,,,,
0.6025774478912354,28930.0,24310.0,25432.0,28544.0,,,,,,,
0.6228024959564209,28096.0,25986.0,23168.0,29966.0,,,,,,,
0.6434793472290039,28501.0,25957.0,23271.0,29487.0,,,,,,,
0.6640405654907227,26163.0,27229.0,25659.0,28165.0,,,,,,,
0.6852850914001465,26866.0,27438.0,24000.0,28912.0,,,,,,,
0.7067863941192627,27150.0,26808.0,25702.0,27556.0,,,,,,,
0.7277047634124756,28621.0,26109.0,24149.0,28337.0,,,,,,,
0.7489259243011475,28470.0,28126.0,23604.0,27016.0,,,,,,,
0.7696163654327393,27491.0,25615.0,25963.0,28147.0,,,,,,,
0.7903339862823486,28293.0,29461.0,25871.0,26275.0,,,,,,,
0.8114433288574219,29277.0,26219.0,25291.0,29113.0,,,,,,,
0.8319497108459473,29091.0,28025.0,25065.0,27719.0,,,,,,,
0.8529927730560303,29492.0,29624.0,25380.0,25404.0,,,,,,,
0.8734126091003418,29681.0,27917.0,24843.0,27459.0,,,,,,,
0.8939881324768066,30925.0,28743.0,25321.0,27591.0,,,,,,,
0.9151461124420166,30712.0,28322.0,24128.0,29418.0,,,,,,,
0.936232328414917,29789.0,28357.0,25923.0,28511.0,,,,,,,
0.9573667049407959,28719.0,30413.0,26735.0,26713.0,,,,,,,
0.9784097671508789,31185.0,29789.0,24301.0,27305.0,,,,,,,
0.9990444183349609,30833.0,28845.0,24081.0,28821.0,,,,,,,
