3.235015392303466797e+00,2.020123414695260133e-02,2.341055631637572798e+00,-6.051351012547151638e-03,-2.027587208971241492e-02,-7.316322693114877228e-03,-7.761271670460700121e-03,-9.613868594169615589e-01,-2.689642645418640135e-02,-2.737731635570526123e-01,2.079800000000000000e+04,2.040400000000000000e+04,2.071800000000000000e+04,2.117600000000000000e+04,3.234888792037963867e+00,1.977704279124729847e-02,2.340902566909790039e+00,-2.341533076091195653e-03,-3.607882146845209359e-03,-1.916498611166161936e-03,-1.822330639697600056e-03,-9.604140520095824085e-01,-3.503597155213349773e-02,-2.763583958148955744e-01
3.234888792037963867e+00,1.977704279124729847e-02,2.340902566909790039e+00,-2.341533076091195653e-03,-3.607882146845209359e-03,-1.916498611166161936e-03,-1.822330639697600056e-03,-9.604140520095824085e-01,-3.503597155213349773e-02,-2.763583958148955744e-01,2.148400000000000000e+04,2.067200000000000000e+04,1.988200000000000000e+04,2.105800000000000000e+04,3.234915018081665039e+00,2.003616839647289968e-02,2.340971231460571733e+00,2.603618611658475857e-04,7.220731029554117164e-04,-8.577219240493150210e-04,-2.754021203145299787e-03,-9.600898027420043945e-01,-3.581536561250679707e-02,-2.773756086826323908e-01
3.234915018081665039e+00,2.003616839647289968e-02,2.340971231460571733e+00,2.603618611658475857e-04,7.220731029554117164e-04,-8.577219240493150210e-04,-2.754021203145299787e-03,-9.600898027420043945e-01,-3.581536561250679707e-02,-2.773756086826323908e-01,2.118400000000000000e+04,2.039200000000000000e+04,2.095800000000000000e+04,2.056200000000000000e+04,3.234899759292602539e+00,1.981076598167410066e-02,2.340869188308715820e+00,7.102875127884544781e-05,-3.364057764928651828e-03,-1.770085209656713232e-03,-1.941838418133500031e-03,-9.601793885231018066e-01,-3.468363359570499765e-02,-2.772165536880493164e-01
3.234899759292602539e+00,1.981076598167410066e-02,2.340869188308715820e+00,7.102875127884544781e-05,-3.364057764928651828e-03,-1.770085209656713232e-03,-1.941838418133500031e-03,-9.601793885231018066e-01,-3.468363359570499765e-02,-2.772165536880493164e-01,2.112800000000000000e+04,2.024400000000000000e+04,2.028600000000000000e+04,2.143800000000000000e+04,3.234917879104614258e+00,1.989975012838840138e-02,2.340899467468261719e+00,7.180746109725077986e-06,2.324630291767770807e-03,2.030350024178062540e-03,-1.529747270978900047e-03,-9.601968526840209961e-01,-3.201694786548610339e-02,-2.774789333343505859e-01
3.234917879104614258e+00,1.989975012838840138e-02,2.340899467468261719e+00,7.180746109725077986e-06,2.324630291767770807e-03,2.030350024178062540e-03,-1.529747270978900047e-03,-9.601968526840209961e-01,-3.201694786548610339e-02,-2.774789333343505859e-01,2.057300000000000000e+04,1.925900000000000000e+04,2.100100000000000000e+04,2.226300000000000000e+04,3.234899759292602539e+00,1.990460604429240138e-02,2.340951919555664062e+00,-1.463540330917112442e-04,2.494116486376929398e-03,1.486866893486649133e-03,-3.528924658894499848e-03,-9.604400396347045898e-01,-3.336026147007940118e-02,-2.764592170715332031e-01
3.234899759292602539e+00,1.990460604429240138e-02,2.340951919555664062e+00,-1.463540330917112442e-04,2.494116486376929398e-03,1.486866893486649133e-03,-3.528924658894499848e-03,-9.604400396347045898e-01,-3.336026147007940118e-02,-2.764592170715332031e-01,2.154600000000000000e+04,1.987800000000000000e+04,2.115400000000000000e+04,2.320200000000000000e+04,3.234912633895874023e+00,2.000537328422059835e-02,2.340959787368774414e+00,-9.145490152207003121e-05,-3.516902086127260407e-03,-2.800154223507433926e-03,-5.310055334120900375e-03,-9.603149294853210449e-01,-3.878272697329519791e-02,-2.761574089527130127e-01
3.234912633895874023e+00,2.000537328422059835e-02,2.340959787368774414e+00,-9.145490152207003121e-05,-3.516902086127260407e-03,-2.800154223507433926e-03,-5.310055334120900375e-03,-9.603149294853210449e-01,-3.878272697329519791e-02,-2.761574089527130127e-01,2.231400000000000000e+04,2.137400000000000000e+04,2.065600000000000000e+04,2.143600000000000000e+04,3.234893321990966797e+00,1.972244493663309964e-02,2.340818881988525391e+00,-1.638514907398302967e-03,-4.387691551953398772e-03,-3.555661471708049248e-03,-3.934376873075899617e-03,-9.610638022422790527e-01,-3.047889843583100056e-02,-2.746124267578125000e-01
3.234893321990966797e+00,1.972244493663309964e-02,2.340818881988525391e+00,-1.638514907398302967e-03,-4.387691551953398772e-03,-3.555661471708049248e-03,-3.934376873075899617e-03,-9.610638022422790527e-01,-3.047889843583100056e-02,-2.746124267578125000e-01,2.199900000000000000e+04,2.112500000000000000e+04,2.088500000000000000e+04,2.177100000000000000e+04,3.234842300415039062e+00,1.979317888617510013e-02,2.340796947479248047e+00,1.209334819790797155e-03,7.215390353112860478e-03,-4.652647706642198955e-03,-2.955313539132399959e-03,-9.608518481254577637e-01,-3.056674264371389907e-02,-2.753556966781616211e-01
3.234842300415039062e+00,1.979317888617510013e-02,2.340796947479248047e+00,1.209334819790797155e-03,7.215390353112860478e-03,-4.652647706642198955e-03,-2.955313539132399959e-03,-9.608518481254577637e-01,-3.056674264371389907e-02,-2.753556966781616211e-01,2.186200000000000000e+04,2.113800000000000000e+04,2.111000000000000000e+04,2.167000000000000000e+04,3.234939098358154297e+00,2.002069912850849842e-02,2.340628147125244141e+00,9.979118610630166586e-04,3.436301791342022405e-03,-2.050690308834646203e-04,-3.751996438950300217e-03,-9.599754214286804199e-01,-3.187423571944229816e-02,-2.782394289970397949e-01
3.234939098358154297e+00,2.002069912850849842e-02,2.340628147125244141e+00,9.979118610630166586e-04,3.436301791342022405e-03,-2.050690308834646203e-04,-3.751996438950300217e-03,-9.599754214286804199e-01,-3.187423571944229816e-02,-2.782394289970397949e-01,2.265200000000000000e+04,2.057000000000000000e+04,2.026600000000000000e+04,2.229200000000000000e+04,3.234884023666381836e+00,1.993616856634609913e-02,2.340787410736083984e+00,-4.303019852429201819e-03,-2.452088896064302803e-02,6.417482778928729203e-03,-1.739802304655300048e-03,-9.600090384483336292e-01,-3.206938877701750318e-02,-2.781208753585814875e-01
