Time,motor.m1,motor.m2,motor.m3,motor.m4,Pos x,Pos y,Pos z,Quat w,Quat x,Quat y,Quat z
0.0,10.0,3.3700876235961914,0.0257118307054042,1.4362283945083618,-0.9701654314994812,-0.0249702595174312,-0.2411250621080398,,,,
0.020552396774291992,10.0,3.3700995445251465,0.0257177110761404,1.436231017112732,-0.9701842665672302,-0.0250264927744865,-0.2410398423671722,,,,
0.041110992431640625,10.0,3.3700881004333496,0.0256053172051906,1.436231255531311,-0.9701372385025024,-0.0255469232797622,-0.2411553114652633,,,,
0.06147003173828125,10.0,3.370109796524048,0.0255479551851749,1.4362244606018066,-0.9700976610183716,-0.0260256025940179,-0.2412531077861786,,,,
0.08191871643066406,10.0,3.3700881004333496,0.0256850626319646,1.4362378120422363,-0.9701467752456664,-0.0251588467508554,-0.2411771565675735,,,,
0.10248446464538574,10.0,3.370115280151367,0.02555413544178,1.4362237453460691,-0.9701182246208192,-0.0258086398243904,-0.2411940544843673,,,,
0.12300801277160645,10.0,3.370112180709839,0.0255141742527484,1.4362189769744873,-0.9700942039489746,-0.0259305834770202,-0.2412672638893127,,,,
0.14352941513061523,10.0,3.3701248168945312,0.0255492217838764,1.4362183809280396,-0.9701064229011536,-0.0259349476546049,-0.2412261664867401,,,,
0.1646585464477539,10.0,3.370082139968872,0.0258033517748117,1.4362339973449707,-0.9702048301696776,-0.0246231518685817,-0.2410112917423248,,,,
0.18523931503295898,10.0,3.3700640201568604,0.025918873026967,1.436248779296875,-0.970239758491516,-0.0239250864833593,-0.2409565895795822,,,,
0.20584630966186523,10.0,3.3700850009918213,0.0258460715413093,1.4362461566925049,-0.9702318906784058,-0.0243645943701267,-0.2409349232912063,,,,
0.2263808250427246,10.0,3.3700761795043945,0.0258233305066823,1.4362422227859497,-0.9702216982841492,-0.0244298111647367,-0.2409669905900955,,,,
0.24689149856567383,10.0,3.370088815689087,0.025604648515582,1.4362252950668335,-0.9701142311096193,-0.0257559437304735,-0.2412256598472595,,,,
0.2674570083618164,10.0,3.370116233825684,0.025590693578124,1.4362201690673828,-0.9701197743415833,-0.0257230103015899,-0.2412042170763015,,,,
0.2879769802093506,10.0,3.370105743408203,0.0256449710577726,1.436225414276123,-0.9701406955718994,-0.0254671480506658,-0.2411580085754394,,,,
0.30849480628967285,10.0,3.3700878620147705,0.0254844967275857,1.436218500137329,-0.9700881838798524,-0.0261716246604919,-0.2412609606981277,,,,
0.3291759490966797,10.0,3.3700978755950928,0.0254587121307849,1.436215877532959,-0.9700852632522584,-0.0263529364019632,-0.2412406951189041,,,,
0.35000061988830566,10.0,3.3700828552246094,0.0255886632949113,1.436227560043335,-0.9701371192932128,-0.0256174765527248,-0.2411491870880127,,,,
0.37055206298828125,10.0,3.370092391967773,0.0255183894187212,1.436222791671753,-0.9701003432273864,-0.0259643029421567,-0.2412452101707458,,,,
0.39151692390441895,10.0,3.370126247406006,0.0255336426198482,1.4362165927886963,-0.970093548297882,-0.0260703843086957,-0.2412621676921844,,,,
0.41205620765686035,10.0,3.3701212406158447,0.0255093742161989,1.4362196922302246,-0.9700927138328552,-0.0262015666812658,-0.2412455230951309,,,,
0.43308091163635254,10.0,3.3701117038726807,0.0254961363971233,1.4362242221832275,-0.9700998663902284,-0.0261841900646686,-0.2412144988775253,,,,
0.45356059074401855,10.0,3.3701155185699463,0.0255094729363918,1.436224341392517,-0.9700881838798524,-0.0262807607650756,-0.2412549704313278,,,,
0.47412967681884766,10.0,3.3701205253601074,0.0255091227591037,1.4362239837646484,-0.9700993299484252,-0.0262379795312881,-0.2412132322788238,,,,
0.49465513229370117,10.0,3.370110988616944,0.0254957173019647,1.4362198114395142,-0.9700905084609984,-0.0262659303843975,-0.2412407547235489,,,,
0.5151853561401367,10.0,3.3701012134552,0.025490453466773,1.4362223148345947,-0.9700902700424194,-0.026130273938179,-0.2412558943033218,,,,
0.5359089374542236,10.0,3.370113611221313,0.0255231354385614,1.4362177848815918,-0.9700875878334044,-0.0261639971286058,-0.2412739098072052,,,,
0.5567653179168701,10.0,3.370129108428955,0.0257436465471982,1.4362268447875977,-0.9701615571975708,-0.0249098762869834,-0.2411517798900604,,,,
0.577462911605835,10.0,3.370129346847534,0.025593414902687,1.4362218379974363,-0.9701152443885804,-0.0257447622716426,-0.2412205934524536,,,,
0.5979712009429932,10.0,3.3701186180114746,0.0255426075309515,1.43621826171875,-0.9700908660888672,-0.0261103324592113,-0.2412697076797485,,,,
0.6184852123260498,10.0,3.370124578475952,0.025611039251089,1.4362249374389648,-0.9701299071311952,-0.0256148520857095,-0.2411807179450988,,,,
0.6390643119812012,10.0,3.37009334564209,0.0258122645318508,1.4362339973449707,-0.9702069163322448,-0.0244541112333536,-0.2410263270139694,,,,
0.6601333618164062,10.0,3.3701012134552,0.0256568770855665,1.4362252950668335,-0.9701510071754456,-0.0253260992467403,-0.2411375194787979,,,,
0.6806545257568359,10.0,3.370105028152466,0.0256759170442819,1.4362279176712036,-0.9701499938964844,-0.0252237021923065,-0.2411575019359588,,,,
0.7018139362335205,10.0,3.370116949081421,0.0255451798439025,1.4362200498580933,-0.9701144695281982,-0.0260197483003139,-0.2411850988864898,,,,
0.7223446369171143,10.0,3.37012791633606,0.0255275797098875,1.436217188835144,-0.9700887799263,-0.0263190828263759,-0.2412515729665756,,,,
0.7429168224334717,10.0,3.370108127593994,0.0255884453654289,1.436229228973389,-0.9701237082481384,-0.0257585570216178,-0.2411852329969406,,,,
0.7634398937225342,10.0,3.370107412338257,0.0256084501743316,1.436226487159729,-0.970119059085846,-0.0255939103662967,-0.2412289232015609,,,,
0.7839977741241455,10.0,3.370105743408203,0.0255888495594263,1.4362242221832275,-0.97014182806015,-0.0256143193691968,-0.2411243319511413,,,,
0.8045070171356201,10.0,3.370079278945923,0.0257083158940076,1.4362313747406006,-0.9701799154281616,-0.0247789174318313,-0.2410854995250702,,,,
0.8249943256378174,10.0,3.3700783252716064,0.025604760274291,1.4362293481826782,-0.9701374769210817,-0.0253764186054468,-0.2411782890558242,,,,
0.8454809188842773,10.0,3.370095014572144,0.0255407951772212,1.436222791671753,-0.9701043963432312,-0.0259861033409833,-0.24123215675354,,,,
0.866020679473877,10.0,3.370082139968872,0.0256939083337783,1.436235427856445,-0.9701544046401978,-0.0250891465693712,-0.2411554157733917,,,,
0.8866031169891357,10.0,3.370090961456299,0.025684468448162,1.4362332820892334,-0.9701440930366516,-0.0251897927373647,-0.24118472635746,,,,
0.9071433544158936,10.0,3.3700990676879883,0.0255483668297529,1.4362225532531738,-0.9700999855995178,-0.0260021649301052,-0.2412461340427398,,,,
0.92771315574646,10.0,3.370114088058472,0.0255421344190835,1.4362215995788574,-0.9701023697853088,-0.0261194929480552,-0.2412212789058685,,,,
0.9482221603393555,10.0,3.3701107501983643,0.0257593020796775,1.436233639717102,-0.9702022671699524,-0.0247420575469732,-0.2410046905279159,,,,
0.9687144756317139,10.0,3.370098114013672,0.0256126262247562,1.4362293481826782,-0.9701418876647948,-0.0256539601832628,-0.2411277741193771,,,,
0.9897966384887695,10.0,3.3701014518737797,0.0255253724753856,1.4362225532531738,-0.9701074361801147,-0.0260331965982913,-0.241202563047409,,,,
1.0103588104248047,10.0,3.3701229095458984,0.0255529209971427,1.4362199306488037,-0.9701168537139891,-0.0259230099618434,-0.2411858886480331,,,,
1.0315876007080078,10.0,3.3701038360595703,0.0254966188222169,1.4362199306488037,-0.9700954556465148,-0.0262013282626867,-0.2412282973527908,,,,
1.0522699356079102,10.0,3.3701038360595703,0.0254749376326799,1.436218500137329,-0.9700891375541688,-0.0264080148190259,-0.241227701306343,,,,
1.0730416774749756,10.0,3.370083332061768,0.0255878940224647,1.436229586601257,-0.9701364040374756,-0.0256584957242012,-0.2411482334136963,,,,
1.0936462879180908,10.0,3.370081186294556,0.0257870927453041,1.436234951019287,-0.9701919555664062,-0.0244845170527696,-0.2410818934440612,,,,
1.11415696144104,10.0,3.370069980621338,0.0257245395332574,1.436237096786499,-0.9701663255691528,-0.0249786954373121,-0.2411251813173294,,,,
1.1353654861450195,10.0,3.3700904846191406,0.0256988704204559,1.4362330436706543,-0.9701658487319946,-0.0250258091837167,-0.2411165237426757,,,,
1.1559627056121826,10.0,3.3701205253601074,0.0255858469754457,1.436222791671753,-0.970133364200592,-0.0259052570909261,-0.2411278784275055,,,,
1.1771066188812256,10.0,3.370125770568848,0.0255171433091163,1.4362218379974363,-0.9701051712036132,-0.0261751003563404,-0.2411948889493942,,,,
1.1978166103363037,10.0,3.3701343536376958,0.0256425347179174,1.436225652694702,-0.9701499342918396,-0.0252923760563135,-0.2411400377750396,,,,
1.218353271484375,10.0,3.370112180709839,0.0255293603986501,1.436223387718201,-0.9701026678085328,-0.0259233899414539,-0.24124076962471,,,,
1.238835334777832,10.0,3.3701276779174805,0.0256198681890964,1.4362199306488037,-0.9701176285743712,-0.0255460198968648,-0.2412423342466354,,,,
1.2593700885772705,10.0,3.3701071739196777,0.0255602076649665,1.4362231492996216,-0.9701232314109802,-0.0258129928261041,-0.2411766648292541,,,,
