Time,motor.m1,motor.m2,motor.m3,motor.m4,RB ID,Pos x,Pos y,Pos z,Quat 1,Quat 2,Quat 3,Quat 4
1687779956.1153336
1687779956.1357453
1687779956.156223
1687779956.1768553
1687779956.197375
1687779956.2180011
1687779956.238643
1687779956.2592778
1687779956.2798362
1687779956.3003855
1687779956.3209255
1687779956.3414304
1687779956.3621185
1687779956.3828368
1687779956.4033518
1687779956.4245048
1687779956.4453113
1687779956.4660072
1687779956.486925
1687779956.5076778
1687779956.5283935
1687779956.5492535
1687779956.5697932
1687779956.5902631
1687779956.6106515
1687779956.631131
1687779956.6517045
1687779956.6722255
1687779956.6927116
1687779956.7130878
1687779956.7340002
1687779956.754575
1687779956.7750125
1687779956.795858
1687779956.8164842
1687779956.8373618
1687779956.8580465
1687779956.8785422
1687779956.8990476
1687779956.9201496
1687779956.9407864
1687779956.9612863
1687779956.9818335
1687779957.0024402
1687779957.0231128
1687779957.0436482
1687779957.0641963
1687779957.0848393
1687779957.105697
1687779957.126534
1687779957.1469502
1687779957.1673381
1687779957.1876585
1687779957.208085
1687779957.2286923,10,3.3700876235961914,0.02571183070540428,1.4362283945083618,0.003774053417146206,-0.9701654314994812,-0.02497025951743126,-0.24112506210803986
1687779957.2492447,10,3.3700995445251465,0.025717711076140404,1.436231017112732,0.0040008630603551865,-0.9701842665672302,-0.025026492774486542,-0.24103984236717224
1687779957.2698033,10,3.3700881004333496,0.02560531720519066,1.436231255531311,0.005030094180256128,-0.9701372385025024,-0.025546923279762268,-0.24115531146526337
1687779957.2901623,10,3.370109796524048,0.025547955185174942,1.4362244606018066,0.005499908234924078,-0.9700976610183716,-0.026025602594017982,-0.2412531077861786
1687779957.310611,10,3.3700881004333496,0.025685062631964684,1.4362378120422363,0.004007701296359301,-0.9701467752456665,-0.025158846750855446,-0.24117715656757355
1687779957.3311768,10,3.370115280151367,0.02555413544178009,1.4362237453460693,0.005484635476022959,-0.9701182246208191,-0.02580863982439041,-0.24119405448436737
1687779957.3517003,10,3.370112180709839,0.02551417425274849,1.4362189769744873,0.005916890688240528,-0.9700942039489746,-0.025930583477020264,-0.24126726388931274
1687779957.3722215,10,3.3701248168945312,0.02554922178387642,1.4362183809280396,0.00555066205561161,-0.9701064229011536,-0.025934947654604912,-0.2412261664867401
1687779957.3933508,10,3.370082139968872,0.025803351774811745,1.4362339973449707,0.0031463229097425938,-0.9702048301696777,-0.024623151868581772,-0.24101129174232483
1687779957.4139316,10,3.3700640201568604,0.02591887302696705,1.436248779296875,0.0015171065460890532,-0.9702397584915161,-0.023925086483359337,-0.24095658957958221
1687779957.4345386,10,3.3700850009918213,0.025846071541309357,1.4362461566925049,0.0026346296072006226,-0.9702318906784058,-0.024364594370126724,-0.24093492329120636
1687779957.455073,10,3.3700761795043945,0.025823330506682396,1.4362422227859497,0.0028153681196272373,-0.9702216982841492,-0.024429811164736748,-0.24096699059009552
1687779957.4755838,10,3.370088815689087,0.025604648515582085,1.4362252950668335,0.005021815188229084,-0.9701142311096191,-0.02575594373047352,-0.24122565984725952
1687779957.4961493,10,3.3701162338256836,0.025590693578124046,1.4362201690673828,0.005158562678843737,-0.9701197743415833,-0.025723010301589966,-0.24120421707630157
1687779957.5166693,10,3.370105743408203,0.025644971057772636,1.436225414276123,0.0046251690946519375,-0.9701406955718994,-0.025467148050665855,-0.24115800857543945
1687779957.537187,10,3.3700878620147705,0.025484496727585793,1.436218500137329,0.0061077577993273735,-0.9700881838798523,-0.026171624660491943,-0.24126096069812775
1687779957.5578682,10,3.3700978755950928,0.02545871213078499,1.436215877532959,0.006573847960680723,-0.9700852632522583,-0.026352936401963234,-0.2412406951189041
1687779957.578693,10,3.3700828552246094,0.025588663294911385,1.436227560043335,0.004996269475668669,-0.9701371192932129,-0.025617476552724838,-0.2411491870880127
1687779957.5992444,10,3.3700923919677734,0.0255183894187212,1.436222791671753,0.005663020070642233,-0.9701003432273865,-0.02596430294215679,-0.24124521017074585
1687779957.6202092,10,3.370126247406006,0.02553364261984825,1.4362165927886963,0.005602402146905661,-0.9700935482978821,-0.026070384308695793,-0.24126216769218445
1687779957.6407485,10,3.3701212406158447,0.02550937421619892,1.4362196922302246,0.0058531626127660275,-0.9700927138328552,-0.02620156668126583,-0.24124552309513092
1687779957.6617732,10,3.3701117038726807,0.025496136397123337,1.4362242221832275,0.006024918053299189,-0.9700998663902283,-0.026184190064668655,-0.24121449887752533
1687779957.682253,10,3.3701155185699463,0.02550947293639183,1.436224341392517,0.0058469343930482864,-0.9700881838798523,-0.026280760765075684,-0.24125497043132782
1687779957.702822,10,3.3701205253601074,0.025509122759103775,1.4362239837646484,0.005917424336075783,-0.9700993299484253,-0.026237979531288147,-0.24121323227882385
1687779957.7233474,10,3.3701109886169434,0.02549571730196476,1.4362198114395142,0.006117396056652069,-0.9700905084609985,-0.026265930384397507,-0.2412407547235489
1687779957.7438776,10,3.3701012134552,0.025490453466773033,1.4362223148345947,0.006152078043669462,-0.9700902700424194,-0.026130273938179016,-0.24125589430332184
1687779957.7646012,10,3.3701136112213135,0.02552313543856144,1.4362177848815918,0.005699767265468836,-0.9700875878334045,-0.026163997128605843,-0.2412739098072052
1687779957.7854576,10,3.370129108428955,0.025743646547198296,1.4362268447875977,0.003438610816374421,-0.9701615571975708,-0.02490987628698349,-0.24115177989006042
1687779957.8061552,10,3.370129346847534,0.025593414902687073,1.4362218379974365,0.00513073056936264,-0.9701152443885803,-0.025744762271642685,-0.2412205934524536
1687779957.8266635,10,3.3701186180114746,0.0255426075309515,1.43621826171875,0.005571011453866959,-0.9700908660888672,-0.02611033245921135,-0.24126970767974854
