Time,Roll input,Pitch input,Yawrate input,Thrust input
1688552596.2450886,-0.9135254621505736,-1.798930525779724,-0.0053048133854076696,0
1688552596.2552798,-0.91385817527771,-1.798960566520691,0.0017523765560838456,0
1688552596.2655087,-0.9125844836235046,-1.7971135377883911,-0.020503997802777008,0
1688552596.2764983,-0.9126664996147156,-1.7969555854797363,0.006783008575453664,0
1688552596.2869725,-0.91343092918396,-1.7987080812454224,-0.06295442581181021,0
1688552596.2971478,-0.9124435782432556,-1.796228289604187,-0.06759166717534981,0
1688552596.3073096,-0.9127275347709656,-1.794485092163086,-0.00902414321899414,0
1688552596.3174853,-0.9125738739967346,-1.7953892946243286,-0.0553369522095295,0
1688552596.3280382,-0.9135820865631104,-1.7947890758514404,-0.013720989227309133,0
1688552596.3381789,-0.9133054614067078,-1.7942211627960205,-0.035262107849149515,0
1688552596.348352,-0.9134883880615234,-1.7933859825134275,-0.10466575622568541,0
1688552596.3584993,-0.9126999974250792,-1.7947062253952026,-0.07058382034308863,0
1688552596.3686392,-0.9136233925819396,-1.7950712442398071,-0.03410577774050694,0
1688552596.378779,-0.9133449196815492,-1.7951486110687256,-0.11866092681894713,0
1688552596.388969,-0.9118728041648864,-1.794784665107727,-0.09568929672249737,0
1688552596.3991344,-0.9129931926727296,-1.7937884330749512,-0.07140636444098902,0
1688552596.4092698,-0.9119437336921692,-1.7940553426742554,-0.10664463043222838,0
1688552596.4194565,-0.9121633768081664,-1.7941347360610962,-0.02564191818240147,0
1688552596.430825,-0.9124333262443542,-1.79279363155365,-0.029349327087430765,0
1688552596.4410102,-0.9138621091842652,-1.7933123111724854,-0.08451938629157496,0
1688552596.451257,-0.914752185344696,-1.793185114860535,-0.09772777557384416,0
1688552596.4617665,-0.9150985479354858,-1.7937417030334473,0.013899803161635305,0
1688552596.4720256,-0.915701985359192,-1.792079210281372,0.07597208023081237,0
1688552596.482355,-0.9161444902420044,-1.789271116256714,0.030612945556669047,0
1688552596.4927015,-0.9149012565612792,-1.7899973392486572,-0.02340078353884678,0
1688552596.5029542,-0.914309561252594,-1.7911643981933594,-0.07064342498719611,0
1688552596.5131688,-0.9147548675537108,-1.7933791875839231,0.06937980652089948,0
1688552596.5234435,-0.9154927134513856,-1.791314959526062,0.14432668685927297,0
1688552596.533622,-0.9175586104393004,-1.7916032075881958,0.16777515411388322,0
1688552596.5438032,-0.9172549843788148,-1.7906785011291504,0.09572505950936261,0
1688552596.5539873,-0.9172387719154358,-1.7894885540008545,-0.10255575180060816,0
1688552596.5643213,-0.9182007312774658,-1.7905293703079224,-0.03836154937748404,0
1688552596.5745292,-0.9175381660461426,-1.7900956869125366,0.02640485763552647,0
1688552596.5847294,-0.9175563454627992,-1.7907862663269043,0.010991096496596242,0
1688552596.5949035,-0.9175716042518616,-1.7906296253204346,-0.03709793090824576,0
1688552596.6050937,-0.9184326529502868,-1.789824366569519,-0.04247426986698599,0
1688552596.6154265,-0.9183651804924012,-1.7887017726898191,-0.013685226440443898,0
1688552596.6256607,-0.9173890352249146,-1.7891465425491333,-0.007700920104980469,0
1688552596.6359851,-0.9172956943511964,-1.7885268926620483,0.03533363342286577,0
1688552596.6462479,-0.91729074716568,-1.788648247718811,0.0209331512451314,0
1688552596.6564271,-0.9175899028778076,-1.7867348194122314,0.04779100418099347,0
1688552596.666643,-0.9178937673568726,-1.786173939704895,0.01634359359742632,0
1688552596.6770246,-0.916588544845581,-1.784993052482605,-0.09398460388193541,0
1688552596.687312,-0.916293442249298,-1.7848845720291138,-0.06835460662847481,0
1688552596.6974883,-0.915884017944336,-1.7842289209365845,-0.11986494064342423,0
1688552596.707711,-0.914961874485016,-1.784721851348877,-0.14319419860852634,0
1688552596.7178683,-0.9155248403549194,-1.785646677017212,-0.07982254028327418,0
1688552596.7280176,-0.915971577167511,-1.785444974899292,-0.06554126739509059,0
1688552596.7381887,-0.9171705842018129,-1.785688400268555,-0.04795789718632193,0
1688552596.748366,-0.9167224764823914,-1.7849817276000977,-0.1639842987061968,0
1688552596.7585144,-0.9153903722763062,-1.7847650051116943,-0.15572309494071135,0
1688552596.7687657,-0.9155347943305968,-1.785802721977234,-0.10349750518783196,0
1688552596.779079,-0.914646565914154,-1.785540223121643,-0.08883476257329903,0
1688552596.789269,-0.9137129187583924,-1.7867528200149536,-0.004351139068631937,0
1688552596.799474,-0.914110541343689,-1.784529209136963,0.041687488555922414,0
1688552596.8099785,-0.9132481217384338,-1.7829031944274902,-0.02708435058596592,0
1688552596.820637,-0.91249680519104,-1.7813951969146729,-0.1865029335023678,0
1688552596.8308482,-0.9113340377807616,-1.7795031070709229,-0.15702247619643117,0
1688552596.8410897,-0.911587655544281,-1.7790231704711914,-0.03842115402224522,0
1688552596.8513448,-0.9117366671562196,-1.779257893562317,0.047671794891400054,0
1688552596.8614933,-0.9126793146133424,-1.779510259628296,0.04509687423708897,0
1688552596.871647,-0.9133530855178832,-1.779841661453247,-0.0746250152588317,0
1688552596.88179,-0.9138733148574828,-1.780245065689087,-0.09459257125863019,0
1688552596.8920135,-0.914547324180603,-1.7803750038146973,0.03895759582520952,0
1688552596.9023333,-0.91477632522583,-1.7794487476348877,0.05296468734746895,0
1688552596.9125962,-0.9143067598342896,-1.77856707572937,-0.03790855407717686,0
1688552596.9228034,-0.9148830771446228,-1.777633786201477,-0.0542998313904377,0
1688552596.9330232,-0.9148244261741638,-1.77736234664917,-0.05084276199346505,0
1688552596.943306,-0.9160704016685486,-1.7764251232147217,-0.04560947418217154,0
1688552596.9534721,-0.9148738980293274,-1.7764616012573242,-0.00247955322265625,0
1688552596.9636514,-0.9153882265090942,-1.7767740488052368,0.02797842025759678,0
1688552596.9738355,-0.9164311289787292,-1.7764071226119995,0.0034809112548828125,0
1688552596.9839582,-0.91579931974411,-1.7760725021362305,-0.02511739730836382,0
1688552596.994111,-0.9160396456718444,-1.7750622034072876,-0.07625818252569161,0
1688552597.0042894,-0.914884388446808,-1.7737910747528076,-0.009083747863783742,0
1688552597.0144985,-0.9141886830329896,-1.7740216255187988,0.01020431518696796,0
1688552597.0247104,-0.9129862189292908,-1.7735410928726196,-0.023543834685270326,0
1688552597.0348802,-0.9143166542053224,-1.7736859321594238,0.013768672943101024,0
1688552597.0450518,-0.9143689274787904,-1.7727044820785522,0.02430677413943272,0
1688552597.0552034,-0.9145869612693788,-1.7723325490951538,0.05154609680182887,0
1688552597.0653863,-0.9134868383407592,-1.7733285427093506,0.07067918777470084,0
1688552597.0755703,-0.91398286819458,-1.773410439491272,0.06434917449956856,0
1688552597.0857203,-0.9130013585090636,-1.7736543416976929,0.07337331771859112,0
1688552597.0961847,-0.914107620716095,-1.7728583812713623,0.09138584136971417,0
1688552597.1065426,-0.9131292700767516,-1.771939039230347,0.040543079376263336,0
1688552597.11677,-0.9133234024047852,-1.7714072465896606,0.0034213066101216327,0
1688552597.126947,-0.9126310348510742,-1.7717678546905518,-0.013411045074477101,0
1688552597.1371,-0.9140413999557496,-1.770545244216919,0.012278556823730469,0
1688552597.1473033,-0.9126916527748108,-1.7712130546569824,-0.0007510185241699219,0
1688552597.1577017,-0.9129049181938172,-1.770815134048462,-0.03172159194949131,0
1688552597.1682093,-0.9134563207626344,-1.7714732885360718,-0.048553943634075836,0
1688552597.178396,-0.914204239845276,-1.772060513496399,-0.09305477142342511,0
1688552597.18865,-0.9125216603279114,-1.7728211879730225,-0.02187490463259678,0
1688552597.1988182,-0.9124086499214172,-1.7743000984191897,-0.028526782989516164,0
1688552597.2090075,-0.9125816226005554,-1.7730305194854736,-0.05649328231815787,0
1688552597.2192147,-0.9111967086791992,-1.7721682786941528,-0.01176595687866211,0
1688552597.2297146,-0.9127420783042908,-1.771105170249939,0.021338462829604055,0
1688552597.2398932,-0.9126211404800416,-1.7716341018676758,-0.06753206253060284,0
1688552597.250115,-0.9124722480773926,-1.7724723815917969,-0.06902217864995919,0
1688552597.2604437,-0.9120997786521912,-1.771471619606018,-0.009274482727079203,0
1688552597.2708478,-0.9127824306488036,-1.770720601081848,-0.05568265914868675,0
1688552597.281086,-0.9128140211105348,-1.7716203927993774,0.030052661897286725,0
1688552597.2912986,-0.9127970337867736,-1.7736449241638184,0.0732183456421609,0
1688552597.3017223,-0.9121700525283812,-1.7739547491073608,-0.05333423614504795,0
1688552597.3118722,-0.911976993083954,-1.774723768234253,-0.0251889228821085,0
1688552597.3220398,-0.9114144444465636,-1.7751824855804443,0.12316703796396666,0
1688552597.3321838,-0.9110208749771118,-1.7753041982650757,0.0594258308411213,0
1688552597.3423648,-0.9108448028564452,-1.775105595588684,0.008237361907987406,0
1688552597.3525846,-0.9099780917167664,-1.775836706161499,-0.02810955047610264,0
1688552597.362766,-0.910368800163269,-1.775595784187317,-0.01437664031983843,0
1688552597.3729246,-0.9112144708633424,-1.7749847173690796,0.015306472778334523,0
1688552597.3830898,-0.9107904434204102,-1.773850679397583,-0.026667118072538187,0
1688552597.3932445,-0.911072075366974,-1.7745628356933594,-0.013649463653578664,0
1688552597.403415,-0.9120448231697084,-1.7760354280471802,-0.05378723144535513,0
1688552597.4135642,-0.9118541479110718,-1.776167869567871,-0.09740591049202862,0
1688552597.4238644,-0.911832332611084,-1.7745425701141355,-0.06906986236579371,0
1688552597.4341931,-0.9097787141799928,-1.7741461992263794,-0.033164024353055765,0
1688552597.44436,-0.90892893075943,-1.7739180326461792,-0.026929378509535695,0
1688552597.4547257,-0.9083165526390076,-1.7752177715301514,-0.039660930633587554,0
1688552597.4650457,-0.9078957438468932,-1.7749401330947876,0.03550052642825108,0
1688552597.4753802,-0.907208263874054,-1.7737118005752563,0.06452798843390894,0
1688552597.485544,-0.9071835875511168,-1.7740203142166138,-0.04210472106937857,0
1688552597.4957407,-0.9060171246528624,-1.7719156742095947,-0.0810146331787962,0
1688552597.5059316,-0.9050780534744264,-1.7697491645812988,-0.033211708068847656,0
1688552597.516349,-0.9053716659545898,-1.7680566310882568,0.005054473876967336,0
1688552597.5266035,-0.9050257205963136,-1.768128752708435,-0.09396076202099835,0
1688552597.5368114,-0.9040973782539368,-1.7699180841445925,-0.025606155391713514,0
1688552597.5471923,-0.9046685695648192,-1.7705012559890747,0.04019737243658028,0
1688552597.557655,-0.9030141234397888,-1.7712584733963013,0.021219253540053273,0
1688552597.5680156,-0.902961254119873,-1.7707066535949707,0.08548498153692208,0
1688552597.578202,-0.9025320410728456,-1.770167589187622,0.04490613937385035,0
1688552597.5883667,-0.901682436466217,-1.769031047821045,-0.08447170257575465,0
1688552597.59859,-0.9015597701072692,-1.7685672044754028,-0.11042356491101657,0
1688552597.608777,-0.9006313681602478,-1.7682565450668335,-0.009834766387953664,0
1688552597.6189616,-0.9015352129936218,-1.7684533596038818,0.01418590545655718,0
1688552597.629139,-0.9008029103279114,-1.7669694423675537,0.015366077423109914,0
1688552597.6392903,-0.9017300009727478,-1.7678372859954834,0.026059150695829203,0
1688552597.6494555,-0.9036315679550172,-1.76721453666687,0.015473365783705617,0
1688552597.6596441,-0.9035463333129884,-1.7656883001327517,-0.012958049774184133,0
1688552597.6699677,-0.9036385416984558,-1.7665979862213137,-0.01889467239381304,0
1688552597.6802657,-0.904133677482605,-1.766487956047058,-0.008428096771254445,0
1688552597.6904304,-0.9045108556747437,-1.7662827968597412,-0.028634071350126078,0
1688552597.7005744,-0.9053011536598206,-1.767447829246521,0.0641584396362731,0
1688552597.7107763,-0.9046543836593628,-1.7659766674041748,0.05741119384771309,0
1688552597.721123,-0.9056642651557922,-1.7658895254135132,0.026082992553781992,0
1688552597.731263,-0.9066845178604126,-1.7660927772521973,-0.032973289489788726,0
1688552597.741455,-0.9068199992179872,-1.7651811838150024,-0.03035068511968575,0
1688552597.75162,-0.9073266983032228,-1.767277717590332,0.02326965332034092,0
1688552597.7618115,-0.907684862613678,-1.7661617994308472,0.05832910537725411,0
1688552597.771989,-0.9072075486183168,-1.7655065059661863,0.0711441040039773,0
1688552597.7821352,-0.9069352746009828,-1.7661738395690918,-0.0388264656064905,0
1688552597.792285,-0.906493067741394,-1.766432285308838,0.021517276764853932,16753
1688552597.8026173,-0.905569851398468,-1.7677267789840698,0.06824731826787911,17424
1688552597.812775,-0.9053421020507812,-1.7664482593536377,0.06073713302617989,18092
1688552597.8229485,-0.90522563457489,-1.7662845849990845,0.04782676696781607,18763
1688552597.8331532,-0.9054200053215028,-1.7666140794754028,-0.25303363800071565,19433
1688552597.84337,-0.904936909675598,-1.767676591873169,-0.282621383667248,20104
1688552597.8536038,-0.9089755415916444,-1.7663183212280271,0.35694837570221694,20104
1688552597.8638647,-0.9056083559989928,-1.7680705785751345,0.26825666427636463,20774
1688552597.8740869,-0.9076449871063232,-1.7637122869491575,-0.48407316207929796,20774
1688552597.8842728,-0.90690279006958,-1.7625682353973389,-0.11817216873178893,20774
1688552597.894434,-0.9113621115684508,-1.764122486114502,0.2176284790041052,21445
1688552597.9046788,-0.908275544643402,-1.7623120546340942,-0.22869110107446033,21445
1688552597.9149473,-0.9016278386116028,-1.7680689096450806,-0.030696392059354594,22113
1688552597.925128,-0.9070361852645874,-1.7602026462554932,0.1526951789857378,22113
1688552597.9353096,-0.9142943620681764,-1.757805585861206,0.015425682067871094,22784
1688552597.9454923,-0.9056704640388488,-1.7631739377975464,-0.0053524971007874456,22572
1688552597.9558609,-0.9050323963165284,-1.7710678577423096,-0.09282827377326441,22784
1688552597.9661326,-0.9090980887413024,-1.7683378458023071,-0.2584695816042597,22564
1688552597.976348,-0.906388223171234,-1.76746928691864,-0.6797552108770759,22784
1688552597.9865475,-0.8941142559051514,-1.776599645614624,-0.9409785270699444,22576
1688552597.9969542,-0.8893808126449585,-1.7802271842956543,-0.8602261543281742,22784
1688552598.0073912,-0.8981638550758362,-1.7721796035766602,-1.701211929322838,22784
1688552598.0175502,-0.8996759057044983,-1.767971754074097,-1.992201805116565,22576
1688552598.0277097,-0.8850902915000916,-1.7824161052703855,-1.5741825103774119,22576
1688552598.0378966,-0.8892656564712524,-1.7790602445602417,-1.5942096710070075,22784
1688552598.048059,-0.880260169506073,-1.782981038093567,-0.6799697875729294,22784
1688552598.0583153,-0.8896649479866028,-1.7729356288909912,-0.05899667739872427,22784
1688552598.0685294,-0.8956032991409302,-1.7640703916549685,0.29842853546171,22569
1688552598.0787477,-0.9081153869628906,-1.7472991943359375,-0.19836425781268474,22784
1688552792.8830616,-0.903614342212677,-1.805625438690185,-0.03013610839846491,0
1688552792.8945863,-0.9036774039268494,-1.8045696020126345,0.07407665252691231,0
1688552792.9064202,-0.9045224785804749,-1.8039380311965945,0.07481575012212716,0
1688552792.9195669,-0.9024478793144226,-1.8025387525558472,-0.014650821685805226,0
1688552792.9298456,-0.9013687372207642,-1.802273154258728,0.04038810729984732,0
1688552792.939989,-0.9018939733505248,-1.804124116897583,-0.04434585571293326,0
1688552792.950199,-0.9024816155433656,-1.8050729036331177,-0.11454820632944518,0
1688552792.9608693,-0.902460277080536,-1.8045557737350464,-0.06419420242315255,0
1688552792.9710715,-0.9028743505477904,-1.803678035736084,-0.09932518005381041,0
1688552792.9815145,-0.90272855758667,-1.804364562034607,-0.14028549194350148,0
1688552792.9917514,-0.9033501148223876,-1.804756760597229,-0.1177549362183612,0
1688552793.0019495,-0.903896689414978,-1.8049955368041992,-0.10275840759284449,0
1688552793.012377,-0.9045398235321044,-1.806490898132324,-0.15416145324721242,0
1688552793.0225556,-0.9047788977622986,-1.807517170906067,-0.05557537078863106,0
1688552793.0326982,-0.904921293258667,-1.8077735900878904,0.013017654418973734,0
1688552793.0429053,-0.9048472046852112,-1.808822512626648,-0.06585121154793683,0
1688552793.0531182,-0.9036523699760436,-1.8090357780456543,0.019049644470214844,0
1688552793.0640981,-0.9047278761863708,-1.809116005897522,-0.03281831741333008,0
1688552793.0743077,-0.9046361446380616,-1.8091723918914795,-0.20028352737445232,0
1688552793.0844781,-0.9051668643951416,-1.8101810216903689,-0.10594129562385035,0
1688552793.0946496,-0.9058319330215454,-1.8107539415359497,0.03458261489871006,0
1688552793.104817,-0.9058963060379028,-1.8116158246994016,0.010836124420151805,0
1688552793.1149654,-0.905215620994568,-1.812871336936951,-0.1161694526673358,0
1688552793.1252306,-0.9056113362312316,-1.8120098114013672,-0.13109445571912204,0
1688552793.135427,-0.9057121872901917,-1.8119724988937376,-0.07940530776882326,0
1688552793.1455984,-0.9052063226699828,-1.81224262714386,0.004041194917761004,0
1688552793.155781,-0.9046480059623718,-1.8128623962402344,0.05416870117190342,0
1688552793.166027,-0.9054326415061952,-1.811032056808472,0.07699728012090645,0
1688552793.1762424,-0.9053996205329896,-1.8100184202194212,0.03563165664678536,0
1688552793.1868107,-0.9052743315696716,-1.809103012084961,-0.06537437438969107,0
1688552793.19698,-0.9064542651176452,-1.8084139823913572,-0.05090236663824044,0
1688552793.2076359,-0.9055224657058716,-1.806580901145935,-0.026929378509564117,0
1688552793.2178123,-0.9055594801902772,-1.807450294494629,0.03083944320681553,0
1688552793.2279773,-0.9053072929382324,-1.8076419830322263,-0.018167495727553273,0
1688552793.2385607,-0.905906617641449,-1.8089194297790527,-0.05856752395635567,0
1688552793.2487392,-0.9062002301216124,-1.8072774410247805,-0.06492137908942652,0
1688552793.2589767,-0.9065966606140136,-1.8076376914978027,-0.08279085159310284,0
1688552793.2692149,-0.9064683318138124,-1.806675910949707,-0.00883340835571289,0
1688552793.2793708,-0.907582938671112,-1.8047493696212769,0.04985332489017935,0
1688552793.2895176,-0.9083985090255736,-1.8067257404327397,-0.0043392181396484375,0
1688552793.2998207,-0.9090290069580078,-1.8076379299163816,-0.0019431114196635235,0
1688552793.3099654,-0.909798502922058,-1.8056029081344604,0.05507469177250357,0
1688552793.3207762,-0.91019207239151,-1.8058704137802124,-0.0031113624573038123,0
1688552793.3309698,-0.911909282207489,-1.8056386709213257,0.025284290313749125,0
1688552793.3411942,-0.9123522639274596,-1.8070425987243648,0.055503845214929015,0
1688552793.3514996,-0.913681149482727,-1.807361364364624,-0.0558257102966877,0
1688552793.362448,-0.912818193435669,-1.8064547777175903,-0.0411748886109109,0
1688552793.372687,-0.9127113819122314,-1.8064032793045044,0.051355361938519195,0
1688552793.383094,-0.9126026630401612,-1.806597590446472,0.07836818695078307,0
1688552793.3932922,-0.9139081239700316,-1.8046950101852417,-0.0058054923984229845,0
1688552793.4036787,-0.9139997959136964,-1.80512273311615,-0.14761686324976608,0
1688552793.413847,-0.915093183517456,-1.8056892156600952,-0.055110454559368804,0
1688552793.4240198,-0.9133951663970948,-1.8055154085159304,0.045502185821561625,0
1688552793.4342563,-0.9133265018463136,-1.8067868947982788,0.04178285598756304,0
1688552793.4445026,-0.9134931564331056,-1.8069069385528564,-0.026512145996136383,0
1688552793.4546702,-0.913323700428009,-1.8065519332885744,-0.10577440261849347,0
1688552793.4648585,-0.91277676820755,-1.8068209886550903,-0.08134841918949576,0
1688552793.4750335,-0.9133528470993042,-1.806753754615784,-0.04221200942996006,0
1688552793.4852176,-0.912764847278595,-1.8070005178451536,-0.037372112274212554,0
1688552793.4959362,-0.9131420850753784,-1.806995749473572,0.02926588058474522,0
1688552793.5061269,-0.912152111530304,-1.8076735734939573,0.0888109207154173,0
1688552793.5163462,-0.9134600758552552,-1.8061747550964355,0.009524822235107422,0
1688552793.5271213,-0.9137229323387146,-1.805016040802002,-0.04146099090580435,0
1688552793.537311,-0.9140828847885132,-1.8041523694992063,-0.05699396133427115,0
1688552793.5477107,-0.915158987045288,-1.80416476726532,-0.12054443359386369,0
1688552793.557916,-0.9146324396133424,-1.802384614944458,-0.07547140121467066,0
1688552793.568062,-0.9148591160774232,-1.802741289138794,0.03020763397219639,0
1688552793.5782611,-0.9156492948532104,-1.8030264377593996,0.0401735305786417,0
1688552793.5885127,-0.9161924719810486,-1.803562879562378,0.05160570144659005,0
1688552793.5990999,-0.9140653610229492,-1.8026607036590576,0.07110834121711207,0
1688552793.6093662,-0.9142856001853944,-1.8024982213974,0.013768672943129445,0
1688552793.6200116,-0.9133681654930116,-1.8036024570465088,-0.05896091461187325,0
1688552793.6302466,-0.9129355549812316,-1.8013200759887695,-0.0692963600159402,0
1688552793.6404235,-0.913846790790558,-1.7999523878097534,-0.043213367462200836,0
1688552793.6506252,-0.9135254621505736,-1.798930525779724,-0.0053048133854076696,0
1688552793.661008,-0.91385817527771,-1.798960566520691,0.0017523765560838456,0
1688552793.6714852,-0.9125844836235046,-1.7971135377883911,-0.020503997802777008,0
1688552793.6823802,-0.9126664996147156,-1.7969555854797363,0.006783008575453664,0
1688552793.6925797,-0.91343092918396,-1.7987080812454224,-0.06295442581181021,0
1688552793.7031088,-0.9124435782432556,-1.796228289604187,-0.06759166717534981,0
1688552793.713281,-0.9127275347709656,-1.794485092163086,-0.00902414321899414,0
1688552793.7234762,-0.9125738739967346,-1.7953892946243286,-0.0553369522095295,0
1688552793.7336478,-0.9135820865631104,-1.7947890758514404,-0.013720989227309133,0
1688552793.7438333,-0.9133054614067078,-1.7942211627960205,-0.035262107849149515,0
1688552793.7544968,-0.9134883880615234,-1.7933859825134275,-0.10466575622568541,0
1688552793.7646842,-0.9126999974250792,-1.7947062253952026,-0.07058382034308863,0
1688552793.7748556,-0.9136233925819396,-1.7950712442398071,-0.03410577774050694,0
1688552793.7850509,-0.9133449196815492,-1.7951486110687256,-0.11866092681894713,0
1688552793.7957578,-0.9118728041648864,-1.794784665107727,-0.09568929672249737,0
1688552793.8059435,-0.9129931926727296,-1.7937884330749512,-0.07140636444098902,0
1688552793.816076,-0.9119437336921692,-1.7940553426742554,-0.10664463043222838,0
1688552793.826261,-0.9121633768081664,-1.7941347360610962,-0.02564191818240147,0
1688552793.8365798,-0.9124333262443542,-1.79279363155365,-0.029349327087430765,0
1688552793.8468096,-0.9138621091842652,-1.7933123111724854,-0.08451938629157496,0
1688552793.857474,-0.914752185344696,-1.793185114860535,-0.09772777557384416,0
