Time,ID,Pos x,Pos y,Pos z,Quat w,Quat x,Quat y,Quat z
1688647882.4088511,10,3.2913506031036377,0.017638493329286575,2.5549609661102295,0.008854936808347702,-0.8197939395904541,-0.029161756858229637,-0.5718472599983215
1688647882.4172952,10,3.291353225708008,0.017632130533456802,2.554959297180176,0.008835423737764359,-0.8198150992393494,-0.02923242375254631,-0.5718134641647339
1688647882.4256046,10,3.291358232498169,0.017631223425269127,2.55495285987854,0.008866170421242714,-0.8198019862174988,-0.029238121584057808,-0.5718315243721008
1688647882.4335518,10,3.2913589477539062,0.017629561945796013,2.554952621459961,0.008833222091197968,-0.8197801113128662,-0.029227053746581078,-0.5718639492988586
1688647882.442393,10,3.2913613319396973,0.017631489783525467,2.5549497604370117,0.008745496161282063,-0.8197726011276245,-0.029203370213508606,-0.5718774199485779
1688647882.4505973,10,3.2913596630096436,0.01763312891125679,2.554950714111328,0.008767419494688511,-0.819754421710968,-0.029300112277269363,-0.5718980431556702
1688647882.4590204,10,3.2913599014282227,0.017638377845287323,2.554950714111328,0.008714535273611546,-0.8197532892227173,-0.02933337353169918,-0.571898877620697
1688647882.4673264,10,3.291360378265381,0.017636960372328758,2.5549521446228027,0.008769300766289234,-0.819772481918335,-0.029343949630856514,-0.5718698501586914
1688647882.4755569,10,3.2913594245910645,0.01763836108148098,2.5549509525299072,0.008749069646000862,-0.8197769522666931,-0.029363185167312622,-0.5718628764152527
1688647882.4837432,10,3.2913618087768555,0.01764083281159401,2.5549516677856445,0.008758751675486565,-0.8197718262672424,-0.029464274644851685,-0.5718647241592407
1688647882.4924226,10,3.2913613319396973,0.017641771584749222,2.55495285987854,0.008733294904232025,-0.8197893500328064,-0.0294287521392107,-0.5718417763710022
1688647882.5004091,10,3.291358470916748,0.01763792894780636,2.5549540519714355,0.008697749115526676,-0.8197952508926392,-0.02940952405333519,-0.571834921836853
1688647882.5089464,10,3.291358470916748,0.017636246979236603,2.5549557209014893,0.008760866709053516,-0.8197842836380005,-0.029432127252221107,-0.5718486309051514
1688647882.5172405,10,3.2913594245910645,0.017633086070418358,2.55495548248291,0.008817210793495178,-0.8197854161262512,-0.029370784759521484,-0.5718492269515991
1688647882.5254567,10,3.2913594245910645,0.01762889139354229,2.5549545288085938,0.008874071761965752,-0.8197867274284363,-0.02934371307492256,-0.5718479156494141
1688647882.5337453,10,3.2913601398468018,0.017630722373723984,2.5549545288085938,0.00886586308479309,-0.8197647929191589,-0.029328087344765663,-0.5718801617622375
1688647882.5423656,10,3.291360378265381,0.017631255090236664,2.554957866668701,0.008927110582590103,-0.819800078868866,-0.029414204880595207,-0.5718241930007935
1688647882.5505424,10,3.2913589477539062,0.01763349585235119,2.554957151412964,0.008917972445487976,-0.8197787404060364,-0.02941827103495598,-0.5718547701835632
1688647882.5589933,10,3.29136061668396,0.017633002251386642,2.554960012435913,0.008949684910476208,-0.8197675347328186,-0.029449760913848877,-0.5718687176704407
1688647882.5671537,10,3.2913615703582764,0.017634116113185883,2.55495548248291,0.008854531683027744,-0.8197624683380127,-0.029410915449261665,-0.5718795657157898
1688647882.5756285,10,3.291360855102539,0.017633292824029922,2.5549559593200684,0.008819397538900375,-0.8197907209396362,-0.029376082122325897,-0.571841299533844
1688647882.5837784,10,3.291361093521118,0.01763363555073738,2.554957151412964,0.00880310870707035,-0.8198084831237793,-0.02936950884759426,-0.5718165636062622
1688647882.5923915,10,3.291358709335327,0.017633873969316483,2.5549588203430176,0.00885049719363451,-0.8198181390762329,-0.02932588756084442,-0.5718041062355042
1688647882.6004038,10,3.2913618087768555,0.017630739137530327,2.5549585819244385,0.008851268328726292,-0.8198028802871704,-0.029276682063937187,-0.5718286037445068
1688647882.6090412,10,3.2913568019866943,0.017628828063607216,2.554957389831543,0.008793598040938377,-0.8197894096374512,-0.029268182814121246,-0.5718491673469543
1688647882.6171994,10,3.291355848312378,0.01762869395315647,2.5549557209014893,0.00885730516165495,-0.819770097732544,-0.029283203184604645,-0.5718750953674316
1688647882.6255217,10,3.2913575172424316,0.017633406445384026,2.5549566745758057,0.008831603452563286,-0.8197746276855469,-0.02931392937898636,-0.5718674063682556
1688647882.6337984,10,3.2913575172424316,0.017629824578762054,2.554957866668701,0.008809520862996578,-0.8197672963142395,-0.029346207156777382,-0.5718764662742615
1688647882.6424332,10,3.2913575172424316,0.017632488161325455,2.5549564361572266,0.00882815383374691,-0.8197715282440186,-0.029370032250881195,-0.571868896484375
1688647882.6506226,10,3.2913575172424316,0.017632557079195976,2.5549585819244385,0.008846612647175789,-0.8197816610336304,-0.029331663623452187,-0.5718562006950378
1688647882.6588805,10,3.2913601398468018,0.01763634756207466,2.554957866668701,0.008807994425296783,-0.8198128342628479,-0.029277103021740913,-0.5718148350715637
1688647882.6672168,10,3.2913551330566406,0.017633195966482162,2.5549590587615967,0.008767852559685707,-0.8197973370552063,-0.029255712404847145,-0.5718387961387634
1688647882.6755533,10,3.291355848312378,0.017637236043810844,2.5549559593200684,0.0088333860039711,-0.8197957873344421,-0.029320349916815758,-0.5718367695808411
