Time,motor.m1,motor.m2,motor.m3,motor.m4,RB ID,Pos x,Pos y,Pos z,Quat 1,Quat 2,Quat 3,Quat 4
1687441608.3588796
1687441608.3791611
1687441608.3994267
1687441608.4198642
1687441608.4402833
1687441608.4607131
1687441608.4812152
1687441608.5017233
1687441608.522175
1687441608.542477
1687441608.562758
1687441608.5830262
1687441608.6033149
1687441608.6236117
1687441608.6439595
1687441608.6642714
1687441608.6847253
1687441608.7189186
1687441608.7400172
1687441608.7621186
1687441608.7826912
1687441608.8031824
1687441608.823504
1687441608.8439202
1687441608.8643222
1687441608.8850715
1687441608.905591
1687441608.9263473
1687441608.9478655
1687441608.9688547
1687441608.989376
1687441609.00988
1687441609.030768
1687441609.0517325
1687441609.0721903
1687441609.0927434
1687441609.1132417
1687441609.1338336
1687441609.1542218
1687441609.1754322
1687441609.1960175
1687441609.217209
1687441609.2381997
1687441609.2590165,0.0,0.0,0.0,0.0
1687441609.2794435,0.0,0.0,0.0,0.0
1687441609.300351,0.0,0.0,0.0,0.0
1687441609.3206728,0.0,0.0,0.0,0.0
1687441609.3409877,0.0,0.0,0.0,0.0
1687441609.361244,0.0,0.0,0.0,0.0
1687441609.3815212,0.0,0.0,0.0,0.0
1687441609.4017699,0.0,0.0,0.0,0.0
1687441609.4220097,0.0,0.0,0.0,0.0
1687441609.442286,0.0,0.0,0.0,0.0
1687441609.4625406,0.0,0.0,0.0,0.0
1687441609.4828866,0.0,0.0,0.0,0.0,10,2.8982207775115967,0.023072825744748116,1.8851540088653564,-0.010310259647667408,-0.9477278590202332,-0.032670456916093826,-0.3172357380390167
1687441609.5031545,0.0,0.0,0.0,0.0,10,2.8982138633728027,0.02306671254336834,1.8851555585861206,-0.010050876997411251,-0.9477318525314331,-0.03266096115112305,-0.31723302602767944
1687441609.523374,0.0,0.0,0.0,0.0,10,2.8982126712799072,0.023073790594935417,1.8851567506790161,-0.009897960349917412,-0.9477253556251526,-0.032687343657016754,-0.3172542452812195
1687441609.5436478,0.0,0.0,0.0,0.0,10,2.89821195602417,0.023073527961969376,1.8851568698883057,-0.010087685659527779,-0.9477480053901672,-0.03250260278582573,-0.3171997368335724
1687441609.563933,0.0,0.0,0.0,0.0,10,2.8982110023498535,0.023073840886354446,1.8851507902145386,-0.010315890423953533,-0.9477251172065735,-0.03256905823945999,-0.31725403666496277
1687441609.5843565,0.0,0.0,0.0,0.0,10,2.8982088565826416,0.0230732262134552,1.885149359703064,-0.01018658746033907,-0.9477219581604004,-0.03276169300079346,-0.31724783778190613
1687441609.605018,0.0,0.0,0.0,0.0,10,2.8982138633728027,0.023071566596627235,1.8851488828659058,-0.01017170213162899,-0.9477151036262512,-0.03294265270233154,-0.3172498345375061
1687441609.6256592,0.0,0.0,0.0,0.0,10,2.898216485977173,0.02307332307100296,1.8851512670516968,-0.01022400427609682,-0.9477140307426453,-0.03266488388180733,-0.3172800838947296
1687441609.646104,0.0,0.0,0.0,0.0,10,2.8982152938842773,0.023078490048646927,1.8851491212844849,-0.010155703872442245,-0.9477060437202454,-0.032670605927705765,-0.31730565428733826
1687441609.6665378,0.0,0.0,0.0,0.0,10,2.8982131481170654,0.023078644648194313,1.8851486444473267,-0.010110258124768734,-0.9477066993713379,-0.03283365070819855,-0.3172881007194519
1687441609.687287,0.0,0.0,0.0,0.0,10,2.8982083797454834,0.023075483739376068,1.885154366493225,-0.010050831362605095,-0.9477449059486389,-0.032742567360401154,-0.3171854615211487
1687441609.7075791,0.0,0.0,0.0,0.0,10,2.8982126712799072,0.023079052567481995,1.8851510286331177,-0.00955982506275177,-0.9477377533912659,-0.03266286477446556,-0.31723007559776306
1687441609.7278085,0.0,0.0,0.0,0.0,10,2.898207902908325,0.023076852783560753,1.88515305519104,-0.009606159292161465,-0.9477232694625854,-0.032709021121263504,-0.317267507314682
1687441609.7480972,0.0,0.0,0.0,0.0,10,2.898209571838379,0.023082541301846504,1.88515305519104,-0.009755549021065235,-0.9477090239524841,-0.03276437520980835,-0.3172996938228607
1687441609.7683642,0.0,0.0,0.0,0.0,10,2.8982138633728027,0.02307574823498726,1.8851550817489624,-0.009916303679347038,-0.9477159976959229,-0.0326964445412159,-0.31728094816207886
1687441609.7885804,0.0,0.0,0.0,0.0,10,2.898212194442749,0.023083342239260674,1.8851566314697266,-0.00995406974107027,-0.9477114081382751,-0.03261389210820198,-0.31730198860168457
1687441609.8088372,0.0,0.0,0.0,0.0,10,2.89821457862854,0.02307617850601673,1.8851534128189087,-0.010244959034025669,-0.9477158188819885,-0.032725878059864044,-0.3172677457332611
1687441609.8290884,0.0,0.0,0.0,0.0,10,2.89821195602417,0.023071009665727615,1.8851526975631714,-0.010289004072546959,-0.9477205872535706,-0.032572660595178604,-0.3172678053379059
1687441609.8495805,0.0,0.0,0.0,0.0,10,2.898214101791382,0.02306736633181572,1.8851549625396729,-0.01045849546790123,-0.9477301239967346,-0.032656654715538025,-0.3172251582145691
1687441609.8704019,0.0,0.0,0.0,0.0,10,2.898212432861328,0.02307048812508583,1.8851515054702759,-0.01047731377184391,-0.9477378129959106,-0.03269711136817932,-0.31719762086868286
1687441609.89098,0.0,0.0,0.0,0.0,10,2.8982157707214355,0.0230777058750391,1.8851537704467773,-0.010318409651517868,-0.9477233290672302,-0.03268413618206978,-0.317247211933136
1687441609.9113529,0.0,0.0,0.0,0.0,10,2.8982198238372803,0.023077258840203285,1.8851518630981445,-0.010464390739798546,-0.9477148652076721,-0.03270518407225609,-0.3172655999660492
