Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,7.2101225e-06,5.975306e-06,-3.1279175,0.27980044,0.0014091077,0.2887496,0.27500612,0.27834684,0.0025789593,0.28837317,0.27423477,-2.848693,0.5374233,-2.3976803,-6.6220765,0.0054460065,0.013296758,0.055610634,-0.034478758,-0.13714485,0.012343192,-0.10807851,-0.17590109
1,6.470337e-06,7.662508e-06,-3.223858,0.5084288,0.00038931813,0.5110177,0.507918,0.5102517,0.0018141287,0.5137317,0.50562733,-2.7157485,0.19229512,-2.287848,-3.2168782,-0.0035501681,0.009023569,0.012958856,-0.023070809,-0.13375741,0.0113018425,-0.11193494,-0.16530907
2,8.287883e-06,6.326349e-06,-3.4088604,0.72320616,0.0030368452,0.7473102,0.7223991,0.72236675,0.0051122326,0.758669,0.71699077,-2.686102,0.19004111,-2.3307185,-3.1978228,0.011432267,0.008558634,0.025524758,-0.015917277,-0.124901086,0.009055762,-0.0941549,-0.14409342
3,2.2705479e-05,2.017946e-05,-3.5946834,0.9092927,0.00022622177,0.9110883,0.9095935,0.913499,0.0022196271,0.9221888,0.9087406,-2.685419,0.15547854,-2.202322,-3.0371704,0.00033357128,0.007915297,0.010100182,-0.023459338,-0.1403463,0.007428926,-0.11922365,-0.15559937
4,7.603024e-06,7.5011794e-06,-3.8061986,1.0864831,1.1920929e-07,1.0864832,1.0865654,1.0871444,0.0026769452,1.0992079,1.0825781,-2.719715,0.23209132,-2.3857443,-3.8481674,0.0030962562,0.0041025802,0.009460352,-0.0019263575,-0.13038483,0.0044896803,-0.12288821,-0.13856025
5,4.996409e-06,5.0095596e-06,-4.027508,1.2439481,0.0,1.2439481,1.2439649,1.2435653,0.0022022477,1.2501483,1.2388692,-2.7835596,0.2603619,-2.2282212,-3.99841,-0.00029179634,0.0071590254,0.0085007455,-0.009503882,-0.12723684,0.0031020287,-0.1220007,-0.12971766
6,2.7332182e-05,2.8081082e-05,-4.1563687,1.3905075,1.1920929e-07,1.3905073,1.3905861,1.3857946,0.0022634047,1.3922898,1.3820769,-2.7658615,0.26046953,-2.3367195,-4.054399,5.711493e-05,0.0033967355,0.0042908564,-0.0053137466,-0.13147092,0.008202925,-0.12409564,-0.14529352
7,5.3960757e-06,5.2450187e-06,-4.228033,1.5148553,0.0,1.5148553,1.5147611,1.5140061,0.0021622027,1.5217276,1.5104599,-2.713272,0.16422772,-2.2657647,-3.1171803,-0.0036667627,0.006060657,0.0041957903,-0.00995143,-0.13933444,0.00550713,-0.13131046,-0.14602679
8,1.22207975e-05,1.15539415e-05,-4.3616776,1.632454,1.1920929e-07,1.6324542,1.6323228,1.6298504,0.0023326073,1.6366025,1.6259768,-2.7293549,0.17794175,-2.2274365,-3.326415,0.00029096846,0.0060028858,0.009360012,-0.005417821,-0.13053384,0.0056372616,-0.1238456,-0.13778825
9,8.507017e-06,8.3511295e-06,-4.464778,1.7332156,2.3841858e-07,1.7332158,1.7332584,1.7350686,0.00225262,1.7442819,1.730208,-2.7315621,0.28083515,-2.179504,-3.887229,0.00029757526,0.0032739497,0.0038099373,-0.0038983347,-0.13500895,0.0028796846,-0.13220803,-0.13937363
