Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,1.0849244e-05,1.1825962e-05,-2.9994745,0.27749187,0.00604291,0.3209689,0.26704022,0.27752668,0.0074717337,0.3291843,0.26913467,-2.7237558,0.2766356,-2.0509248,-3.867886,0.014635643,0.009562443,0.06067397,-0.010415351,-0.111078486,0.019112006,-0.069948636,-0.16887578
1,7.4358873e-06,1.1168414e-05,-3.1984549,0.5074678,0.0027583018,0.52386796,0.5031689,0.5085373,0.0038803252,0.5256735,0.50332195,-2.6921725,0.20105518,-2.1783347,-3.460678,0.008511254,0.013929044,0.038207293,-0.020139445,-0.14593782,0.00938974,-0.12744199,-0.17561892
2,2.2011263e-05,1.0487527e-05,-3.4514437,0.72237676,0.008931045,0.76634264,0.7158699,0.71992004,0.0076521514,0.75074625,0.71294314,-2.7302074,0.20792505,-2.2039943,-3.0842154,0.015968544,0.028220642,0.09318355,-0.062630266,-0.126255,0.00989853,-0.09917648,-0.17325442
3,3.785777e-05,2.707815e-05,-3.6513672,0.908998,0.0058178166,0.93935823,0.90494883,0.9100629,0.01103286,0.98369944,0.90207124,-2.742981,0.19926777,-2.176814,-3.4059782,0.006481392,0.013324568,0.09531271,-0.03242631,-0.13173854,0.00795661,-0.11647482,-0.16301997
4,9.186102e-06,1.1457836e-05,-3.8274908,1.0843076,0.0055578505,1.1036631,1.0809886,1.0830195,0.0067445524,1.1060667,1.074707,-2.743432,0.18855734,-2.3827584,-3.5036864,0.0029771514,0.023343282,0.21461505,-0.15867263,-0.13667351,0.010184656,-0.09472665,-0.20688337
5,8.350228e-06,8.438411e-06,-3.944625,1.2378048,0.0060169804,1.2561048,1.2311538,1.2379289,0.005201408,1.253338,1.2315872,-2.7074559,0.20156582,-1.9504144,-3.265161,0.015121552,0.032158308,0.24993038,-0.06665204,-0.13705787,0.007900654,-0.12802592,-0.19097
6,2.039989e-05,2.4611389e-05,-4.1032524,1.3835931,0.016628928,1.5058577,1.3742098,1.3824832,0.019019023,1.5240618,1.3737266,-2.7233431,0.29059643,-0.8809642,-3.0893736,0.018043641,0.03839567,0.3659513,-0.3249177,-0.13595037,0.008100555,-0.11553254,-0.18991122
7,4.3630513e-05,1.7176617e-05,-4.1937323,1.5133846,0.011401446,1.5686318,1.5063443,1.5083327,0.013185396,1.5710204,1.500015,-2.6832144,0.23729745,-1.6808934,-3.153722,0.013934212,0.044055633,0.2838416,-0.22935008,-0.14077595,0.010528856,-0.121624686,-0.20338021
8,1.7669934e-05,1.7409211e-05,-4.332743,1.622062,0.008897138,1.670359,1.6183261,1.6230648,0.008371122,1.6551278,1.6153537,-2.7107034,0.22336678,-2.0215201,-3.474424,0.014465305,0.02097582,0.13037868,-0.04140456,-0.13173637,0.009316289,-0.115506,-0.1565107
9,7.864723e-06,1.0213305e-05,-4.4313793,1.7258567,0.010238655,1.7777901,1.717778,1.726507,0.009832,1.7758083,1.716621,-2.7060084,0.26325238,-1.8456316,-3.5703013,0.008173689,0.0366552,0.30945754,-0.17596498,-0.13300928,0.007875496,-0.12802775,-0.20039347
10,1.596823e-05,3.1747753e-05,-4.5988555,1.8199013,0.011111268,1.8911321,1.8095206,1.8218764,0.01242867,1.9087392,1.8130509,-2.781293,0.3006312,-2.1828403,-3.9780807,0.01834824,0.03487597,0.32339364,-0.015093375,-0.13944383,0.009593748,-0.10914862,-0.16273054
11,4.5210127e-05,1.8183984e-05,-4.633318,1.8993553,0.008101222,1.9404352,1.8982067,1.9053731,0.009613755,1.9572988,1.8978859,-2.733686,0.1877175,-2.0485072,-3.1342094,0.0021790331,0.041710354,0.37500307,-0.26768854,-0.14329785,0.008703687,-0.13580157,-0.21872959
12,2.0513744e-05,1.3884508e-05,-4.679341,1.9795126,0.01340483,2.0812685,1.9751997,1.983206,0.014543945,2.0921698,1.9743739,-2.6997724,0.34071645,-1.0281144,-4.0153627,0.0054701194,0.050460394,0.43302816,-0.3992375,-0.12858242,0.012203419,-0.112000585,-0.21133539
13,1.9001578e-05,2.6629112e-05,-4.762083,2.0515373,0.012453146,2.109291,2.0442517,2.05402,0.013232161,2.1296942,2.0451853,-2.711337,0.25590068,-2.093193,-3.7890344,0.0034407254,0.0365592,0.29601914,-0.17438337,-0.13940692,0.0061077704,-0.13282211,-0.18132296
14,1.1195585e-05,8.7866665e-06,-4.8546743,2.1188903,0.0134239355,2.1985574,2.109806,2.116706,0.014880669,2.2046118,2.107685,-2.7396617,0.27254888,-2.2530487,-4.1265116,0.015025634,0.060932063,0.55777967,-0.15657273,-0.14190738,0.016784811,-0.13123612,-0.29429138
15,1.6481808e-05,1.979173e-05,-4.9765463,2.175045,0.014259304,2.2673469,2.1669495,2.174172,0.013611985,2.2557392,2.165624,-2.803247,0.2784898,-2.358366,-4.076125,-0.004890736,0.056882918,0.52232313,-0.5272761,-0.13172656,0.01790008,-0.11925869,-0.33160466
16,3.0189925e-05,3.2009837e-05,-4.944854,2.223833,0.020863194,2.3641875,2.216544,2.2271771,0.018236807,2.3463023,2.2173755,-2.720753,0.2401662,-1.9327338,-3.4249635,0.018803908,0.077270426,0.5075535,-0.4186333,-0.13982448,0.01757221,-0.13026035,-0.29815173
17,3.6587146e-05,3.2352276e-05,-5.069461,2.2751513,0.036843408,2.5077496,2.2615023,2.278857,0.03473487,2.4796197,2.263957,-2.7951372,0.3741742,-1.5174979,-3.9467514,0.023524962,0.11840924,0.8285316,-0.49004674,-0.14401285,0.033457883,-0.1103316,-0.43127304
18,1.2288459e-05,1.4024034e-05,-5.098856,2.310915,0.006676825,2.3527536,2.3042157,2.3110263,0.007757678,2.3559656,2.3030145,-2.789049,0.32674918,-1.9003305,-4.7208776,0.016382903,0.06408607,0.5409944,-0.44819936,-0.13895592,0.016169699,-0.076114826,-0.28661627
19,2.3694285e-05,4.9943286e-05,-5.1216745,2.355411,0.03422173,2.5941,2.3434875,2.3549953,0.03453335,2.5819743,2.3423564,-2.768263,0.20829712,-2.344812,-3.3392346,0.017508747,0.055243786,0.472428,-0.12551576,-0.13802591,0.012475573,-0.11816406,-0.25135022
20,9.199755e-06,8.783478e-06,-5.1113944,2.3833761,0.032750685,2.6402066,2.370603,2.385446,0.033535257,2.6474397,2.3663294,-2.728244,0.31080225,-1.8719509,-3.820366,0.018491842,0.083699316,0.47031388,-0.715817,-0.13318737,0.03069252,-0.0869156,-0.45654875
21,1.7182372e-05,1.7092021e-05,-5.0943933,2.4132674,0.013502514,2.5060866,2.401674,2.4137626,0.014863418,2.5136745,2.4043024,-2.6812258,0.28851807,-1.5475428,-3.268316,0.0125141535,0.06771076,0.66220987,-0.38245288,-0.14303166,0.023463674,-0.13220955,-0.40095508
22,1.8942475e-05,2.1866432e-05,-5.142302,2.4426925,0.008873276,2.480275,2.4280481,2.4411108,0.010450675,2.4951956,2.4283605,-2.70121,0.2601422,-1.7857912,-3.5246763,0.032652814,0.06167056,0.52919483,-0.11816571,-0.13515195,0.017740786,-0.10754226,-0.25775254
23,1.0387049e-05,1.5196407e-05,-5.1347303,2.466978,0.010707855,2.5337207,2.4615018,2.4668288,0.010265602,2.5240607,2.4568903,-2.6676574,0.24989456,-1.9336939,-3.2461972,0.010923326,0.06469213,0.50815964,-0.19669104,-0.13915682,0.0092537915,-0.1020623,-0.19880527
24,6.37938e-05,2.4364967e-05,-5.2264585,2.4902177,0.025715576,2.621872,2.48586,2.494935,0.025449729,2.613559,2.481861,-2.7372947,0.25272974,-2.3192487,-3.7431407,0.023439024,0.102632836,0.66133004,-0.6103389,-0.14523792,0.030737715,-0.12713605,-0.38828528
25,2.2449472e-05,2.894031e-05,-5.209118,2.5114474,0.021677872,2.625282,2.5032063,2.513953,0.022734644,2.6308188,2.503111,-2.698194,0.32501432,-0.9046557,-3.3104653,0.028926333,0.09060518,0.7096311,-0.20828645,-0.13854513,0.025602194,-0.07744603,-0.33092326
26,8.776553e-06,9.295668e-06,-5.20871,2.5303407,0.009037597,2.5772138,2.5226252,2.529767,0.010107131,2.5850506,2.5221758,-2.6800683,0.3044193,-1.2871244,-4.0154924,0.0098903105,0.06324251,0.5521979,-0.4527134,-0.13301189,0.013460272,-0.10253864,-0.26536155
27,3.5672794e-05,3.122697e-05,-5.3077374,2.5463505,0.025132101,2.7407386,2.5417404,2.5461097,0.01985032,2.6988542,2.538359,-2.7617779,0.3608179,-2.265686,-4.6515512,0.021923833,0.08809842,0.93669116,-0.39882168,-0.13923319,0.024873959,-0.11654134,-0.42698026
28,9.514252e-06,9.115692e-06,-5.279843,2.5617719,0.014349393,2.6628594,2.557659,2.5615358,0.014022422,2.6514702,2.553657,-2.718295,0.33457944,-2.2863288,-4.9121056,0.010416048,0.07159609,0.67562765,-0.29214707,-0.13891786,0.0147458045,-0.101415016,-0.25259247
29,2.1663302e-05,1.4598525e-05,-5.2741814,2.5727534,0.009762106,2.6392312,2.5687385,2.5753744,0.0088569475,2.6284044,2.5672164,-2.7013302,0.23964216,-1.991593,-3.3518457,0.01271194,0.051554184,0.6157377,-0.10554986,-0.1383069,0.013438707,-0.10701439,-0.2799145
30,8.75478e-06,2.434522e-05,-5.243263,2.588687,0.010923181,2.6564746,2.5806243,2.589355,0.01146454,2.6601708,2.58122,-2.6578538,0.27186796,-1.5704552,-3.1386366,0.007237577,0.06568547,0.40678537,-0.4616694,-0.13801238,0.019265117,-0.11942626,-0.35455757
31,1.9325336e-05,1.6907714e-05,-5.2693043,2.6005375,0.012412362,2.6793423,2.597043,2.6020641,0.012006968,2.6775448,2.5936308,-2.668683,0.28142926,-1.6880536,-3.7698414,0.010271761,0.07044053,0.75669664,-0.25537512,-0.13386577,0.022303889,-0.095507726,-0.3482179
32,2.3679158e-05,1.1837682e-05,-5.3347025,2.615687,0.008669239,2.6543186,2.6090527,2.611912,0.010032195,2.6539502,2.604578,-2.7220502,0.28985935,-1.2234011,-3.819061,0.018883236,0.089034565,0.5829645,-0.29973835,-0.13768904,0.018392432,-0.084947474,-0.26820612
33,2.3767509e-05,9.337049e-06,-5.3964186,2.6252565,0.006464114,2.6653504,2.6196582,2.6208987,0.0068761935,2.6626866,2.6140018,-2.7741551,0.40126166,-2.3091667,-4.735012,0.015065865,0.07821548,0.7544593,-0.19564658,-0.14168492,0.013618391,-0.1270689,-0.24521136
34,1.3267134e-05,1.4862848e-05,-5.3357935,2.6279356,0.009064168,2.6688097,2.6238377,2.629426,0.009840459,2.672892,2.6209373,-2.7075288,0.329328,-1.0466853,-4.1191306,0.010907424,0.08701038,0.6034729,-0.36121053,-0.13789856,0.015702652,-0.12374632,-0.2610621
35,2.7211401e-05,2.1879949e-05,-5.3973966,2.6386025,0.032255556,2.873539,2.6332784,2.6420908,0.032416124,2.8781555,2.6284494,-2.7592833,0.32525954,-2.360117,-4.3274326,0.012290302,0.083295345,0.6084358,-0.17173003,-0.13948587,0.02679274,-0.04578524,-0.35893813
36,1.0713667e-05,8.031058e-06,-5.3039923,2.6470962,0.015781106,2.742265,2.6424968,2.6443849,0.01561355,2.7399216,2.638063,-2.6572483,0.29875764,-1.4003565,-3.8626733,0.008286599,0.07447908,0.8325174,-0.3769245,-0.14321941,0.025995422,-0.12521778,-0.4581731
37,1.6919483e-05,1.103672e-05,-5.415306,2.6512566,0.0044853454,2.676339,2.6443222,2.6484897,0.005096569,2.6673167,2.6412635,-2.7683876,0.22496381,-2.2297044,-3.5035145,0.007664663,0.06014212,0.73421615,-0.11842584,-0.13335827,0.0077716755,-0.12661004,-0.23780775
38,1.1886416e-05,9.726111e-06,-5.391442,2.6568515,0.010931297,2.724136,2.6522465,2.655984,0.009852971,2.7113023,2.6475725,-2.735313,0.2639667,-1.7289879,-3.3440702,0.008145519,0.087034516,0.9803473,-0.28078967,-0.14190459,0.016791321,-0.09087359,-0.34538537
39,2.575814e-05,2.5859084e-05,-5.3857694,2.6613197,0.014123832,2.7243948,2.6545093,2.6641526,0.015923802,2.7277334,2.6535852,-2.7244394,0.2869995,-1.7262571,-3.8167675,0.01343976,0.084220275,0.6035593,-0.39660558,-0.13843709,0.020799873,-0.101807564,-0.26658887
40,1.4981684e-05,1.6371334e-05,-5.3774347,2.664078,0.0069642076,2.709156,2.6592667,2.6659431,0.008574901,2.7163644,2.659056,-2.7144117,0.17933199,-2.3102303,-3.2864666,0.0024811695,0.04434995,0.28394815,-0.22217186,-0.13394123,0.010704828,-0.11410238,-0.17584527
41,7.5026837e-06,1.6119266e-05,-5.410863,2.6718016,0.011472749,2.7400546,2.6679795,2.670868,0.011657215,2.733046,2.6629887,-2.7395835,0.2764492,-1.9492494,-4.001216,0.0138315335,0.05947069,0.51753455,-0.44160154,-0.13935103,0.009973052,-0.108389474,-0.20540547
42,2.8138737e-05,5.3118906e-06,-5.4182305,2.6695018,0.0095536355,2.7315452,2.6684506,2.6739802,0.011013374,2.7495692,2.665661,-2.7483792,0.23366341,-2.2097507,-3.4004073,0.022404578,0.06357045,0.51508486,-0.26967514,-0.13666418,0.015309277,-0.114944905,-0.19958052
43,8.350036e-06,1.2579445e-05,-5.448936,2.6760173,0.008620868,2.7297044,2.6767538,2.6763706,0.0074589555,2.7223053,2.67002,-2.773027,0.23969601,-2.31563,-3.6063805,0.006541196,0.06017075,0.60555893,-0.17753215,-0.13686278,0.01904503,-0.12527347,-0.30259073
44,2.0580519e-05,2.337265e-05,-5.3975806,2.6863673,0.016382173,2.7793143,2.6804223,2.6835983,0.018756611,2.7943964,2.6720433,-2.7118247,0.18750276,-2.3946474,-3.2638526,0.011302883,0.061407354,0.48487177,-0.16060624,-0.14369136,0.013579569,-0.122318484,-0.21496534
