Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,1.077072,0.8357925,55.337654,-51.11618,11.066318,-25.7968,-92.817825,-50.65854,11.11474,-25.507923,-90.801155,6.1643114,2.4987366,15.395809,-0.28376818,-0.3090007,1.8534234,3.272241,-4.46344,-1.0586276,0.26794398,-0.50120324,-1.8526733
1,4.3881025,2.6978068,88.873245,-83.89837,20.222397,-54.769627,-165.84018,-82.691956,20.341814,-53.737415,-166.65337,7.967532,3.5356436,22.209232,0.88247085,-0.46222147,1.9717779,3.0511537,-5.7732153,-1.0685607,0.28159842,-0.47661012,-2.0520496
2,7.0101385,6.1082687,118.21428,-114.424255,31.610163,-49.953957,-187.55756,-115.25218,31.89726,-48.042694,-188.30267,6.358291,4.704573,20.62348,-7.2411404,-0.546878,1.7212068,3.6696668,-5.9154644,-1.0289038,0.52985054,-0.035422027,-3.9968393
3,10.612387,12.412741,137.31732,-133.35681,41.919395,-69.72318,-250.00035,-133.61201,41.35553,-67.86232,-233.47583,8.157203,3.5396795,22.224243,-2.9641528,-1.039824,1.8312893,3.0575132,-4.7331724,-1.0158852,0.29085112,-0.08704382,-1.663376
4,11.371479,9.845,153.72902,-147.00613,42.747826,-62.514305,-249.55972,-148.48462,42.419384,-64.08879,-245.26044,10.511478,4.8400955,29.187737,2.287668,-1.1958278,2.287594,6.728391,-5.16913,-0.92132527,0.42000014,0.5418447,-1.8954022
5,8.293983,7.634499,173.1507,-167.0535,47.88888,-69.09567,-285.70724,-167.93065,47.50486,-68.56247,-284.19696,9.165695,4.7069225,26.990152,-0.8102541,-1.2098632,1.9910595,6.3971143,-4.988547,-0.9187437,0.36901793,0.29433948,-1.715197
6,17.113827,12.972643,199.637,-192.1267,57.08929,-93.99966,-356.97284,-189.76085,56.965065,-92.75405,-361.87405,10.7160425,4.948165,26.769283,0.4134071,-1.5683696,2.0978901,5.942211,-7.081169,-0.7647707,0.37394288,0.75619715,-1.715788
7,10.40641,10.761552,210.64557,-204.88898,62.238235,-102.19876,-398.83133,-204.26329,61.963184,-101.47646,-397.27008,8.314159,5.058132,20.791695,-4.242704,-0.81156874,2.010895,4.6430745,-4.1208906,-0.7851262,0.3478094,0.10769099,-1.9338356
8,10.0606365,11.182503,221.97299,-216.23872,61.090706,-99.75183,-428.62378,-215.0216,61.381123,-98.366844,-436.54306,9.415122,4.0109987,21.40889,1.5491068,-1.0299768,2.030514,5.0304313,-4.2978716,-0.8700364,0.3447578,-0.055335283,-2.8119056
9,12.01453,12.815944,214.78555,-207.19518,67.859276,-95.421906,-507.34805,-209.34903,69.07917,-95.962975,-494.4447,10.06077,3.6938453,18.199585,1.4830348,-0.9677931,2.1836448,5.565705,-5.893313,-0.88265765,0.41298845,0.12078136,-3.9361515
