Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,1.4983385e-05,1.4906243e-05,-2.9996634,0.27257407,0.0012174887,0.28172773,0.27129367,0.27376044,0.0036574905,0.29327086,0.26854432,-2.727239,0.17764746,-2.2731469,-3.326954,0.0068842215,0.015794931,0.051646177,-0.019436525,-0.14338729,0.015790423,-0.11443272,-0.19965458
1,8.007162e-06,8.179083e-06,-3.2345352,0.505787,0.00011656378,0.50589335,0.5054769,0.50660306,0.0026744483,0.51686174,0.5021518,-2.7290053,0.18914312,-2.339176,-3.2830358,-0.0051327897,0.010742445,0.029319758,-0.024084939,-0.12603205,0.012459473,-0.10727518,-0.15104258
2,5.8619344e-06,5.9034383e-06,-3.4198825,0.7187247,7.466587e-05,0.7192843,0.71839213,0.7172718,0.001937269,0.72654647,0.71384287,-2.7011766,0.20353703,-2.262442,-3.2789803,-0.0052976445,0.0044365325,0.00373884,-0.019294817,-0.13636434,0.0087159425,-0.12345296,-0.1592404
3,9.250326e-06,9.004072e-06,-3.6576538,0.90873826,1.1920929e-07,0.9087384,0.9088106,0.91047895,0.0024941752,0.91864306,0.9067654,-2.7489152,0.19215702,-2.3423882,-3.2130365,-0.00010343211,0.0018110817,0.0071591497,-0.003840191,-0.13512236,0.0075358064,-0.12007395,-0.15910059
4,8.610981e-06,8.887632e-06,-3.8296132,1.0850757,0.0,1.0850757,1.0851899,1.0839217,0.0026979547,1.095104,1.0795279,-2.7445374,0.19030344,-2.4029884,-3.386388,-0.0029961755,0.0060940343,0.0070110234,-0.013690173,-0.13279319,0.009131858,-0.11867657,-0.17420909
5,1.2560986e-05,1.1094116e-05,-3.9672506,1.2432226,0.0,1.2432226,1.2429377,1.2405059,0.0022760532,1.2469486,1.2353578,-2.7243128,0.21470042,-2.401567,-3.4287243,0.00505267,0.0076329038,0.018317807,-2.8664781e-05,-0.1353549,0.0023846643,-0.13373412,-0.13954201
6,1.0362514e-05,1.0550372e-05,-4.1340885,1.382578,0.0,1.382578,1.3824892,1.3835912,0.00305547,1.4013858,1.3785733,-2.7515996,0.3204456,-2.3713207,-4.2910147,-0.0025183351,0.006457042,0.0036269324,-0.011720227,-0.13555098,0.007912457,-0.12553218,-0.14720924
7,8.145707e-06,8.455752e-06,-4.213216,1.5093441,0.0,1.5093441,1.5092709,1.5114255,0.0019528574,1.5150533,1.5068207,-2.7039452,0.20857914,-2.2734175,-3.1707053,-0.0003296844,0.0069488706,0.009458638,-0.013653167,-0.13376307,0.0019787587,-0.123988055,-0.1381014
8,2.5973353e-05,2.6068628e-05,-4.3789725,1.6259553,2.3841858e-07,1.6259551,1.6259383,1.6287808,0.004241364,1.6554672,1.6232369,-2.7530408,0.21172169,-2.3300867,-3.5364184,-0.0025610498,0.0030418688,0.0021240734,-0.0062781563,-0.1365145,0.004033863,-0.13134286,-0.1421409
9,1.5201598e-05,1.5919946e-05,-4.454596,1.7348958,0.0,1.7348958,1.735148,1.7335973,0.0036763395,1.7494718,1.7284048,-2.7197003,0.17409328,-2.2745886,-3.0329044,-0.0023166847,0.008318875,0.045883734,-0.052943468,-0.13522506,0.0075702826,-0.11328061,-0.1619436
10,8.75056e-06,8.945928e-06,-4.549377,1.8277643,1.1920929e-07,1.8277642,1.8276095,1.8283186,0.0029057031,1.8421102,1.8224057,-2.7217674,0.20640922,-2.2329617,-3.3970919,0.0015560118,0.008862447,0.0141651705,-0.00999411,-0.13295391,0.0016924435,-0.13035995,-0.13463871
11,5.818817e-06,5.4523916e-06,-4.6007195,1.9121306,2.3841858e-07,1.9121308,1.9122682,1.9135337,0.0019624026,1.918831,1.9096587,-2.6885881,0.18159279,-2.1793823,-3.0621953,-0.0021923839,0.004176639,0.0037041628,-0.0067804325,-0.13015544,0.003639225,-0.12605852,-0.1353591
12,5.931361e-06,5.8015303e-06,-4.7262177,1.9922999,1.1920929e-07,1.9922998,1.9921993,1.9916036,0.0023338054,2.0001996,1.9866165,-2.7340188,0.19388394,-2.3127842,-3.609884,-0.0015610822,0.005511305,0.0036353034,-0.009381614,-0.1300233,0.0043610074,-0.1261331,-0.13737866
13,7.850249e-06,8.332627e-06,-4.77672,2.0636628,0.0,2.0636628,2.0637858,2.0617638,0.0020601188,2.06964,2.0561972,-2.7130575,0.20047097,-2.3248727,-3.139639,-0.00068503234,0.0072264574,0.008503933,-0.008652574,-0.13585488,0.0064109564,-0.12525572,-0.14096513
14,4.2994407e-06,5.256281e-06,-4.8313236,2.1244576,0.0,2.1244576,2.1237738,2.1248155,0.00204241,2.128937,2.120338,-2.7075496,0.18310198,-2.309843,-3.1857953,-0.0032276018,0.01080401,0.008128474,-0.019206641,-0.13182259,0.0038216738,-0.12550773,-0.13575062
15,8.612561e-06,9.150232e-06,-4.9238725,2.1841166,2.3841858e-07,2.1841168,2.184342,2.183035,0.002728,2.1962526,2.1782384,-2.7397556,0.22129002,-2.3518405,-3.7678893,-0.0033462942,0.0031991017,0.0005813575,-0.008174312,-0.13567868,0.00555085,-0.12643118,-0.14056298
16,3.3503766e-06,3.368549e-06,-4.9591603,2.233732,2.3841858e-07,2.2337317,2.2336817,2.2338881,0.0018237055,2.2399514,2.2300463,-2.7254782,0.19479804,-2.3825665,-3.3637366,0.008488433,0.0074808826,0.020298371,-0.00046683464,-0.13667059,0.0037762914,-0.13319218,-0.14267415
17,1.0705721e-05,1.0418328e-05,-4.950074,2.2788365,0.0,2.2788365,2.2788985,2.2811856,0.0022776003,2.2900064,2.276273,-2.671238,0.1758226,-2.2675438,-2.9966242,-0.0010531517,0.00864069,0.0067809517,-0.015078881,-0.1375204,0.0011565308,-0.13560164,-0.1385523
18,5.0747e-06,4.9634173e-06,-5.134211,2.3230886,0.0,2.3230886,2.323171,2.3238063,0.0021353636,2.3328311,2.3194237,-2.8111224,0.33461058,-2.30677,-4.6701303,0.0010963021,0.012949682,0.015727222,-0.018270444,-0.14248927,0.00082714914,-0.14106351,-0.14308707
19,4.1926437e-06,3.9149472e-06,-5.08344,2.362429,0.0,2.362429,2.3619494,2.3618999,0.001977994,2.3670182,2.3579316,-2.7214909,0.17401949,-2.3623862,-3.0788684,0.00160356,0.0041572102,0.0049567567,-0.0053761126,-0.13243806,0.007918148,-0.12211605,-0.14363423
20,4.4113535e-06,4.4068947e-06,-5.1301374,2.3964002,0.0,2.3964002,2.396404,2.3969867,0.0020168184,2.4048343,2.393147,-2.733737,0.23116584,-2.329483,-3.7193747,0.003523635,0.00037202044,0.0041613523,0.0032246679,-0.1327118,0.002817967,-0.12923679,-0.1356115
21,1.2802627e-05,1.2641066e-05,-5.1348186,2.4304123,0.0,2.4304123,2.4303687,2.4285388,0.0030485198,2.446395,2.4243581,-2.7044501,0.18814345,-2.3577447,-3.1122313,0.0045675766,0.008643893,0.018077476,-0.005557662,-0.13402268,0.004329473,-0.1280545,-0.13975726
22,4.281912e-06,3.4782418e-06,-5.155583,2.455018,0.0,2.455018,2.4554434,2.4561753,0.001715317,2.4614427,2.4511225,-2.7005653,0.23952496,-2.2876427,-3.484927,0.0046034576,0.0050084484,0.009301405,-0.0033077428,-0.13821241,0.008258105,-0.12451414,-0.14590241
23,5.069777e-06,4.8113984e-06,-5.191058,2.482441,0.0,2.482441,2.4822066,2.4817724,0.0021501165,2.489883,2.4778323,-2.708851,0.21678522,-2.2583284,-3.5442724,0.0010653995,0.0038390215,0.0035973347,-0.0055740993,-0.13495159,0.00388469,-0.129836,-0.14076702
24,6.1407973e-06,6.303943e-06,-5.2653294,2.5061827,0.0,2.5061827,2.5062704,2.505297,0.0023143126,2.5111332,2.5008352,-2.7591462,0.21046743,-2.281191,-3.6249523,-0.0018537916,0.003466772,0.002496629,-0.0061326777,-0.1361495,0.0056892736,-0.13140889,-0.14551267
25,6.800599e-06,6.6705147e-06,-5.2671256,2.5248003,0.0,2.5248003,2.5248623,2.5258803,0.0023735322,2.5340457,2.5212705,-2.7423253,0.24271226,-2.2425733,-3.4520154,-0.0076021133,0.010465968,0.0057385038,-0.023366248,-0.13204803,0.002858557,-0.12758207,-0.13538843
26,8.045852e-06,8.072482e-06,-5.2564363,2.545265,0.0,2.545265,2.545204,2.5454526,0.0028303082,2.5578742,2.5393476,-2.7112322,0.18525197,-2.2292569,-3.3494706,-0.00030647055,0.0054235416,0.0062510497,-0.007479405,-0.13334167,0.006881255,-0.124267235,-0.14165965
27,1.5128e-05,1.3732698e-05,-5.3216605,2.5645611,0.0,2.5645611,2.5643454,2.56122,0.0019910603,2.5668716,2.5568407,-2.7573152,0.25976065,-2.3989115,-4.3795605,0.000685103,0.0065799654,0.007041143,-0.010093446,-0.13905305,0.004541482,-0.13185102,-0.14390014
28,8.0663895e-06,6.014561e-06,-5.345425,2.5754683,0.0,2.5754683,2.5760818,2.5774474,0.0020370546,2.5843449,2.5737116,-2.7699566,0.26857224,-2.2555509,-4.068271,0.00041828817,0.0072566653,0.012749658,-0.0053763473,-0.13323209,0.0045981193,-0.12650856,-0.13767067
29,1.2135391e-05,1.289185e-05,-5.297089,2.5939252,0.0,2.5939252,2.594077,2.5915108,0.0025110894,2.6051104,2.5873919,-2.703164,0.17171931,-2.3264108,-3.0368662,-0.0016404365,0.0057738787,0.0063033914,-0.007998298,-0.13452661,0.0030158309,-0.13011989,-0.13858163
30,1.1259584e-05,9.478836e-06,-5.323017,2.6008618,0.0,2.6008618,2.6012185,2.6035366,0.00202627,2.6101887,2.5994303,-2.7221549,0.23737282,-2.2879663,-3.9882126,-0.0038394227,0.009360988,0.010921749,-0.014603566,-0.13440225,0.0061478363,-0.1292268,-0.14437799
31,1.0163465e-05,8.808968e-06,-5.3513074,2.6169689,0.0,2.6169689,2.6159487,2.615795,0.0029640056,2.6313448,2.6106017,-2.7353587,0.19504027,-2.2834263,-3.382426,-0.00038362038,0.007058109,0.010653774,-0.008206349,-0.13042204,0.0028866853,-0.12542984,-0.1322626
32,1.0845729e-05,1.13660335e-05,-5.34227,2.6277397,0.0,2.6277397,2.6278548,2.6255383,0.00244927,2.6397982,2.6216683,-2.7145305,0.20261039,-2.3545198,-3.5996654,0.0016090046,0.005298746,0.010244442,-0.0030809934,-0.13423973,0.0032809768,-0.13033159,-0.13869473
33,2.0948093e-05,1.761252e-05,-5.3218985,2.6336124,0.0,2.6336124,2.6346974,2.6356921,0.0040771794,2.6585374,2.6321998,-2.688286,0.16391519,-2.3936417,-3.0691242,-0.0037737535,0.005328576,0.0021393679,-0.011916646,-0.13810323,0.004006943,-0.13137072,-0.14152189
34,4.9176924e-06,4.844715e-06,-5.325751,2.6433942,2.3841858e-07,2.643394,2.6439342,2.6437316,0.0021917282,2.6518335,2.6383977,-2.6823568,0.1933456,-2.1812477,-3.1094797,-0.0012756053,0.006551618,0.0069721323,-0.010687225,-0.12855148,0.006571868,-0.12183707,-0.13661619
35,3.346687e-06,3.344843e-06,-5.411149,2.6511037,2.3841858e-07,2.6511035,2.6508815,2.6509883,0.0018257685,2.6576464,2.6457622,-2.760268,0.26798078,-2.1492214,-4.0569816,0.0034769895,0.0044331932,0.006712604,-0.004160884,-0.13974155,0.005475924,-0.13271722,-0.14789164
36,9.827181e-06,9.731884e-06,-5.408148,2.6550817,0.0,2.6550817,2.6550996,2.6577554,0.0016367121,2.6613545,2.6530821,-2.7530658,0.19337071,-2.4660292,-3.544344,0.005073546,0.0025829347,0.008077148,0.0019243739,-0.14471902,0.0055270335,-0.13731477,-0.15290351
37,5.9426493e-06,6.649211e-06,-5.426382,2.6626217,0.0,2.6626217,2.662391,2.6640372,0.0019847956,2.6695364,2.659163,-2.7639909,0.24305442,-2.3171506,-3.9273958,0.007466482,0.0103764655,0.018315217,-0.005663507,-0.1293605,0.014093683,-0.10737734,-0.14582582
38,7.985268e-06,8.354702e-06,-5.3865137,2.6679296,0.0,2.6679296,2.6678221,2.6695938,0.0022838607,2.6806643,2.6663215,-2.7186916,0.19273485,-2.2893615,-3.3176847,-0.00090161664,0.0025820783,0.0033205003,-0.0031250631,-0.13880345,0.0055215247,-0.13165103,-0.14653781
39,5.1906122e-06,6.0272478e-06,-5.443356,2.6763778,2.3841858e-07,2.6763775,2.6766572,2.6750216,0.0018308501,2.68476,2.6720445,-2.7669787,0.23882501,-2.2765808,-3.7898607,-0.0028068302,0.0056418343,0.0039231116,-0.011634266,-0.13973522,0.0056078695,-0.13269034,-0.14820142
40,7.929183e-06,8.5892025e-06,-5.3970423,2.6773977,0.0,2.6773977,2.6772113,2.6790748,0.0022621907,2.685832,2.6741364,-2.719831,0.23378672,-2.1916785,-3.8213782,-0.0037399754,0.008665116,0.007809152,-0.016619088,-0.13027719,0.002798559,-0.12752035,-0.13484287
41,6.4439764e-06,5.748441e-06,-5.4002132,2.6848905,0.0,2.6848905,2.6846564,2.683288,0.0019687933,2.690344,2.6796396,-2.715557,0.2181718,-2.2295635,-3.1332693,-0.0032332593,0.008541752,0.008988728,-0.012082273,-0.1360438,0.0030114641,-0.13135348,-0.13895322
42,4.900872e-06,4.7428975e-06,-5.4222035,2.6885602,0.0,2.6885602,2.6884832,2.687496,0.0019412282,2.6941955,2.6836562,-2.7337203,0.14766805,-2.4210143,-3.0960252,0.0012634542,0.010547836,0.014328643,-0.010901062,-0.14049207,0.0049827327,-0.13377526,-0.14589809
43,1.8100814e-05,1.7137289e-05,-5.4390683,2.6871488,2.3841858e-07,2.6871486,2.6872797,2.690888,0.0020290513,2.6970482,2.6865954,-2.7519197,0.20848596,-2.3634272,-3.6335874,-0.0025774066,0.0007737607,-0.0012732795,-0.0032508771,-0.1363081,0.009506866,-0.12241014,-0.14738934
44,6.389838e-06,5.611802e-06,-5.396985,2.6925373,0.0,2.6925373,2.692925,2.6937346,0.0022262689,2.7030263,2.6898987,-2.7044477,0.14418529,-2.2491693,-3.0210066,0.0012314378,0.0079628015,0.012462542,-0.00981787,-0.13786554,0.008265724,-0.12943995,-0.14947478
45,4.3338796e-06,4.64647e-06,-5.4419913,2.6969855,0.0,2.6969855,2.6971304,2.6959798,0.0018227429,2.7014656,2.6912153,-2.7450058,0.19943778,-2.3860955,-3.646734,-0.0033309376,0.010681605,0.012349785,-0.017557561,-0.13416179,0.0072575314,-0.12457006,-0.14346191
46,7.285891e-06,5.4623206e-06,-5.456936,2.7005224,0.0,2.7005224,2.6992888,2.6991665,0.002333956,2.7069051,2.6940894,-2.7576473,0.20402397,-2.3338275,-3.4507651,0.0019234049,0.008715793,0.015463141,-0.007709469,-0.12746423,0.0007838556,-0.12657265,-0.12864956
47,5.0214503e-06,5.8750197e-06,-5.3438735,2.700419,2.3841858e-07,2.7004192,2.7000597,2.7014265,0.00200171,2.7081583,2.6969345,-2.6438136,0.19734174,-2.205778,-3.0979233,0.0016605394,0.005871233,0.0117573,-0.0024952684,-0.13228422,0.0058810273,-0.12665145,-0.1411299
48,5.1555025e-06,5.098812e-06,-5.488763,2.7028646,0.0,2.7028646,2.7029207,2.7033987,0.0022069036,2.7098832,2.6986125,-2.7858982,0.3332119,-2.372052,-4.9336767,0.0018974479,0.006098169,0.011074711,-0.0051024025,-0.13565673,0.0070867375,-0.12682635,-0.14662509
