Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,2.3397926e-05,2.9083161e-05,-3.0204225,0.2816518,0.01825336,0.3944888,0.2717248,0.2811486,0.016513979,0.37443334,0.2654319,-2.7393403,0.26119426,-2.1870267,-3.5373507,0.0038768847,0.06741126,0.70201933,-0.12223318,-0.14909016,0.021487508,-0.11123012,-0.2855394
1,3.0411506e-05,4.9778137e-05,-3.163294,0.5166756,0.027409866,0.643885,0.4922715,0.5143455,0.024348974,0.6300394,0.49550116,-2.6524663,0.38878077,-1.0490923,-3.7035942,0.08507493,0.17420194,1.2889357,-0.16412053,-0.14430001,0.047398575,-0.095566735,-0.5093907
2,0.0002822959,0.0003129852,-3.1575122,0.75986123,0.13094293,1.3568735,0.7050068,0.76500094,0.1337521,1.3492467,0.7044755,-2.3943214,1.0110112,2.29912,-4.0565724,0.098009504,0.29448768,1.4096491,-0.58596414,-0.15712374,0.06496829,-0.10633745,-0.43036753
3,0.0004046591,0.0003897078,-3.2241528,0.9704138,0.18282892,1.8415346,0.8797669,0.97065854,0.17967094,1.7939622,0.8914582,-2.2465124,1.1649915,1.9863352,-4.3159676,0.113877475,0.39249325,1.7015548,-0.74480826,-0.18043011,0.095692866,-0.1101263,-0.6029068
4,0.0013623682,0.0014480414,-2.90598,1.2381222,0.31750405,2.659859,1.0540454,1.2284946,0.32170781,2.7130468,1.060558,-1.6441358,1.6515394,2.4413576,-3.6696613,0.2102252,0.53361666,1.808277,-1.2933642,-0.20552577,0.11575033,-0.0758169,-0.6259462
5,0.0013922119,0.002300552,-3.2390332,1.4110675,0.3027898,2.303497,1.2123271,1.3999877,0.306287,2.4074707,1.2032517,-1.8109695,1.4543766,3.0850306,-4.178849,0.1960366,0.5465098,1.7855424,-1.0596668,-0.20649488,0.12993677,-0.10357618,-0.6727661
6,0.0014421658,0.001423571,-3.3674846,1.7330796,0.4977752,3.5560663,1.3340336,1.7412951,0.49904373,3.5835164,1.3358854,-1.6037937,1.6697022,1.959967,-5.397772,0.30671182,0.6083104,1.7491649,-0.92374635,-0.23161125,0.14645632,-0.09665957,-0.6168069
7,0.001364194,0.0016924709,-3.7029436,1.8919972,0.5709217,4.1900234,1.4395156,1.8973407,0.5784614,4.263423,1.4593881,-1.7962235,1.3018456,2.184897,-4.4952703,0.21153353,0.5540622,1.6779858,-0.9693944,-0.21819326,0.12983567,-0.10228346,-0.5813815
8,0.0027736898,0.0025742466,-4.046453,2.1867158,0.69545186,4.6436453,1.5614724,2.2118087,0.6982364,4.7488627,1.5665596,-1.839044,1.2464472,1.9370397,-5.0779786,0.24645627,0.5531307,1.5090816,-1.2900937,-0.22208984,0.12156954,-0.08218376,-0.5306237
9,0.0016922342,0.0028517647,-4.101467,2.4559398,0.7692213,4.5434422,1.6809373,2.4648812,0.7794088,4.631708,1.6736889,-1.6235878,1.6519369,2.3162599,-7.3471174,0.30686557,0.5715661,1.6112423,-1.0096256,-0.23371564,0.12954535,-0.06727961,-0.59933513
10,0.0017078491,0.0016327953,-4.2083054,2.3734827,0.5795176,3.887593,1.771948,2.380098,0.5809856,3.8981192,1.7695435,-1.8230085,1.458469,1.9511832,-5.771016,0.22545515,0.5348654,1.5923865,-0.9307952,-0.2216369,0.10703866,-0.083852336,-0.604178
11,0.0015199236,0.0018321902,-4.7780504,2.5310075,0.6987841,5.784254,1.8699025,2.5253677,0.71416336,5.949386,1.8511723,-2.241677,1.204049,1.3322306,-4.891269,0.15242875,0.4561795,1.3901957,-0.8947737,-0.20367649,0.09929078,-0.10045806,-0.5327014
12,0.001018381,0.0013947743,-4.629357,2.4369195,0.516385,3.8979764,1.9157867,2.4414365,0.51361114,3.9064853,1.9240079,-2.1907232,1.296478,3.4260361,-4.579113,0.17115173,0.39465764,1.8742176,-0.976537,-0.18715599,0.07561679,-0.10383404,-0.5610336
13,0.0010465073,0.0012326872,-4.950518,2.6002398,0.5538993,3.807843,2.0029075,2.581459,0.5514519,3.8249483,1.9948072,-2.3486333,0.69196916,-0.03824258,-3.6902285,0.10713885,0.3317583,1.1650618,-1.0472142,-0.18260045,0.07460855,-0.076292574,-0.49500176
14,0.0007057185,0.00077584275,-5.0523415,2.672793,0.5919732,4.249125,2.0747998,2.664929,0.58742726,4.24853,2.0693812,-2.3795514,1.1010789,0.68711925,-6.0698752,0.06930476,0.36297676,1.102357,-1.2442917,-0.18953413,0.081376575,-0.10531755,-0.4722979
15,0.0006805335,0.0006349162,-4.9424677,2.5709279,0.546317,4.1981773,2.1260197,2.574214,0.540311,4.165477,2.1206012,-2.371423,0.74609023,-0.36449736,-3.8620782,0.05784162,0.31345737,1.2518202,-0.8268854,-0.186372,0.06996102,-0.109143056,-0.5593251
16,0.00071921747,0.00063341076,-5.0286417,2.6857705,0.5669576,4.891011,2.1735969,2.6732225,0.5652735,4.837112,2.1720116,-2.3495953,0.89039546,1.3635952,-3.849398,0.067555256,0.32740906,1.2674636,-0.95677686,-0.17932719,0.071667746,-0.10139546,-0.5862951
17,0.00013120985,0.00021330066,-5.0181713,2.6538663,0.5505674,4.634368,2.2298353,2.6488755,0.5491537,4.637988,2.2228153,-2.3612344,0.7972688,1.0680609,-3.5348387,0.07223438,0.33289078,1.2846904,-0.9176363,-0.18569356,0.089714475,-0.0857656,-0.5996596
18,0.0006245413,0.00070405204,-5.0778,2.6595235,0.41457552,4.1160874,2.269084,2.6555285,0.41416535,4.0970263,2.2665005,-2.4186082,0.74432075,-0.5359643,-3.9007115,0.096440695,0.32670107,1.1473103,-0.63579583,-0.17480654,0.06568042,-0.11045166,-0.46645647
