Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,0.15956455,0.039963126,-2.9597101,0.6154946,1.7945201,11.149195,0.20550433,0.66584724,2.0786886,11.77207,0.18709527,-2.331811,1.7737943,6.2870684,-6.5203495,0.029623639,0.40643883,2.6238332,-2.00166,-0.1730205,0.20253588,-0.085697114,-1.561687
1,0.06258881,0.013128209,-3.016335,0.571833,1.5268242,12.657774,0.34730026,0.60624194,1.7652091,14.6017885,0.34813157,-2.3809867,1.5825013,7.765403,-3.097802,0.0702262,0.3470883,2.9340372,-0.9826999,-0.15461674,0.10725381,0.104357034,-0.9671489
2,0.3191375,0.1791881,-2.4295588,1.0122303,1.9699473,12.17763,0.48351586,0.9911117,2.0100467,13.253619,0.48300332,-1.4341998,3.560126,13.844562,-3.4888902,-0.02107158,0.72153866,2.7733798,-4.404994,-0.22307698,0.1878782,-0.10022218,-1.1130667
3,0.16111554,0.15294552,-2.409662,1.8616111,4.801231,35.608135,0.6185387,1.8190049,4.753357,35.71606,0.6161851,-0.4064398,4.3406196,14.0197315,-3.7526755,0.1499005,0.92988384,3.5948958,-3.59654,-0.2775552,0.2323561,-0.0955589,-1.5352632
4,0.7369466,0.6569855,-0.97738934,3.1479273,4.3099384,22.496193,0.73769265,2.835782,3.883268,19.970675,0.7415179,2.631785,5.8964324,15.742452,-3.0773458,0.33353654,1.4603494,3.408849,-3.0384276,-0.3857221,0.24589804,-0.12719043,-1.0099918
5,1.6238387,1.4982209,-7.238014,14.683029,11.670766,59.88489,0.8709994,15.029021,12.15256,59.67413,0.8714815,10.626641,4.844073,18.89349,-2.6561697,0.8708079,2.4109285,4.313065,-4.0019855,-0.62431324,0.1858315,-0.08536509,-1.0755101
6,4.3560057,5.4146624,-94.770035,89.65203,14.361189,119.60318,37.283344,90.29846,14.565027,120.463005,36.156635,14.623401,3.84963,22.314949,1.5916152,1.608853,2.6510258,5.1685205,-5.075539,-0.60121375,0.38124382,1.1070852,-1.3033828
7,514.2738,458.60574,-762.93835,635.8176,108.64944,789.2237,236.01483,632.83704,108.43971,758.96826,242.00027,23.602066,5.4580545,43.385628,8.833573,2.303165,4.621206,26.5986,-19.540815,-0.63802046,0.470553,2.0,-2.236237
8,32865.234,32813.82,-7444.305,5911.5493,874.5075,6702.8237,2100.805,5872.9365,878.8061,6730.4155,2174.945,45.408493,4.752439,55.139965,24.327091,25.938213,35.857243,188.25421,-74.62602,0.6657951,1.7600926,2.0,-11.836734
9,5955040.0,5733772.5,-75231.11,59665.996,7503.752,67210.76,18171.922,59718.688,7533.239,66158.58,18006.83,41.415726,2.246166,49.077637,31.909481,51.945316,68.21399,278.4298,-103.72394,1.9772141,0.36386168,2.0,-3.8331912
10,539945100.0,477401540.0,-757484.6,598183.5,83081.42,660408.44,152208.84,595097.1,84927.68,661355.94,150876.81,41.622078,1.7060106,47.244484,34.988983,60.632828,122.97961,415.4854,-292.13562,1.9691433,0.36386517,2.0,-3.5211618
11,18444583000.0,18533974000.0,-7215108.0,5719147.5,1186285.2,6731424.0,874385.06,5793077.0,1164744.6,6760764.5,846140.94,41.24834,2.3139386,43.510075,29.788303,66.504456,164.334,328.72952,-413.1803,2.0,0.0,2.0,2.0
12,2273317700000.0,2175046300000.0,-55185570.0,44718948.0,11656062.0,54566548.0,3924174.0,45521476.0,11646648.0,53371510.0,5045680.5,41.453102,1.6808188,43.49839,33.168526,118.79627,275.68805,583.2214,-751.5324,2.0,0.0,2.0,2.0
