Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,1.2251557e-05,1.35281325e-05,-2.9792018,0.26380774,0.0031857197,0.28047317,0.26123017,0.26254314,0.0045948667,0.28851032,0.25458026,-2.715879,0.19069183,-2.2007842,-3.2055826,-0.0027720523,0.011321781,0.017804375,-0.024628155,-0.12079799,0.005982237,-0.103328034,-0.13821617
1,8.698136e-06,1.2473913e-05,-3.2831407,0.4984793,0.00012458068,0.49875772,0.4971194,0.49611467,0.0017522523,0.501334,0.4926633,-2.7847135,0.20542757,-2.2758188,-3.6361527,-0.004181747,0.010256071,0.018527012,-0.034769483,-0.14279035,0.012827272,-0.11851342,-0.18401615
2,8.685511e-06,7.264099e-06,-3.413118,0.70708346,0.0017074046,0.72029763,0.707471,0.7088767,0.0028489355,0.72175187,0.7041021,-2.706127,0.20262963,-2.2951577,-3.495234,-0.003918767,0.009857916,0.0102960635,-0.033055816,-0.13356729,0.010008497,-0.11812205,-0.16115354
3,8.068235e-06,7.0693795e-06,-3.6380854,0.90183944,0.001193735,0.9113144,0.9032544,0.90290207,0.0031345084,0.9172344,0.8990719,-2.7362347,0.22654083,-2.3004794,-3.6111007,0.00880953,0.0068575456,0.02073655,-0.011420366,-0.13165027,0.0076424656,-0.10992595,-0.1474246
4,1.2022017e-05,4.5579627e-06,-3.8488162,1.075209,0.0,1.075209,1.0774809,1.0779877,0.0020739252,1.0848504,1.0738088,-2.7736073,0.2648428,-2.2710555,-3.7174067,0.0023451212,0.0037184558,0.008195366,-0.0025364193,-0.13100505,0.0052686464,-0.12587684,-0.14417206
5,1.0009344e-05,9.765878e-06,-3.9944763,1.2356919,0.0,1.2356919,1.235795,1.2369239,0.002913978,1.2503945,1.2325448,-2.7587845,0.3228194,-2.211434,-4.8096514,0.0035802503,0.0058300938,0.013506826,-0.0014679157,-0.13940692,0.006297137,-0.13062626,-0.14836754
6,4.2318843e-06,4.161013e-06,-4.1060333,1.379958,1.1920929e-07,1.3799579,1.3800583,1.3803611,0.0020172491,1.3873683,1.376961,-2.7260752,0.221698,-2.271419,-3.5413406,0.0041923234,0.004518322,0.008779199,-0.003246302,-0.13826525,0.004296183,-0.13219048,-0.14293508
7,2.8423838e-05,1.4901259e-05,-4.2780085,1.5143234,1.1920929e-07,1.5143235,1.5118682,1.510342,0.0035456943,1.5309798,1.5051426,-2.7661405,0.25143403,-2.3725252,-3.9878638,-0.0011161636,0.003352296,0.0025421756,-0.0055348077,-0.13893028,0.0050290995,-0.13347389,-0.14668642
8,1.0403011e-05,9.92414e-06,-4.3475018,1.6306722,2.3841858e-07,1.630672,1.6305511,1.6286306,0.0024972663,1.6400107,1.6237662,-2.7169504,0.20879823,-2.3583863,-3.5869455,0.005122004,0.009887478,0.016633688,-0.010221065,-0.13714194,0.0064196275,-0.12611705,-0.1420191
9,2.6823418e-05,2.7074839e-05,-4.4294267,1.7360715,0.0,1.7360715,1.7364193,1.735884,0.005175739,1.7712346,1.7310408,-2.693355,0.18204209,-2.2655146,-3.1654646,0.0036623408,0.009885083,0.017686041,-0.010037861,-0.14065227,0.0064804903,-0.13057879,-0.14834152
10,7.708348e-06,7.763201e-06,-4.565511,1.8314798,2.3841858e-07,1.8314795,1.8312676,1.8315029,0.0027762924,1.8466661,1.827481,-2.7342439,0.21026243,-2.3794215,-3.666839,-0.0017030119,0.0055760494,0.007837613,-0.005596358,-0.1299183,0.007018449,-0.12224796,-0.13731478
11,1.1100285e-05,8.677025e-06,-4.7033987,1.9211173,0.00048114292,1.9249338,1.9199547,1.9187493,0.0023930706,1.9282353,1.9140762,-2.7834096,0.22801273,-2.3766623,-3.7501292,-0.0023424109,0.0049343766,0.005519845,-0.008118017,-0.13805914,0.00054528896,-0.13730603,-0.13872759
12,7.643926e-06,3.4986213e-06,-4.745939,1.9989508,1.1920929e-07,1.9989507,1.9973556,1.9968538,0.0018018971,2.004232,1.99362,-2.7485828,0.23307213,-2.3087864,-3.6370726,8.647051e-05,0.010514249,0.012930553,-0.015599268,-0.14811675,0.007379753,-0.1372321,-0.15508102
13,1.5580996e-05,1.3395361e-05,-4.8302155,2.0666564,0.0,2.0666564,2.0672686,2.0687473,0.003347927,2.086917,2.0637543,-2.763559,0.30246562,-2.2360406,-4.221528,-0.010815306,0.008856272,-0.00045042453,-0.020888962,-0.13779145,0.008786526,-0.12613107,-0.15064862
14,7.4216305e-06,9.98354e-06,-4.8656664,2.1310556,2.3841858e-07,2.1310554,2.1303723,2.132589,0.0022514923,2.1409817,2.1273677,-2.7352939,0.18734619,-2.325389,-3.1450987,-0.0005016312,0.007704333,0.012240027,-0.008058917,-0.13122836,0.0036487535,-0.12845485,-0.13749051
15,1.0317744e-05,7.6109445e-06,-4.9253855,2.1932688,0.010406305,2.2758663,2.1906679,2.192329,0.009347358,2.263351,2.1865945,-2.7338557,0.24498162,-2.3888433,-4.1068864,0.0028323084,0.007264228,0.010039293,-0.008996017,-0.13962689,0.0019392384,-0.1367721,-0.14219117
16,1.157016e-05,5.5353266e-05,-4.962426,2.2455645,0.0,2.2455645,2.2418602,2.243813,0.0029159954,2.261479,2.2383013,-2.720508,0.2324545,-2.3811655,-3.7545233,0.0056614997,0.00868304,0.019699337,-0.004091939,-0.13334425,0.0052785855,-0.1275983,-0.13904862
17,3.0027884e-05,4.5200286e-05,-5.0350637,2.2923198,0.007735701,2.35372,2.2926795,2.2927856,0.012538272,2.3888443,2.286808,-2.7429032,0.23971096,-2.3644202,-3.4110298,-0.0049446323,0.006119569,0.0025221165,-0.012574123,-0.13188848,0.0062616137,-0.121867366,-0.13745078
18,8.466587e-06,8.641324e-06,-5.0601835,2.331952,0.0,2.331952,2.3319087,2.3339438,0.002121201,2.340697,2.3297894,-2.7282748,0.23866557,-2.2688055,-3.815184,0.0038498908,0.0043166927,0.010785832,-0.00065317424,-0.14312808,0.0047620973,-0.13663733,-0.14781132
19,1.6473587e-05,1.7340779e-05,-5.0984507,2.3696346,0.0,2.3696346,2.3695097,2.373043,0.0022040196,2.3823931,2.3697064,-2.7289407,0.2251989,-2.303627,-3.4328294,0.0048037046,0.0041160174,0.010873836,-0.00043196412,-0.13278419,0.0062367073,-0.12625244,-0.14282255
20,7.4709405e-06,7.54627e-06,-5.13235,2.407808,2.3841858e-07,2.4078078,2.4077442,2.4083676,0.002675353,2.4179082,2.403831,-2.724606,0.18537724,-2.2947292,-3.0957196,0.0012440712,0.00661351,0.012504853,-0.00407088,-0.13631696,0.005376692,-0.12842728,-0.14249764
