Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,1.1297854e-05,6.7641668e-06,-3.0326617,0.27290088,0.0026420527,0.28707883,0.26975194,0.27394432,0.0051116827,0.3027319,0.26670092,-2.760025,0.24420859,-2.3145208,-4.001643,0.010915809,0.010740754,0.033486303,-0.012745929,-0.13242018,0.01209083,-0.10468562,-0.16028583
1,3.6592144e-06,3.7935065e-06,-3.20424,0.50495934,0.003210215,0.5292078,0.5044439,0.5051311,0.0043283594,0.5348076,0.49951008,-2.699352,0.17167835,-2.2492929,-3.0808167,-0.0036106808,0.016798306,0.031066788,-0.03389505,-0.13359682,0.015504533,-0.098803446,-0.17565712
2,6.1680967e-06,5.4794255e-06,-3.4339948,0.71708715,0.0032817333,0.7340101,0.7148825,0.7160013,0.0038550873,0.7318587,0.71004426,-2.717749,0.17070867,-2.2860894,-3.0802383,0.013891361,0.010016816,0.03625322,-0.0028568273,-0.12736142,0.008527046,-0.10665104,-0.15843138
3,1.05140625e-05,6.776929e-06,-3.665124,0.9062304,0.0017488189,0.9129408,0.9057996,0.907014,0.004384396,0.92077214,0.900873,-2.7588167,0.31255454,-2.3347306,-4.208272,0.0064802356,0.0064638485,0.03575266,-0.030811742,-0.12951612,0.006170761,-0.12040075,-0.14438437
4,6.7151605e-06,1.864037e-05,-3.7929187,1.0798309,0.01113949,1.159657,1.0737759,1.0811478,0.010658776,1.1550146,1.0739026,-2.715079,0.2962451,-2.1562328,-4.418415,0.007941469,0.017534466,0.103618845,-0.12667562,-0.13275363,0.005876893,-0.12614648,-0.16623549
5,2.1068521e-05,2.3921551e-05,-3.9940605,1.2395825,0.016504899,1.3326106,1.2304848,1.2403364,0.01784749,1.335861,1.2304878,-2.7564902,0.22284494,-2.2970278,-3.6594746,0.018427359,0.048525754,0.2561129,-0.24126779,-0.1428141,0.014908373,-0.04909788,-0.26570886
6,9.86204e-06,9.551211e-06,-4.088813,1.37837,0.006127351,1.4142863,1.3754565,1.3777893,0.007144415,1.4187045,1.3718077,-2.71085,0.18248431,-2.214166,-3.0530763,0.0074187685,0.0209929,0.15026128,-0.04863253,-0.13737825,0.0068472256,-0.13067809,-0.1733336
7,1.25106835e-05,3.7849233e-05,-4.2290916,1.5072587,0.010239702,1.5682194,1.4987934,1.5081788,0.012381182,1.5820768,1.498924,-2.72585,0.19847085,-2.1698012,-3.3864686,0.009718335,0.051780775,0.39891064,-0.31355226,-0.13273062,0.008192091,-0.11303802,-0.1863148
8,1.930025e-05,2.1386402e-05,-4.33781,1.6306783,0.034422286,1.8278188,1.6207107,1.6297346,0.034600798,1.8406326,1.6144652,-2.7074447,0.23514377,-2.2872324,-3.7294624,0.007318333,0.05433938,0.50610435,-0.26815274,-0.13428381,0.013249881,-0.100561954,-0.24881084
9,1.0057224e-05,2.546635e-05,-4.4037323,1.7260151,0.015993929,1.8366976,1.7267263,1.7272952,0.0160843,1.832216,1.7179143,-2.6774523,0.21571517,-1.9739062,-3.2773638,0.009441436,0.05071432,0.36206537,-0.1765468,-0.13853972,0.008903575,-0.12781096,-0.21658951
