Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,78.605865,67.51712,236.42175,-230.2401,67.92586,-77.96125,-440.87183,-224.18333,65.2099,-78.7713,-443.0439,17.721962,11.665518,52.56585,1.8134999,-0.816451,3.5498104,7.5832186,-9.48119,-0.930225,0.3252411,-0.32338414,-2.3339026
1,107.500435,137.66121,370.09012,-369.13815,148.10915,-105.05914,-826.71234,-365.49243,147.35255,-105.39842,-805.4566,17.637653,7.922709,43.375725,7.876157,-1.5661943,3.0778205,12.319528,-8.726867,-1.159043,0.46490145,0.20290819,-2.2593389
2,133.98178,140.38907,453.4533,-455.8244,188.1485,-129.94171,-1066.3917,-459.44073,189.58504,-127.52145,-1063.9663,14.751497,8.093651,42.666515,4.0696063,-0.25996286,9.550565,71.71717,-25.09301,-0.90854895,0.821734,2.0,-2.3913984
3,258.7978,144.89305,544.1935,-549.60803,232.25378,-129.31061,-1138.7711,-541.2238,229.05247,-119.876175,-1114.7994,15.15356,7.9744177,43.244637,1.8102512,-1.2845464,3.943145,26.366209,-27.599417,-0.9198314,0.6327221,2.0,-2.7303963
4,473.63745,427.72272,641.0921,-638.16174,253.39452,-184.79866,-1159.4781,-634.53876,252.10593,-170.88646,-1160.4784,17.380592,10.078552,45.188225,5.0701284,-0.43938887,12.218896,58.275948,-44.50307,-0.87477064,0.9458947,2.0,-2.6966507
5,450.99527,351.2302,690.64014,-693.68195,341.0152,-131.8634,-1803.8284,-701.3187,345.65933,-133.30946,-1823.8402,16.79551,7.0887957,39.620125,5.639247,-1.2093494,7.3258724,69.35286,-54.75499,-0.914528,0.59144616,2.0,-2.3477838
6,21790.998,21366.314,747.0259,-753.51697,395.06723,-120.056435,-1777.1246,-766.35254,416.21985,-107.67087,-1758.5132,19.32203,7.615094,41.081062,7.047905,-3.0499654,12.310015,56.355537,-105.93967,-0.7844993,0.7788579,2.0,-2.974687
7,583.195,719.1949,876.71,-873.16797,398.98965,-174.65218,-1882.6975,-868.18726,398.88678,-161.56447,-1892.5155,18.738752,7.388157,46.21077,6.81341,-2.3954878,2.7748766,10.2784395,-8.795065,-1.108905,0.600071,0.94117147,-2.8591652
8,404.644,230.64818,868.3224,-865.3191,435.4532,-133.9557,-1770.5328,-871.91833,444.97815,-136.10866,-1779.0309,17.77897,8.363988,43.053116,6.014549,-2.3149428,21.402046,87.06421,-116.46412,-0.9202966,0.9684392,2.0,-2.6247878
9,517.2478,444.80136,911.5861,-916.9377,402.22696,-217.60786,-1924.679,-915.02563,401.20978,-220.85422,-1920.3456,21.224167,11.028876,54.855904,6.433852,-3.972619,18.886063,105.07036,-123.258675,-1.00452,0.9622755,2.0,-4.533344
