Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,6.379053e-05,8.4077066e-05,-3.0029764,0.2891409,0.020000163,0.35873964,0.25901705,0.29067504,0.014040044,0.33988258,0.27266702,-2.714538,0.24068448,-2.0081296,-3.6806006,0.027381092,0.0492818,0.45470533,-0.06769151,-0.1319642,0.016733082,-0.077286854,-0.20275581
1,0.00025787018,0.000109964036,-3.1425552,0.532774,0.07405301,0.9496481,0.49881718,0.53600615,0.07803285,0.91846883,0.49284902,-2.6092224,0.9120932,2.7390692,-4.897087,0.06981839,0.23202543,1.4825302,-0.64769226,-0.13279212,0.05722429,-0.09423791,-0.45645308
2,0.0002715142,0.00044270128,-3.2394679,0.76518106,0.14783996,1.6255472,0.7193447,0.7576541,0.15147589,1.6453409,0.6977035,-2.469593,1.0105958,2.7186518,-4.2480326,0.08121657,0.32021052,1.6334234,-1.1554062,-0.1499818,0.064588934,-0.1092586,-0.5320833
3,0.0008673962,0.0012374874,-3.343123,1.0321727,0.33110228,2.2001216,0.88604015,1.0210705,0.32986382,2.2069979,0.88709515,-2.3167062,1.2003899,2.0431259,-4.3816457,0.12780982,0.38699675,1.7801601,-1.5973936,-0.16259083,0.09332001,-0.055439465,-0.660014
4,0.00067427603,0.0006754425,-3.24382,1.2075738,0.33438393,2.5008233,1.0743953,1.2098595,0.33923224,2.5444124,1.0575539,-2.0212824,1.3397509,4.137397,-3.3374453,0.185527,0.47676846,1.9468122,-1.2250786,-0.1883333,0.10501738,-0.10959593,-0.66074437
5,0.0015090194,0.0006762727,-3.5445645,1.4176677,0.39872125,2.995432,1.2096789,1.4265751,0.41773877,3.204836,1.2124443,-2.1160603,1.4227982,2.4007978,-5.1555057,0.18512452,0.45592555,1.6732718,-0.9235758,-0.1789724,0.105525084,-0.07564251,-0.57956606
6,0.0007911249,0.00081826793,-3.3773844,1.6358647,0.45429248,3.0373054,1.356962,1.6344188,0.45542708,3.0388377,1.3503578,-1.7241635,1.68098,2.5739422,-4.9846315,0.20493437,0.56333953,1.646209,-0.8036334,-0.20922512,0.13419665,-0.06712844,-0.6343917
7,0.0010590671,0.0009563817,-3.6164396,1.905802,0.47995418,3.2526546,1.4867824,1.8980455,0.48437378,3.2481132,1.483998,-1.6906407,1.278332,2.150693,-3.436075,0.26224774,0.56402385,1.6517391,-0.68416876,-0.21472217,0.12702024,-0.101521045,-0.57543004
8,0.0015988233,0.0011025901,-3.4358678,2.1649837,0.70197135,4.869903,1.5831426,2.1732323,0.71363443,4.956235,1.5995163,-1.236134,1.7117103,4.7825747,-5.117055,0.3177756,0.6461214,2.0086374,-1.0895331,-0.24905522,0.14700887,-0.10454926,-0.70887774
9,0.00206701,0.0015987009,-3.591137,2.4098153,0.8504805,5.0672827,1.6913794,2.4092298,0.82896835,5.0790195,1.7015553,-1.1418693,2.0123765,4.186159,-5.3661766,0.27937257,0.7199912,2.3448582,-1.3613435,-0.2676695,0.16370656,-0.09891838,-0.82563335
10,0.0023197904,0.0017140724,-4.006645,2.7850804,1.1702536,6.2998157,1.7989542,2.8163242,1.1796019,6.3283057,1.8019968,-1.1578362,1.9470998,3.68057,-4.630457,0.32563573,0.7530558,2.1785529,-1.6452017,-0.25474107,0.15662369,-0.09775663,-0.6527065
11,0.004324335,0.0032746023,-4.440261,3.3337398,1.5286107,7.355313,1.8647943,3.3290682,1.5109124,7.3348947,1.8789383,-1.0366418,1.7419511,2.5375524,-3.7789323,0.41930264,0.7501973,2.2302196,-1.1108445,-0.26137164,0.13961352,-0.09458108,-0.59208655
12,0.003439418,0.0036156324,-4.3370724,3.496024,1.6493064,8.053075,1.955095,3.4794674,1.6373749,8.122104,1.9546862,-0.76654613,1.7424386,3.5017037,-4.858521,0.4393146,0.7670586,2.3026807,-1.4485214,-0.25835073,0.17246902,-0.0908373,-0.70342624
13,0.0037849892,0.00484756,-4.860923,3.8061304,1.9152685,8.742262,1.9872781,3.8267484,1.9314048,8.830545,2.0144374,-0.964599,2.1921692,3.5961688,-5.1019044,0.40448567,0.8546566,2.419761,-1.0302445,-0.29018,0.17963643,-0.066943884,-0.8490263
14,0.006426785,0.007466053,-4.8145466,5.1660557,2.6859822,10.418038,2.08574,5.1307282,2.674857,10.324864,2.0702293,0.48792353,2.173739,4.8042116,-4.28456,0.58101535,0.9057088,2.410633,-1.1016586,-0.30148157,0.19481894,-0.0012444258,-0.7439654
15,0.020311635,0.022708524,-5.8256335,6.6327267,3.3437452,11.78183,2.0935307,6.6550975,3.3356004,11.805108,2.0882394,1.0838645,2.7350996,11.769983,-3.6054153,0.6939686,1.0417117,2.8933747,-2.3810258,-0.35386032,0.19603787,-0.07347928,-0.80338824
16,0.02802422,0.025104174,-6.70885,7.248473,4.151915,13.189509,2.0410802,7.2260256,4.1363907,13.288358,2.043608,0.80387074,2.438093,4.783564,-4.347827,0.5953921,1.0389988,3.0362737,-1.4093633,-0.3076262,0.2009929,-0.0075128227,-0.7893196
17,0.011206446,0.019592531,-8.3970785,9.088062,4.777038,15.557688,2.0371141,9.122524,4.780542,15.681936,2.055076,0.9592339,2.830915,7.5570445,-4.5301247,0.5299058,1.1432059,2.8411589,-1.5283054,-0.346474,0.2005412,-0.10011591,-0.7730175
18,0.038666487,0.027361812,-10.936396,11.891895,5.809616,18.438993,2.0990224,11.98841,5.85696,18.816929,2.078658,1.3390913,3.0590494,9.055712,-4.057575,0.66615725,1.1601052,2.8221228,-1.807828,-0.3298077,0.21894246,-0.01675126,-0.79057765
19,0.019130372,0.013698558,-13.324499,15.12768,6.359228,22.054268,2.0996568,15.062416,6.354165,21.977015,2.07968,2.2514324,2.7852564,7.6960583,-2.848072,0.827471,1.1544491,3.019771,-1.6568898,-0.37718585,0.19316341,-0.05617003,-0.7412244
20,0.04185152,0.050584465,-16.295652,17.473156,7.4550977,25.833624,2.0856807,17.579956,7.5069184,26.178478,2.0957632,1.5587714,2.6896758,8.828578,-5.4543014,0.48943695,1.3038089,2.921135,-2.6983192,-0.34428057,0.19924639,0.014888778,-0.76708084
21,4.388712,4.527285,-17.36338,19.23023,9.762792,30.388613,2.0062933,19.086113,9.974928,30.36349,2.0670033,2.2107086,2.8851812,8.746841,-3.4427128,0.810652,1.1391206,2.906989,-1.585189,-0.38669705,0.17939343,-0.03440427,-0.80451953
22,0.046020925,0.030592164,-16.312649,17.87487,10.976949,34.48929,2.0409722,17.968218,10.986713,34.357094,2.0559578,1.9110045,2.6735585,7.3482513,-3.667958,0.3704846,1.3600926,2.9275024,-2.7477448,-0.39988622,0.1609308,-0.12307693,-0.6906597
23,0.04539664,0.06487503,-20.142082,23.743908,11.348274,40.233204,1.8897294,23.730602,11.385382,40.27761,2.0480328,4.206195,3.1310093,10.744438,-6.8641086,1.1528773,1.261528,3.1021338,-2.5077355,-0.46892333,0.15668711,-0.08939501,-0.9276561
24,0.1194645,0.1179744,-24.860058,28.692068,12.667166,45.719017,2.0643392,28.678242,12.697241,45.22496,2.1811976,4.4330883,2.9311695,12.103571,-3.8474803,0.7432868,1.5983869,3.2666378,-3.2213664,-0.4888237,0.1529063,-0.15697587,-0.91976416
25,0.11174896,0.069105424,-27.178848,31.41993,15.170011,53.0576,2.0617146,31.33974,15.102835,53.039017,2.2192411,4.9947977,3.2013261,11.910256,-3.6512694,1.0262775,1.4906999,3.399197,-3.0004592,-0.53774583,0.14729534,-0.07424049,-0.9033655
26,0.110936746,0.1180167,-33.310814,36.45913,17.192533,59.71955,2.233689,36.502747,17.05219,59.747032,2.2799885,4.2277894,2.8983283,9.546412,-3.400651,1.3188752,1.1941812,3.2752013,-2.0248885,-0.53863156,0.16421025,-0.09869447,-1.0925213
27,0.20255424,0.19708683,-32.573303,36.560673,19.055965,68.11779,2.3877835,36.5726,19.27857,68.35648,2.3248124,4.8100367,2.8428144,14.582724,-2.1973948,1.0219088,1.4562038,3.4008253,-2.2884247,-0.57632875,0.1882837,-0.06971553,-1.2154758
28,0.59685194,0.67054635,-41.10426,45.331833,22.338858,78.1133,2.2368743,45.12383,22.43351,77.969864,2.3273036,5.182415,3.0855389,11.324652,-1.1715947,1.0952597,1.4865701,3.4399362,-5.3709292,-0.6295229,0.16956048,-0.11942345,-1.1630353
29,0.41012773,0.41148537,-44.953556,50.02686,28.307201,93.56105,2.3508172,50.155228,28.16601,93.76802,2.4018245,6.098947,4.4028673,16.283798,-4.2964425,0.8326984,1.815103,3.7981555,-3.470856,-0.63421947,0.19139706,0.091731906,-1.2911133
