roll commands,pitch commands,yawrate commands,thrust commands
0.2543451973219714,-0.6454906714190863,-8.905797459986233e-05,-1.0
0.2542918422936388,-0.6453836059681816,-0.005685049162345524,-1.0
0.2543829066217394,-0.645258696430024,-0.004992545921313588,-1.0
0.2544554472088376,-0.6453821434897663,0.0036048824663131064,-1.0
0.25475319919586376,-0.6457015926826537,0.0060844899118259925,-1.0
0.2547012870029579,-0.6453832814959911,-0.0127747984421158,-1.0
0.25492121879066476,-0.6454273513925466,-0.020312380028345307,-1.0
0.255156326595532,-0.6457867756354964,-0.004077710613955861,-1.0
0.25531555513057047,-0.646281708665239,-0.028388167841029995,-1.0
0.25538377366355425,-0.6466925573499347,-0.0634402955374332,-1.0
0.2546522241265875,-0.6469249262332466,-0.046316734188421874,-1.0
0.25448779309668274,-0.646695755722801,-0.032250185618985176,-1.0
0.25435962222471575,-0.6465897798525977,-0.042841805788409786,-1.0
0.2544714177770823,-0.6464741819707431,-0.032119355750237034,-1.0
0.25468577898000067,-0.646326020074712,-0.006950281104310572,-1.0
0.2545491865579124,-0.6461937338423894,0.006732319061893739,-1.0
0.25404877426114286,-0.6456542715468225,-0.022145817862524668,-1.0
0.25386604511427197,-0.6455463025974782,-0.03865961514371045,-1.0
0.25375198073402216,-0.6453402076237351,-0.011605278014399333,-1.0
0.2538846469726829,-0.6450462547487097,0.012672392291450466,-1.0
0.2540527572174985,-0.6448417461833323,0.021770998375828226,-1.0
0.253870782702159,-0.6449130954830677,-0.01798355288299775,-1.0
0.2545309493356054,-0.6447983327323416,-0.03178400789989115,-1.0
0.2545240619602278,-0.6450347576582023,-0.014776306342257689,-1.0
0.25471474493650303,-0.6456178958895604,-0.020839033781590792,-1.0
0.2549092007014499,-0.6459021251399599,-0.013844148503454364,-1.0
0.2550842999781453,-0.6456344156230767,-0.013477343629746487,-1.0
0.2554162433149061,-0.6452188287935351,-0.015992194764033855,-1.0
0.2553311374354862,-0.6453338456503976,-0.025781646983201057,-1.0
0.25607455974586696,-0.6448708268642469,-0.016728391855787072,-1.0
0.25640753348155315,-0.6447302310333769,-0.005884289541757615,-1.0
0.25636494334568133,-0.6447441670057392,-0.03271592273858868,-1.0
0.2561058193834439,-0.6447661611480086,-0.05199005558853706,-1.0
0.25586274890009786,-0.6447923091234331,-0.030347505841362192,-1.0
0.2559097430540906,-0.6451361707579869,-0.0029375400504340343,-1.0
0.2560499429498181,-0.6455785213589106,0.009349763370742638,-1.0
0.255943955716944,-0.6454657689421732,0.015575308067202778,-1.0
0.2558172244987242,-0.6451990364072946,0.0029775961565373034,-1.0
0.2556648119795889,-0.6449861587255363,-0.012296561769754612,-1.0
0.2552683206664781,-0.6446457485545196,-0.03585677100024447,-1.0
0.25529870808109345,-0.6441318062360953,-0.035449896026134374,-1.0
0.254939704850086,-0.6442817413164462,-0.00014086413273356886,-1.0
0.2546373207675313,-0.6444421899044355,0.013392587180555679,-1.0
0.2547001687650651,-0.6445474474488407,-0.004164559193324809,-1.0
0.25508120387799665,-0.6446407651113256,-0.01687985985934674,-1.0
0.255398666369522,-0.6447930196755011,-0.013884401585294633,-1.0
0.25494075818312484,-0.6453264560611317,-0.011624975768224454,-1.0
0.25463324373035257,-0.6455060662457587,-0.021199226456576053,-1.0
0.25453908588831564,-0.645634568583746,-0.03080911829231068,-1.0
0.25455658087099126,-0.6456973320596798,-0.03715022081870128,-1.0
0.25472603251767323,-0.6456183721016654,-0.060331256973530124,-1.0
0.25511816791031133,-0.645402853057301,-0.055964622082184216,-1.0
0.25503902270621104,-0.6452283346197201,-0.028929005136984185,-1.0
0.2548449524087662,-0.6454228701430302,-0.018399998854623158,-1.0
0.25439992652500815,-0.6455133669652666,-0.013378315326631982,-1.0
0.2539518614686416,-0.6453942945682718,-0.014068399773527774,-1.0
0.253814110805741,-0.6451065878186981,-0.011688628675136726,-1.0
0.2540396768832778,-0.6448370184808822,-0.003665061975224435,-1.0
