Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,5.963556e-06,7.235061e-06,-2.9672775,0.26494595,0.00085314293,0.26783827,0.2629614,0.2636323,0.0023380588,0.27324122,0.25860012,-2.7025673,0.19544667,-2.2886777,-3.266569,-0.008416397,0.031788513,0.05564082,-0.06794366,-0.14866112,0.017209522,-0.11005348,-0.19105746
1,9.63745e-06,9.14596e-06,-3.261847,0.49579173,6.6980436e-05,0.49627092,0.49572664,0.49679747,0.0029427113,0.51218015,0.49203745,-2.7660189,0.23284495,-2.2862563,-3.4370205,0.008997868,0.014109782,0.03686838,-0.015997693,-0.128854,0.008464786,-0.10036971,-0.16124262
2,1.923296e-05,1.4825411e-05,-3.5086126,0.70933163,0.0021416147,0.72120637,0.7100838,0.7082081,0.0046451376,0.7367441,0.7018428,-2.7995367,0.25357887,-2.449418,-3.9671922,-0.0013647659,0.0023472903,0.007182624,-0.009659145,-0.13369702,0.009786465,-0.10991196,-0.15293398
3,8.2215165e-06,9.221249e-06,-3.625484,0.9006796,0.0,0.9006796,0.8980171,0.8998232,0.002736428,0.91296214,0.8951573,-2.7269757,0.1665091,-2.4053054,-3.143098,0.00061693037,0.008474932,0.015628453,-0.0285717,-0.13894475,0.004921837,-0.1261395,-0.15486853
4,6.223463e-06,4.98039e-06,-3.798314,1.072245,0.0008212528,1.0774664,1.0701927,1.0734631,0.0024619978,1.0823956,1.0687757,-2.7264295,0.18187371,-2.424935,-3.1969547,0.008938899,0.0055073705,0.019245764,0.0018398227,-0.1360288,0.003159598,-0.12963471,-0.14402238
5,6.904299e-06,8.988667e-06,-4.0089827,1.2304568,0.00082725484,1.2370229,1.231332,1.2303576,0.0028583203,1.2397598,1.2253307,-2.7785964,0.289727,-2.237494,-4.0856285,0.007851917,0.005021117,0.0117043415,-0.00081732497,-0.12773612,0.004602479,-0.12208933,-0.13452664
6,7.4632175e-05,6.417339e-05,-4.086749,1.381676,0.00015331306,1.3828928,1.3804543,1.3732466,0.0019022835,1.3783671,1.3694192,-2.706029,0.2130932,-2.0945797,-3.0422337,0.012939068,0.0019158876,0.016131576,0.011056594,-0.13189277,0.0025600377,-0.12916371,-0.1355211
7,8.124749e-06,1.3593975e-05,-4.2266154,1.4990853,0.0,1.4990853,1.50326,1.5010659,0.00204993,1.5057555,1.4965566,-2.7275302,0.24411616,-2.287649,-3.750565,0.004678719,0.0017053568,0.006408473,0.001850707,-0.13682495,0.0034472332,-0.13196272,-0.14104217
8,1.4480336e-05,7.876469e-06,-4.350133,1.6204772,0.0017981832,1.6347499,1.6175787,1.6175642,0.002527159,1.6280798,1.6135044,-2.731936,0.21457535,-2.3097193,-3.4480557,-0.0002585263,0.0040775742,0.0029774874,-0.0072332975,-0.13285653,0.0046491125,-0.12834439,-0.13964342
9,2.0212674e-05,7.569796e-06,-4.4414616,1.7221212,0.0056493073,1.7668098,1.7220874,1.7230525,0.0033588596,1.7397194,1.7177798,-2.7200103,0.1717794,-2.3354368,-3.2721798,0.0045687016,0.0033825063,0.008854611,-0.00038885215,-0.1343213,0.0043769805,-0.12956236,-0.14117442
10,1.9622319e-05,5.3777285e-06,-4.545927,1.8218024,1.1920929e-07,1.8218025,1.8172807,1.81811,0.002447029,1.8276056,1.8129244,-2.7281384,0.23409833,-2.3189764,-3.6183116,0.0073754815,0.006850387,0.014368712,-0.0034841036,-0.13148448,0.005065854,-0.12767737,-0.1401291
11,7.1217705e-06,5.25598e-06,-4.621379,1.9027097,2.3841858e-07,1.9027095,1.9024462,1.9036913,0.002481495,1.9116315,1.8991487,-2.7187538,0.21138088,-2.2371478,-3.1909332,-0.001203516,0.010770149,0.017253084,-0.009742301,-0.13237712,0.009264293,-0.12078651,-0.14268672
12,1.2318751e-05,2.318737e-05,-4.700609,1.9786558,0.0,1.9786558,1.9828389,1.9815248,0.0020217805,1.9860733,1.9766475,-2.7219534,0.2078056,-2.3229122,-3.682237,-0.0012930594,0.009072842,0.0132271005,-0.011441753,-0.14022586,0.0054117455,-0.13481496,-0.14857687
13,1.3589683e-05,8.137108e-06,-4.796344,2.04973,2.3841858e-07,2.0497298,2.049775,2.0523152,0.0026277083,2.0663319,2.0479162,-2.7466142,0.19211023,-2.327417,-3.5066428,-0.0017305212,0.009894451,0.010408448,-0.015010888,-0.12895352,0.003978886,-0.12292328,-0.13389766
