Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,5.167527e-06,4.3223827e-06,-2.9882932,0.27125064,0.0021542264,0.28327233,0.27040255,0.27137548,0.0025383984,0.27886045,0.26584613,-2.7173307,0.22144431,-2.1969044,-3.0799227,0.0075263586,0.008386644,0.026605258,-0.01680037,-0.12521175,0.022805283,-0.062089935,-0.16934757
1,2.021608e-05,1.8834231e-05,-3.310336,0.504228,0.001083989,0.5126046,0.5030023,0.50515705,0.0049195117,0.5314838,0.49913546,-2.80655,0.5726633,-2.3562841,-7.0495286,-0.0047772517,0.0060464246,0.012390871,-0.01918148,-0.11475012,0.006735613,-0.0993173,-0.13426037
2,8.9637715e-06,6.945093e-06,-3.4996276,0.7174132,0.0,0.7174132,0.71660787,0.71575713,0.0024942795,0.7287388,0.71146387,-2.7830217,0.28295794,-2.3942647,-4.0680556,0.0017366996,0.0022752406,0.0075983317,-0.0029400622,-0.14106454,0.0077447686,-0.12273565,-0.16774434
3,4.86725e-06,4.2933384e-06,-3.6222773,0.9078809,5.9604645e-08,0.90788096,0.9076325,0.9074774,0.0021689485,0.914648,0.90281665,-2.7146447,0.1766886,-2.2721777,-3.0468564,0.013352111,0.011168826,0.037054133,0.0015295446,-0.134411,0.010101812,-0.11861208,-0.1515043
4,4.3008254e-06,4.529975e-06,-3.841206,1.0813383,0.0,1.0813383,1.0810652,1.0815701,0.0020608436,1.0888146,1.0775042,-2.7601323,0.201212,-2.238751,-3.4695833,0.0025358244,0.0018141941,0.006179395,-0.002730482,-0.13023195,0.007938226,-0.11607066,-0.14515299
5,9.578427e-06,6.3301723e-06,-3.9490185,1.2406975,0.0,1.2406975,1.2399707,1.2395921,0.002890733,1.2522484,1.235437,-2.7090364,0.17191088,-2.2784667,-3.1311238,-0.0010468166,0.009886596,0.01751118,-0.02377709,-0.13702005,0.011632442,-0.12375977,-0.18739644
6,4.237895e-06,4.109496e-06,-4.108226,1.3800708,1.1920929e-07,1.3800709,1.380155,1.3808768,0.0018943064,1.3843226,1.3763589,-2.7281551,0.20831157,-2.1582546,-3.380341,-0.009088524,0.002756228,-0.004866737,-0.013149895,-0.12961537,0.004792518,-0.123217255,-0.13712442
7,2.4259354e-05,2.8610426e-05,-4.2400875,1.505685,0.0,1.505685,1.5052294,1.510232,0.0018929334,1.5159245,1.5058035,-2.7348588,0.27912632,-2.2808332,-4.3585577,-0.0011736116,0.009644943,0.009803762,-0.011560056,-0.13610193,0.0055003907,-0.12825297,-0.14154764
8,5.9627305e-06,8.028889e-06,-4.354762,1.6252242,1.1920929e-07,1.6252244,1.6245791,1.6265028,0.0020805239,1.6317074,1.6215947,-2.7301831,0.20782846,-2.2475939,-3.3999336,-0.000632924,0.005312889,0.004489933,-0.009207364,-0.13033232,0.0049174624,-0.12246689,-0.13603503
9,6.9202083e-06,6.9128773e-06,-4.472938,1.7314376,0.0,1.7314376,1.7314827,1.7315413,0.0026285832,1.7466211,1.7264458,-2.7415004,0.23878337,-2.2859702,-3.7126853,0.0029118208,0.004570186,0.00923878,-0.0030978776,-0.13552313,0.0028100694,-0.13261904,-0.13872229
10,7.5906637e-06,7.789744e-06,-4.562137,1.8287985,1.1920929e-07,1.8287987,1.8288553,1.827069,0.0021445728,1.8321203,1.8224888,-2.7333384,0.21278581,-2.3638837,-3.6089544,-0.00025495747,0.0068469085,0.005795653,-0.011819873,-0.13622311,0.006012486,-0.13228159,-0.14660734
11,3.4581558e-06,3.4611248e-06,-4.6168227,1.91234,1.1920929e-07,1.9123399,1.9124465,1.9123793,0.0018591952,1.9176805,1.9074252,-2.704483,0.2675708,-2.2195826,-4.117611,0.0040451507,0.008397221,0.015567407,-0.0064176754,-0.12951984,0.005477486,-0.12195165,-0.13558413
12,3.9625747e-06,4.047575e-06,-4.731406,1.9900893,0.0,1.9900893,1.989985,1.9904447,0.0019586575,1.998251,1.987344,-2.7414212,0.25241145,-2.1561105,-3.7650268,-0.003145839,0.0066668703,0.0034249595,-0.013249612,-0.13595429,0.002519759,-0.13329005,-0.1397941
13,1.2573949e-05,1.28564825e-05,-4.813612,2.0599492,0.0,2.0599492,2.0598338,2.0611157,0.0033486146,2.0806446,2.0565536,-2.7537785,0.34551397,-2.2787104,-4.5283017,-0.0015166432,0.005612278,0.0048330417,-0.010369155,-0.13089725,0.005911678,-0.12327341,-0.13797413
14,5.047751e-06,6.6012085e-06,-4.853406,2.1253407,0.0,2.1253407,2.1261032,2.1247032,0.0021543843,2.13045,2.1206472,-2.7280653,0.19723266,-2.3282652,-3.1231642,0.00046698074,0.006145498,0.0087017035,-0.0067685554,-0.13744074,0.0068099806,-0.12980154,-0.1459681
15,1.7158163e-05,1.570871e-05,-4.9058585,2.1786003,0.0,2.1786003,2.178805,2.1822414,0.0019750255,2.1881518,2.178644,-2.7272582,0.16038188,-2.2927542,-3.0513048,0.00042790413,0.0023103438,0.002249369,-0.0034914282,-0.13515781,0.0069122016,-0.12534462,-0.14464878
16,8.60987e-06,9.847805e-06,-5.0062933,2.232214,0.0,2.232214,2.2319164,2.2341454,0.0022089158,2.2425041,2.2297049,-2.7743769,0.20323582,-2.3837147,-3.5459735,0.006377249,0.004529175,0.011190518,4.0110743e-05,-0.13472828,0.0068851006,-0.12427348,-0.14361517
17,4.6902846e-06,4.9998393e-06,-4.996819,2.2814782,0.0,2.2814782,2.281683,2.280825,0.0020648076,2.2874846,2.2759166,-2.7153409,0.21340518,-2.3136213,-3.463238,-0.00399107,0.004308633,0.0023107245,-0.009167087,-0.13313508,0.0043435623,-0.12591581,-0.13735957
18,3.7807995e-06,4.0801197e-06,-5.004162,2.3235235,0.0,2.3235235,2.3237286,2.3228962,0.0018404304,2.3265913,2.3189802,-2.6806378,0.1940776,-2.241921,-3.3823423,-0.005555572,0.0026620668,-0.0021914677,-0.00910487,-0.13323343,0.008596357,-0.119811594,-0.14372082
19,2.821317e-06,3.28891e-06,-5.0951395,2.3613465,0.0,2.3613465,2.3620026,2.361318,0.0016794398,2.3662522,2.3580208,-2.7337928,0.17065327,-2.2743392,-3.306636,-0.00044877297,0.002871245,0.0037581858,-0.0043180897,-0.13744819,0.0075089075,-0.12757505,-0.14618738
20,2.6088259e-05,2.6978054e-05,-5.094143,2.3929322,0.0,2.3929322,2.3928125,2.3965898,0.0035653862,2.4205055,2.391524,-2.7013307,0.18922043,-2.334459,-3.2049952,-0.0032737958,0.007482557,0.009584315,-0.009081872,-0.13312352,0.0099549405,-0.11824062,-0.14443268
21,1.21871635e-05,9.68959e-06,-5.166236,2.430761,0.0,2.430761,2.4302764,2.4279423,0.0020595836,2.4338672,2.4246333,-2.7359593,0.3013995,-2.1568701,-4.4084673,-0.0022278638,0.006324788,0.003995311,-0.012445577,-0.13164149,0.0024704288,-0.12789086,-0.13483346
22,4.4598646e-06,4.109325e-06,-5.2467117,2.4569914,0.0,2.4569914,2.4568036,2.4559646,0.0018453845,2.4607658,2.4524581,-2.7899084,0.40690473,-2.2968578,-5.52791,0.0013524602,0.0069011473,0.013041177,-0.0042207334,-0.12854671,0.0046632336,-0.120764524,-0.13307697
23,1.0202332e-05,1.1167163e-05,-5.1989117,2.483594,0.0,2.483594,2.4838135,2.4815068,0.0024178661,2.489773,2.4781287,-2.7153177,0.17732462,-2.2393632,-3.0870957,-0.012036305,0.0075519616,-0.005862858,-0.02495048,-0.1345028,0.005482994,-0.12834023,-0.14071605
24,9.474967e-06,8.520856e-06,-5.2506046,2.5073223,0.0,2.5073223,2.5070667,2.5053282,0.0023447082,2.5180564,2.5013602,-2.743538,0.16452634,-2.3033457,-3.0740826,-0.007943006,0.0068801017,0.002471337,-0.016486045,-0.1338291,0.006241961,-0.1262841,-0.14345129
25,4.9811897e-06,4.4534136e-06,-5.259608,2.524958,0.0,2.524958,2.525211,2.5261269,0.0019013346,2.5301893,2.521699,-2.7346497,0.29145765,-2.3183317,-4.662039,-0.0050803255,0.006778042,0.0035051527,-0.014481296,-0.13473639,0.006843274,-0.12753022,-0.14364432
26,8.804263e-06,9.21334e-06,-5.2341914,2.5469782,0.0,2.5469782,2.5470712,2.544825,0.002041524,2.5527709,2.5409753,-2.6872134,0.16881962,-2.327187,-3.0912364,0.0025434117,0.002635748,0.0058175316,-0.0013908983,-0.12892821,0.006759102,-0.12036109,-0.13612787
27,7.3084066e-06,7.17332e-06,-5.285964,2.5601275,2.3841858e-07,2.5601277,2.5601637,2.562022,0.0019288899,2.5654674,2.5576384,-2.725836,0.2538478,-2.328374,-3.7313142,0.002681245,0.002489816,0.0060163676,-0.00061335834,-0.14015871,0.0044911793,-0.13242504,-0.14341639
28,8.388401e-06,8.450422e-06,-5.3016586,2.5762155,0.0,2.5762155,2.576192,2.5775175,0.002587112,2.5920682,2.574342,-2.7254667,0.2047341,-2.1759,-3.4138918,0.002770469,0.0085147815,0.017188016,-0.004913871,-0.13752952,0.007837602,-0.12765811,-0.14678492
29,2.7736282e-06,2.651896e-06,-5.3257017,2.5909004,0.0,2.5909004,2.5910695,2.591345,0.0016049818,2.5947828,2.5874624,-2.7348013,0.20089267,-2.3342698,-3.0991125,0.0013453306,0.0049521895,0.007913959,-0.006001027,-0.13215315,0.0030555546,-0.12765236,-0.13577385
