Time,motor.m1,motor.m2,motor.m3,motor.m4,RB ID,Pos x,Pos y,Pos z,Quat w,Quat x,Quat y,Quat z
1688456101.859912
1688456101.8801854
1688456101.9004593
1688456101.9207196
1688456101.9413688
1688456101.9619367
1688456101.9825642
1688456102.003257
1688456102.0239928
1688456102.0448556
1688456102.0655472
1688456102.086293
1688456102.1071749
1688456102.1284523
1688456102.1497588
1688456102.174805
1688456102.1960464
1688456102.218891
1688456102.2411594
1688456102.2623315
1688456102.2829456
1688456102.3054004
1688456102.3259647
1688456102.346781
1688456102.3672783
1688456102.3880184
1688456102.4094539
1688456102.4310503
1688456102.4516792
1688456102.4718816
1688456102.4921753
1688456102.513308
1688456102.5344374
1688456102.554951
1688456102.5765624
1688456102.597371
1688456102.6179862
1688456102.6385207
1688456102.6593723
1688456102.680253
1688456102.701012
1688456102.721823
1688456102.7424817
1688456102.7630196
1688456102.7837293
1688456102.8072267
1688456102.8276756
1688456102.8491838,0.0,0.0,0.0,0.0
1688456102.8705258,0.0,0.0,0.0,0.0
1688456102.8908818,0.0,0.0,0.0,0.0
1688456102.911158,0.0,0.0,0.0,0.0
1688456102.9314735,0.0,0.0,0.0,0.0
1688456102.9516928,0.0,0.0,0.0,0.0
1688456102.9719613,0.0,0.0,0.0,0.0,10,3.544180393218994,0.014578930102288723,2.70930814743042,0.006773669738322496,0.963828444480896,0.036701079457998276,0.263897567987442
1688456102.992474,0.0,0.0,0.0,0.0,10,3.544166326522827,0.014570481143891811,2.709308624267578,0.00662596570327878,0.963883638381958,0.036015160381793976,0.2637941241264343
1688456103.0128129,0.0,0.0,0.0,0.0,10,3.5442800521850586,0.014391593635082245,2.7095251083374023,0.00867846142500639,0.9629384875297546,0.03388628736138344,0.26744309067726135
1688456103.0332599,0.0,0.0,0.0,0.0,10,3.5443060398101807,0.01439689565449953,2.7095415592193604,0.009167680516839027,0.9627744555473328,0.03432771563529968,0.2679607570171356
1688456103.0534782,0.0,0.0,0.0,0.0,10,3.5442895889282227,0.014452803879976273,2.7094969749450684,0.00910857692360878,0.962947428226471,0.03499416261911392,0.2672542631626129
1688456103.0736687,0.0,0.0,0.0,0.0,10,3.544187068939209,0.014554698020219803,2.709352731704712,0.00718078576028347,0.9637187719345093,0.03575754910707474,0.26441648602485657
1688456103.0944226,0.0,0.0,0.0,0.0,10,3.5441811084747314,0.014591293409466743,2.709317922592163,0.007082449272274971,0.9638370275497437,0.03638895973563194,0.2639012932777405
1688456103.1147304,0.0,0.0,0.0,0.0,10,3.544193744659424,0.014538131654262543,2.7093772888183594,0.007315594702959061,0.963674783706665,0.035520922392606735,0.26460495591163635
1688456103.134949,0.0,0.0,0.0,0.0,10,3.5441789627075195,0.014586991630494595,2.7093334197998047,0.007225945591926575,0.9638088941574097,0.03610237315297127,0.264039546251297
1688456103.155194,0.0,0.0,0.0,0.0,10,3.544351816177368,0.014210439287126064,2.70967435836792,0.007710503879934549,0.9632055759429932,0.037263382226228714,0.2660583257675171
1688456103.175419,0.0,0.0,0.0,0.0,10,3.5443952083587646,0.014255650341510773,2.7097058296203613,0.009856471791863441,0.9624700546264648,0.035372454673051834,0.2688923180103302
1688456103.19566,0.0,0.0,0.0,0.0,10,3.5442686080932617,0.0144819226115942,2.7094717025756836,0.008285311982035637,0.9633245468139648,0.03607899695634842,0.2657734453678131
1688456103.2159238,0.0,0.0,0.0,0.0,10,3.5442306995391846,0.014553559012711048,2.7093961238861084,0.007902930490672588,0.963481068611145,0.036009032279253006,0.2652268409729004
1688456103.2365143,0.0,0.0,0.0,0.0,10,3.544282913208008,0.014378874562680721,2.70953106880188,0.007410867605358362,0.9635218381881714,0.03720008581876755,0.26492825150489807
1688456103.256771,0.0,0.0,0.0,0.0,10,3.5442776679992676,0.014376630075275898,2.7095255851745605,0.007450045086443424,0.9635440707206726,0.03708469495177269,0.2648625075817108
1688456103.2769916,0.0,0.0,0.0,0.0,10,3.5442757606506348,0.014472165144979954,2.709484100341797,0.00833083689212799,0.9633190035820007,0.036139752715826035,0.2657838761806488
1688456103.2977312,0.0,0.0,0.0,0.0,10,3.5443856716156006,0.014180159196257591,2.7097361087799072,0.008470873348414898,0.9629653692245483,0.03683582320809364,0.2669628858566284
1688456103.3180015,0.0,0.0,0.0,0.0,10,3.5443899631500244,0.014097919687628746,2.709778070449829,0.007700822781771421,0.963158130645752,0.037677958607673645,0.2661722004413605
1688456103.3383927,0.0,0.0,0.0,0.0,10,3.5443475246429443,0.014225989580154419,2.7096776962280273,0.007840881124138832,0.9631929397583008,0.03712419047951698,0.2661201059818268
1688456103.358797,0.0,0.0,0.0,0.0,10,3.544322967529297,0.014378048479557037,2.709585428237915,0.008822617121040821,0.9629839062690735,0.035635776817798615,0.2670472264289856
1688456103.3791974,0.0,0.0,0.0,0.0,10,3.5443832874298096,0.014137377962470055,2.709742307662964,0.007959499955177307,0.9631306529045105,0.03714587166905403,0.26633891463279724
1688456103.399438,0.0,0.0,0.0,0.0,10,3.544469118118286,0.013875136151909828,2.709965467453003,0.007677866145968437,0.9629850387573242,0.03857514262199402,0.26666995882987976
1688456103.4196644,0.0,0.0,0.0,0.0,10,3.5442752838134766,0.014334816485643387,2.7095682621002197,0.007118845824152231,0.9636200666427612,0.036545462906360626,0.2646699547767639
1688456103.439848,0.0,0.0,0.0,0.0,10,3.5443594455718994,0.014378773048520088,2.709639310836792,0.010411628521978855,0.9624487161636353,0.034355439245700836,0.26907968521118164
