Timestamp,ID,Pos x,Pos y,Pos z,Quat w,Quat x,Quat y,Quat z
1690286329.653643,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.6619942,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.6705887,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.6785755,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.6868649,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.6950257,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7036595,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7119796,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7200618,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7286227,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.737053,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7454195,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7536607,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.761855,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.770476,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7785127,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7869308,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.7955387,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8036876,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8120956,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.820416,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8286767,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8372905,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8450897,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8535352,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8622508,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8702126,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
1690286329.8786972,10,2.527519464492798,0.06693151593208313,4.024928569793701,0.4438064396381378,0.05586567521095276,-0.5170411467552185,0.7297829985618591
