Time,motor.m1,motor.m2,motor.m3,motor.m4,RB ID,Pos x,Pos y,Pos z,Quat 1,Quat 2,Quat 3,Quat 4
1687777113.6949198
1687777113.7151873
1687777113.7354975
1687777113.7559354
1687777113.7764688
1687777113.7969987
1687777113.8177607
1687777113.8382661
1687777113.858914
1687777113.8795042
1687777113.9000525
1687777113.920602
1687777113.941127
1687777113.9616773
1687777113.982317
1687777114.0028615
1687777114.023342
1687777114.0437407
1687777114.064385
1687777114.0849254
1687777114.1054049
1687777114.1258767
1687777114.1464005
1687777114.166929
1687777114.1873071
1687777114.207671
1687777114.2282197
1687777114.2485344
1687777114.2688656
1687777114.2892714
1687777114.3096292
1687777114.329981
1687777114.35042
1687777114.3711627
1687777114.3916926
1687777114.4120085
1687777114.432213
1687777114.4523818
1687777114.472537
1687777114.4926937
1687777114.5128508
1687777114.53307
1687777114.5533183
1687777114.573558
1687777114.5937817
1687777114.6139657
1687777114.6341715
1687777114.6547074
1687777114.6752687
1687777114.6957238
1687777114.7162259
1687777114.7367566
1687777114.7574081
1687777114.7780135
1687777114.7985592
1687777114.8190403
1687777114.839545
1687777114.8602095
1687777114.8807573
1687777114.9012973
1687777114.9218524
1687777114.942441
1687777114.962942
1687777114.9834046
1687777115.0039294
1687777115.0244365
1687777115.0451474
1687777115.0657911
1687777115.0863142
1687777115.106982
1687777115.1276991
1687777115.1482146
1687777115.1687338
1687777115.1893415
1687777115.2098763
1687777115.230356
1687777115.2508898
1687777115.2716002
1687777115.2921975
1687777115.312733
1687777115.3332653
1687777115.3539348
1687777115.3745818
1687777115.395069
1687777115.4155347
1687777115.4359992
1687777115.4564264
1687777115.476928
1687777115.4974077
1687777115.5179315
1687777115.5383942
1687777115.5588276
1687777115.5792527
1687777115.5998113
1687777115.6202285
1687777115.6406198
1687777115.6609998
1687777115.681347
1687777115.7017064
1687777115.722068
1687777115.7424364
1687777115.7627938
1687777115.783142
1687777115.8036277
1687777115.8240373
1687777115.8445334
1687777115.8649478
1687777115.885448
1687777115.9059596
1687777115.9264958
1687777115.947006
