Time,ID,Pos x,Pos y,Pos z,Quat w,Quat x,Quat y,Quat z
1688648113.1393123,10,3.303340435028076,0.01548934169113636,2.792050838470459,-0.008072873577475548,-0.8817895650863647,-0.031032955273985863,-0.4705517888069153
1688648113.1471324,10,3.3032920360565186,0.015370501205325127,2.7921156883239746,-0.008207741193473339,-0.8820220828056335,-0.030939990654587746,-0.47011977434158325
1688648113.155685,10,3.303287982940674,0.015511900186538696,2.791983127593994,-0.004787484183907509,-0.8820734024047852,-0.03321683034300804,-0.46991512179374695
1688648113.16393,10,3.3035073280334473,0.0158051960170269,2.7917726039886475,-0.007170583587139845,-0.8810633420944214,-0.034935154020786285,-0.4716520309448242
1688648113.1723468,10,3.303407669067383,0.01559191383421421,2.791923761367798,-0.007470779586583376,-0.8815246820449829,-0.033596836030483246,-0.4708818793296814
1688648113.1805716,10,3.303455352783203,0.015617167577147484,2.7919156551361084,-0.009808597154915333,-0.8812167048454285,-0.032655019313097,-0.4714812934398651
1688648113.189142,10,3.303518295288086,0.015892481431365013,2.7917098999023438,-0.008833601139485836,-0.8808271884918213,-0.03311686962842941,-0.47219565510749817
1688648113.197578,10,3.3035295009613037,0.015816815197467804,2.791775703430176,-0.010668807663023472,-0.8807758688926697,-0.03232715651392937,-0.4723082482814789
1688648113.2056766,10,3.303462028503418,0.015784282237291336,2.7917373180389404,-0.006652016192674637,-0.8812606334686279,-0.034985654056072235,-0.47128716111183167
1688648113.214013,10,3.3033785820007324,0.015570351853966713,2.7919063568115234,-0.007239604834467173,-0.8816713690757751,-0.033673010766506195,-0.4706053137779236
1688648113.2224383,10,3.303311347961426,0.015448041260242462,2.79203724861145,-0.006989339366555214,-0.882020115852356,-0.03208359330892563,-0.4700663685798645
1688648113.230753,10,3.3033816814422607,0.015531674027442932,2.79195499420166,-0.004336908459663391,-0.8818008899688721,-0.03557255119085312,-0.4702584743499756
1688648113.2389123,10,3.3033218383789062,0.015411736443638802,2.792046308517456,-0.005570976994931698,-0.8820236325263977,-0.033969905227422714,-0.4699462950229645
1688648113.2474313,10,3.303447961807251,0.01572420820593834,2.791783332824707,-0.006309302989393473,-0.8814207315444946,-0.03481924906373024,-0.47100454568862915
1688648113.25576,10,3.3033664226531982,0.015534421429038048,2.791933536529541,-0.006847776938229799,-0.8817774653434753,-0.03350134193897247,-0.47042450308799744
1688648113.2641122,10,3.303354024887085,0.01560036651790142,2.791842222213745,-0.004151170141994953,-0.8818780779838562,-0.03574277460575104,-0.47010260820388794
1688648113.2723145,10,3.303421974182129,0.015622958540916443,2.7918660640716553,-0.007384138181805611,-0.8814557194709778,-0.034033238887786865,-0.4709808826446533
1688648113.280677,10,3.3033533096313477,0.015474753454327583,2.791987657546997,-0.00770911481231451,-0.8818058371543884,-0.03295202925801277,-0.4703969359397888
1688648113.289038,10,3.3033483028411865,0.015561314299702644,2.791875123977661,-0.004730913322418928,-0.8819049000740051,-0.0353170707821846,-0.4700789153575897
1688648113.2975965,10,3.303290843963623,0.015446043573319912,2.792018413543701,-0.005507203750312328,-0.8821249604225159,-0.03319079801440239,-0.46981245279312134
1688648113.3056242,10,3.3034093379974365,0.015776818618178368,2.791781187057495,-0.006223679054528475,-0.8814465403556824,-0.033457398414611816,-0.4710560739040375
1688648113.3140912,10,3.303457021713257,0.01574653573334217,2.791825294494629,-0.008883831091225147,-0.8811688423156738,-0.032467059791088104,-0.4716019034385681
