Time,stabilizer.thrust,motor.m1,motor.m2,motor.m3,motor.m4
1687260239.6410105,0.0,0.0,0.0,0.0,0.0
1687260239.6511207,0.0,0.0,0.0,0.0,0.0
1687260239.663091,0.0,0.0,0.0,0.0,0.0
1687260239.6716025,0.0,0.0,0.0,0.0,0.0
1687260239.6803455,0.0,0.0,0.0,0.0,0.0
1687260239.6911798,0.0,0.0,0.0,0.0,0.0
1687260239.700415,0.0,0.0,0.0,0.0,0.0
1687260239.7110384,0.0,0.0,0.0,0.0,0.0
1687260239.7238016,0.0,0.0,0.0,0.0,0.0
1687260239.7311447,0.0,0.0,0.0,0.0,0.0
1687260239.7409756,0.0,0.0,0.0,0.0,0.0
1687260239.7502575,0.0,0.0,0.0,0.0,0.0
1687260239.761651,0.0,0.0,0.0,0.0,0.0
1687260239.7712708,0.0,0.0,0.0,0.0,0.0
1687260239.7813416,0.0,0.0,0.0,0.0,0.0
1687260239.791186,0.0,0.0,0.0,0.0,0.0
1687260239.8012412,0.0,0.0,0.0,0.0,0.0
1687260239.8126512,0.0,0.0,0.0,0.0,0.0
1687260239.8204463,0.0,0.0,0.0,0.0,0.0
1687260239.8305387,0.0,0.0,0.0,0.0,0.0
1687260239.8405552,0.0,0.0,0.0,0.0,0.0
1687260239.8507571,0.0,0.0,0.0,0.0,0.0
1687260239.8615084,0.0,0.0,0.0,0.0,0.0
1687260239.871562,0.0,0.0,0.0,0.0,0.0
1687260239.8812716,0.0,0.0,0.0,0.0,0.0
1687260239.8914294,0.0,0.0,0.0,0.0,0.0
1687260239.9005823,0.0,0.0,0.0,0.0,0.0
1687260239.9107318,0.0,0.0,0.0,0.0,0.0
1687260239.9210522,0.0,0.0,0.0,0.0,0.0
1687260239.9324868,0.0,0.0,0.0,0.0,0.0
1687260239.9415293,0.0,0.0,0.0,0.0,0.0
1687260239.9515011,0.0,0.0,0.0,0.0,0.0
1687260239.961764,0.0,0.0,0.0,0.0,0.0
1687260239.9715986,0.0,0.0,0.0,0.0,0.0
1687260239.9808095,0.0,0.0,0.0,0.0,0.0
1687260239.993102,0.0,0.0,0.0,0.0,0.0
1687260240.0019186,0.0,0.0,0.0,0.0,0.0
1687260240.011107,0.0,0.0,0.0,0.0,0.0
1687260240.0232947,0.0,0.0,0.0,0.0,0.0
1687260240.032046,0.0,0.0,0.0,0.0,0.0
1687260240.0424564,0.0,0.0,0.0,0.0,0.0
1687260240.0520144,0.0,0.0,0.0,0.0,0.0
1687260240.0615506,0.0,0.0,0.0,0.0,0.0
1687260240.0721326,0.0,0.0,0.0,0.0,0.0
1687260240.0812032,0.0,0.0,0.0,0.0,0.0
1687260240.0907423,0.0,0.0,0.0,0.0,0.0
1687260240.1013932,0.0,0.0,0.0,0.0,0.0
1687260240.111222,0.0,0.0,0.0,0.0,0.0
1687260240.1215503,0.0,0.0,0.0,0.0,0.0
1687260240.1309912,0.0,0.0,0.0,0.0,0.0
1687260240.1424134,0.0,0.0,0.0,0.0,0.0
1687260240.1506934,0.0,0.0,0.0,0.0,0.0
1687260240.1613607,0.0,0.0,0.0,0.0,0.0
1687260240.1723723,0.0,0.0,0.0,0.0,0.0
1687260240.1812067,0.0,0.0,0.0,0.0,0.0
1687260240.1921234,0.0,0.0,0.0,0.0,0.0
1687260240.203409,0.0,0.0,0.0,0.0,0.0
1687260240.2110844,0.0,0.0,0.0,0.0,0.0
