Time,ID,Pos x,Pos y,Pos z,Rot 1,Rot 2,Rot 3,Rot 4
1687330683.7640257,10,3.3187191486358643,0.020249251276254654,2.462682008743286,-0.010446982458233833,0.9206739664077759,0.03312128782272339,0.38878437876701355
1687330683.7742908,10,3.3187177181243896,0.02025202475488186,2.46268367767334,-0.010403882712125778,0.9206861853599548,0.03315724432468414,0.3887537121772766
1687330683.7842867,10,3.3187191486358643,0.02024967037141323,2.4626822471618652,-0.010509897954761982,0.9206671118736267,0.03327193856239319,0.388786256313324
1687330683.7946074,10,3.318721055984497,0.020251300185918808,2.4626827239990234,-0.010565978474915028,0.9206739664077759,0.03324547037482262,0.38877078890800476
1687330683.8046522,10,3.3187201023101807,0.020252186805009842,2.4626824855804443,-0.010509712621569633,0.9206470847129822,0.03332827240228653,0.388828843832016
1687330683.8145804,10,3.3187201023101807,0.02024548500776291,2.4626832008361816,-0.010561480186879635,0.9206517338752747,0.03331064432859421,0.38881784677505493
1687330683.8246086,10,3.3187167644500732,0.020247261971235275,2.462684154510498,-0.010597791522741318,0.9206661581993103,0.03335466980934143,0.388778954744339
1687330683.834766,10,3.3187129497528076,0.020248927175998688,2.46268630027771,-0.010516970418393612,0.9206780791282654,0.033454135060310364,0.38874444365501404
1687330683.8445468,10,3.3187155723571777,0.020252611488103867,2.4626851081848145,-0.010447393171489239,0.9206651449203491,0.03339081630110741,0.3887823820114136
1687330683.854083,10,3.318716049194336,0.020251881331205368,2.462684392929077,-0.010489157401025295,0.9206634759902954,0.033297572284936905,0.38879311084747314
1687330683.8642142,10,3.3187155723571777,0.020247291773557663,2.462679862976074,-0.010471976362168789,0.9206799864768982,0.03316527605056763,0.3887658417224884
1687330683.874297,10,3.318720817565918,0.02025001123547554,2.462679386138916,-0.01052930485457182,0.9206509590148926,0.03329315781593323,0.3888222873210907
1687330683.8843217,10,3.3187222480773926,0.020249854773283005,2.462681770324707,-0.010529656894505024,0.9206518530845642,0.03337212651968002,0.38881319761276245
1687330683.8945434,10,3.318718194961548,0.020248200744390488,2.4626846313476562,-0.010500884614884853,0.9206535220146179,0.03329100087285042,0.3888169825077057
