roll commands,pitch commands,yawrate commands,thrust commands
0.19538419228573242,0.516581312471276,0.03252327096774848,-1.0
0.19574729139030547,0.5160354275620032,0.030789839826660198,-1.0
0.19564046251541234,0.5159372452534421,0.019470118709215747,-1.0
0.19520671557995506,0.515815014032328,0.008614533566645636,-1.0
0.19481573721373838,0.5157841709931447,0.015141004824624577,-1.0
0.19467078557258635,0.5158082959467981,0.03430355029200728,-1.0
0.1947480705799871,0.5158435114688642,0.03193538042310961,-1.0
0.1946930458112778,0.516391231479029,0.032217223413197195,-1.0
0.19478996237096016,0.5159897270390674,0.021882251680766962,-1.0
0.19499978977021926,0.515893766484985,-0.0007202298846258612,-1.0
0.19504681216067357,0.5158945388085316,0.009972081603101963,-1.0
0.19493957065589737,0.5159268636370932,0.017274150959942957,-1.0
0.19481379452674985,0.5160572360063326,0.0218596289716661,-1.0
0.19447054469869224,0.5159575084234277,0.0189750679443588,-1.0
0.1944391711573841,0.5159843232307453,0.013799379918663562,-1.0
0.19451774313085182,0.5162667645210105,0.019088987058164954,-1.0
0.19430009312715213,0.516632264518334,0.014389503361977158,-1.0
0.19399509017302005,0.5168662034427691,0.0009134547271521711,-1.0
0.19397781100720188,0.5168890925638779,0.0037823257045702893,-1.0
0.1940818183331228,0.5169811249964137,0.02873757813481946,-1.0
0.19403589714877764,0.5165443840850327,0.02818505774995921,-1.0
0.19390899384822102,0.5164122636011775,0.01756508435428889,-1.0
0.19406206036197035,0.5163599621340551,0.025336143374652557,-1.0
0.19452722464561034,0.5164019807170144,0.02123863290307643,-1.0
0.19487710011381637,0.5167116461760646,0.0060048749942788245,-1.0
0.1948103259097277,0.5170764281858348,-0.017736498432623038,-1.0
0.19505268323839597,0.5173047547199071,0.0011514119086879814,-1.0
0.19500892300898065,0.5174163254909627,0.03741240016752141,-1.0
0.19506313016767493,0.5173861238866525,0.026815340363558673,-1.0
0.19527503168347884,0.5172541270920901,0.008413858240263352,-1.0
0.19540915301835293,0.5171575955595262,0.026657698586960765,-1.0
0.19532761463802875,0.5172638963614418,0.01885218176647183,-1.0
0.19559246874500263,0.5169150485185217,0.008398842751240693,-1.0
0.19536044597738633,0.5168694638518513,0.039695557182962804,-1.0
0.1952164798143402,0.5170998190137924,0.04660766749081194,-1.0
0.19537069173960903,0.5173900686978673,0.031855353764426185,-1.0
0.19565371212945068,0.5175593578842981,0.01987883541895839,-1.0
0.19588151506310275,0.5180355105252854,0.022498724388608917,-1.0
0.19615734336175827,0.5183193945828215,0.027798424399154684,-1.0
0.19605283946939245,0.5181774164447782,0.020441881676760407,-1.0
0.19587627622679413,0.5180021900527103,0.009953779698462171,-1.0
0.19575805001352725,0.5179430797672441,0.02113952564180577,-1.0
0.19567040129805838,0.5179594349243569,0.028936315353230997,-1.0
0.1953811489784897,0.5179836149888225,0.014882291751779863,-1.0
0.19534974944521774,0.5182497118397315,0.011650263843618685,-1.0
0.19535113083656477,0.5182129735823401,0.007805188337687233,-1.0
0.19541514533023485,0.5182844241097686,-0.004820152937131161,-1.0
0.19542149413089804,0.5184059577915433,0.006615027649881351,-1.0
0.19521401386920983,0.5182744287579881,0.017175221385361903,-1.0
0.19496890635423694,0.5184271600614245,0.019904040123011186,-1.0
0.19510199344406406,0.5187376029566017,0.01921272956670638,-1.0
0.1947564562803189,0.5189499630003302,0.021693417866933698,-1.0
0.19450905793575643,0.5189720243961516,0.03296019095391304,-1.0
0.19429768837860745,0.5189898472458673,0.017729928690711348,-1.0
0.1937618667578348,0.5191736570523008,0.009455523034506957,-1.0
0.1935661875897052,0.5190060490965284,0.01624312603218524,-1.0
0.19355153667437786,0.5193672756368477,0.012608962936030567,-1.0
0.19369458847603696,0.5198560260721246,0.012351193428157213,-1.0
0.19379972491058586,0.5201057839022475,0.024446274826858357,-1.0
0.19386195001661438,0.5201770982128054,0.044847002463982745,-1.0
0.19401479873883648,0.5202671835270752,0.04133116938276246,-1.0
0.19436821167960291,0.5200967877766542,0.029722339395706846,-1.0
0.19418621111737683,0.5201434081301295,0.02492295163228753,-1.0
0.19418360201694743,0.5199757824697001,0.020469161861096128,-1.0
0.19448605519016407,0.5194754557547699,0.02913153365332987,-1.0
0.19464988734054667,0.5189673454351829,0.030492396101074404,-1.0
0.19419433453743917,0.5189135261029569,0.01887221409463376,-1.0
0.19373613241263948,0.5192613118398544,0.012554664536793297,-1.0
0.1934467778545991,0.5190690309857499,0.02471747236615923,-1.0
0.1935041980007872,0.5189961887083159,0.02846800416390239,-1.0
0.19367718351760543,0.5189767577648631,0.014943022505918141,-1.0
0.19367136165084634,0.518971534698492,0.009784467555837811,-1.0
0.19335377111965762,0.5189630063765756,0.007417728749812886,-1.0
0.19358105981845136,0.5187291746106406,0.013774882162248845,-1.0
0.19342708762179384,0.5189746853203616,0.022479559999776577,-1.0
0.19324942097685005,0.5189129338646336,0.014488695253665222,-1.0
0.19327449732505544,0.5188929294768789,0.00716073064095047,-1.0
0.1934489491715362,0.5189411318326808,0.009319493113571603,-1.0
0.19352392543200744,0.5188579315759746,0.02405368340462832,-1.0
0.19327564905084862,0.5187829925465759,0.012196199384692467,-1.0
0.19377476269869948,0.5186675057875398,0.008488488342307563,-1.0
0.1939663659408981,0.5189294903722178,0.02669650738209082,-1.0
0.19398118261499284,0.5189231013410148,0.021544059042255426,-1.0
0.19392664626842898,0.518650162096576,0.02719913046831203,-1.0
0.19385084806495614,0.5185552373550374,0.044523407727586894,-1.0
0.19432164623566917,0.5183581972841176,0.0351771533853869,-1.0
0.19396180828405823,0.5182233938617778,0.02339746894213548,-1.0
0.19383457293238313,0.5180689398016534,0.02244173711523256,-1.0
0.1938360439443737,0.5179037732791889,0.011760795830425306,-1.0
0.1938570052989032,0.5177886813422217,0.01771120945468317,-1.0
0.19381378166841645,0.5177792257153434,0.03260422925071987,-1.0
0.1934818004476339,0.5179622089131588,0.03391959078661077,-1.0
0.19367184211925792,0.5180311624665951,0.030606340103327332,-1.0
0.19366596882574877,0.5181648371422616,0.035040452985131025,-1.0
0.19375464354430028,0.518176298203422,0.03765361205863684,-1.0
0.1940334090992227,0.5182904959678256,0.027601076572673782,-1.0
0.1942957623285958,0.5188596166428009,0.007459152881374551,-1.0
0.19480332428057245,0.5188632208757514,0.013755458599557728,-1.0
0.1943821714597647,0.5187006287624008,0.03893663955863091,-1.0
0.19447629055975965,0.5186833947147536,0.03773655953947996,-1.0
0.19450552386214415,0.5185215894906521,0.023861630869862756,-1.0
0.19448685223754983,0.5183317141280641,0.023195548040081906,-1.0
0.19480076548351966,0.5184348965303771,0.03042886927400221,-1.0
0.19494298013146524,0.5186960345543694,0.014941151386765206,-1.0
0.19507352513684717,0.5183846052651704,0.0044898676814704355,-1.0
