Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,6.409631e-06,6.415286e-06,-2.988266,0.27184698,0.0010025008,0.27318537,0.26844478,0.27194634,0.0025913783,0.27845356,0.26599982,-2.7165942,0.17654678,-2.3768828,-3.197789,-0.0022397568,0.00946784,0.011875474,-0.025166325,-0.11242589,0.011025677,-0.06971626,-0.14587884
1,3.94009e-06,3.7614368e-06,-3.266053,0.5051132,0.00015087565,0.50514835,0.5048609,0.50400525,0.0016555556,0.5075318,0.49932057,-2.7610607,0.28048187,-2.1664035,-3.8481927,-0.011110935,0.03308482,0.05941703,-0.1361553,-0.14965382,0.023936694,-0.10735004,-0.23532666
2,1.1756846e-05,1.1457428e-05,-3.4488435,0.71587986,0.0,0.71587986,0.7156743,0.7150488,0.0033265955,0.73240125,0.7087764,-2.733169,0.24826111,-2.2337046,-3.7662878,0.0079079475,0.012106677,0.03438995,-0.012279885,-0.1240756,0.010619236,-0.101864085,-0.15860817
3,2.617654e-06,2.617e-06,-3.6292138,0.9058304,0.0,0.9058304,0.9058144,0.9058019,0.0016176662,0.9094436,0.9016596,-2.7233994,0.19071642,-2.3388307,-3.3477116,0.008190469,0.0022868235,0.014703464,0.004681937,-0.13716571,0.0073749083,-0.12414069,-0.15705094
4,7.1847153e-06,7.209842e-06,-3.8149357,1.0783864,1.1920929e-07,1.0783865,1.0783281,1.0785725,0.0026739787,1.0901206,1.0743272,-2.7366073,0.20351873,-2.3180351,-3.4262557,0.0070420625,0.003317753,0.014234567,0.0008210104,-0.13629092,0.0064063277,-0.12212861,-0.16237795
5,5.430121e-06,5.42999e-06,-3.9253297,1.2352189,0.0,1.2352189,1.2352186,1.2349446,0.002314064,1.2449455,1.2308105,-2.6901112,0.19545989,-2.1693535,-3.0221937,-0.0013482089,0.006897992,0.0057254313,-0.014204868,-0.13773817,0.004606282,-0.13258018,-0.14907995
6,1.3187888e-05,9.455232e-06,-4.11637,1.3787303,0.0,1.3787303,1.3780673,1.3755839,0.0018134438,1.3789289,1.3711764,-2.738303,0.21697158,-2.298307,-3.2806425,0.00037055148,0.009713533,0.016509786,-0.01960694,-0.12992656,0.005131376,-0.124102294,-0.15841481
7,6.6205125e-06,6.73361e-06,-4.2150917,1.5038282,1.1920929e-07,1.5038283,1.5040941,1.5037485,0.002571798,1.5150263,1.4990909,-2.7112637,0.22880211,-2.2662973,-3.4582436,0.0019058007,0.006098789,0.009632628,-0.007180595,-0.1354543,0.008957041,-0.12330011,-0.1472611
8,3.215149e-06,3.2128232e-06,-4.307068,1.6195098,1.1920929e-07,1.6195099,1.6195076,1.6190209,0.0017251252,1.6237053,1.615167,-2.6875603,0.27888003,-2.1838198,-4.21566,-0.0038702632,0.0077268006,0.0056139533,-0.012392059,-0.12743944,0.0037213252,-0.121945776,-0.13189983
9,4.0749646e-06,4.056196e-06,-4.4485116,1.7235925,2.3841858e-07,1.7235923,1.723574,1.7230687,0.0019495552,1.7265787,1.7182043,-2.7249374,0.27863863,-2.1678655,-3.8775778,-0.006445614,0.007105637,0.002132848,-0.01606262,-0.12740952,0.007963977,-0.11804996,-0.13920633
10,3.0720691e-06,3.0419617e-06,-4.5558996,1.8181669,1.1920929e-07,1.818167,1.8181419,1.8175532,0.0016417247,1.8209091,1.812409,-2.7377577,0.16816089,-2.398973,-3.0524082,0.0033431265,0.007106802,0.0121475225,-0.007063519,-0.13390927,0.0060695456,-0.12718707,-0.1436949
11,4.1832727e-06,4.211869e-06,-4.6165705,1.902197,1.1920929e-07,1.9021971,1.9021735,1.902791,0.0019571593,1.9063786,1.8977377,-2.7143967,0.23917437,-2.1746757,-3.4763188,0.00012662917,0.0024933717,0.0028526767,-0.0033524674,-0.1342109,0.0063825534,-0.12556045,-0.14186598
12,6.7933847e-06,6.7545543e-06,-4.7306585,1.9816877,0.0,1.9816877,1.9816775,1.9797665,0.0017614157,1.9841136,1.9754547,-2.748981,0.19504133,-2.3615913,-3.2232327,-0.002163775,0.0054400833,0.003004399,-0.010267887,-0.13194758,0.0030541623,-0.12705468,-0.13504836
13,4.313305e-06,4.454472e-06,-4.7893295,2.0509892,0.0,2.0509892,2.0510461,2.049779,0.001687809,2.0528095,2.0452254,-2.7383404,0.20859635,-2.3647916,-3.2454839,0.0007156469,0.004027934,0.0074426197,-0.0029922694,-0.13261168,0.0022916652,-0.13108023,-0.13656965
14,6.1507017e-06,6.2042554e-06,-4.8548994,2.114055,0.0,2.114055,2.11408,2.112998,0.0022434837,2.1220968,2.109861,-2.7408445,0.22338822,-2.2773526,-3.374095,0.0008643109,0.0064649563,0.0079773,-0.00704217,-0.14000344,0.008744096,-0.13092878,-0.14983892
15,4.5073016e-06,4.512338e-06,-4.898862,2.1704924,0.0,2.1704924,2.1705,2.170166,0.002097822,2.17865,2.1667943,-2.7283695,0.205536,-2.3577647,-3.396327,-0.002083594,0.0032792676,8.274744e-05,-0.0077360705,-0.12993371,0.006768955,-0.1210179,-0.1397959
16,1.0541849e-05,1.051236e-05,-4.9646177,2.222412,0.0,2.222412,2.2223594,2.222106,0.003232352,2.2424245,2.2175465,-2.7422585,0.20664233,-2.338111,-3.314782,-0.0044004647,0.003414686,0.0010313772,-0.0077183456,-0.13484089,0.0051459116,-0.12927516,-0.14276423
