Training step,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min
0,4.9571363e-06,6.3943417e-06,-2.9594705,0.27289373,0.00032522695,0.2748662,0.27085832,0.27294552,0.0022000754,0.28116918,0.26874658,-2.6876225,0.21134093,-2.2925982,-3.635507,-0.0025255668,0.02130404,0.0506339,-0.05576298,-0.13159464,0.017849483,-0.09333683,-0.19725117
1,6.7316637e-06,6.086224e-06,-3.2428164,0.50684655,0.00010185945,0.50695795,0.5066445,0.5049665,0.0017912295,0.5095615,0.50095046,-2.7361639,0.15106967,-2.3997512,-3.0282617,-0.00108879,0.012355494,0.026632275,-0.023716249,-0.14631283,0.013747291,-0.10677261,-0.19544508
2,1.1235371e-05,1.1039139e-05,-3.4165525,0.71823,0.0,0.71823,0.7181851,0.71602154,0.0025214774,0.7251026,0.71126634,-2.698367,0.19420137,-2.2488747,-3.138412,-0.002637374,0.010392688,0.011755729,-0.04472196,-0.13251841,0.014476871,-0.099688865,-0.17679998
3,3.5055002e-06,9.241006e-06,-3.6564133,0.90678316,0.0,0.90678316,0.9087108,0.90625924,0.001797502,0.91083103,0.9017333,-2.7496302,0.2892193,-2.29285,-4.2479553,0.00082180894,0.00489633,0.012628665,-0.010707833,-0.14789975,0.01176107,-0.12939703,-0.17624107
4,1.4835791e-05,1.4876535e-05,-3.845271,1.0795089,1.1920929e-07,1.079509,1.0795603,1.0791373,0.003833741,1.1061019,1.0743027,-2.765762,0.16584082,-2.2953959,-3.0499234,-0.0046294946,0.004991019,0.0141921155,-0.013401429,-0.13478337,0.006848217,-0.12506852,-0.15619768
5,1.7364991e-05,1.8381608e-05,-4.0116873,1.2311128,0.0,1.2311128,1.2309792,1.2348498,0.0018439951,1.2399844,1.2301681,-2.7807083,0.23469846,-2.3988214,-3.743081,0.004669397,0.005968231,0.015003759,-0.0061695245,-0.1349847,0.0033794213,-0.1293955,-0.14168584
6,3.4220584e-06,3.4265731e-06,-4.157611,1.3765104,1.1920929e-07,1.3765103,1.3765193,1.3762656,0.0018336338,1.3792425,1.3718897,-2.7811007,0.23405251,-2.2822933,-3.7071815,0.006450448,0.008065556,0.016631132,-0.0037572565,-0.13659513,0.007789269,-0.12364721,-0.14428899
7,7.158508e-06,6.8798736e-06,-4.2384024,1.504753,1.1920929e-07,1.5047529,1.5044928,1.5040872,0.0025914107,1.515185,1.4996153,-2.7339091,0.21489975,-2.2119927,-3.4095335,-0.0031243546,0.0067392536,0.002198799,-0.014692894,-0.13409793,0.006031081,-0.12725504,-0.14159615
8,5.2335554e-06,5.027248e-06,-4.3965816,1.6209382,0.0,1.6209382,1.6208547,1.6196604,0.001897511,1.6251236,1.6165483,-2.7757268,0.24908131,-2.4001195,-4.030446,-0.009130344,0.0055819983,-0.0029675835,-0.015252998,-0.13572851,0.00410214,-0.12984805,-0.1412487
9,2.0897496e-05,1.8806939e-05,-4.465402,1.7273414,1.1920929e-07,1.7273413,1.7270771,1.7232524,0.0020440016,1.7293028,1.7189108,-2.738325,0.25717998,-2.205718,-3.9065807,-0.004232528,0.0043412126,-0.00018040309,-0.011358137,-0.1317611,0.0041287555,-0.12465012,-0.13483074
10,1.292585e-05,1.2767365e-05,-4.556326,1.8152655,1.1920929e-07,1.8152654,1.8152945,1.8180044,0.0023290466,1.8256793,1.8132309,-2.7410605,0.2183394,-2.3974247,-3.6518095,-0.006354925,0.008473335,0.007932951,-0.014263926,-0.13491106,0.005695933,-0.12863617,-0.14330593
11,1.1786358e-05,1.1665497e-05,-4.6483126,1.9036322,0.0,1.9036322,1.9040034,1.9039805,0.0034154027,1.925931,1.899127,-2.744681,0.22941534,-2.2543623,-3.771423,-0.0063188593,0.008565908,0.0017935389,-0.020598784,-0.1367507,0.005816371,-0.13089812,-0.1455598
