Time,motor.m1,motor.m2,motor.m3,motor.m4,RB ID,Pos x,Pos y,Pos z,Quat w,Quat x,Quat y,Quat z
1688646410.823302
1688646410.8437164
1688646410.8641644
1688646410.8847597
1688646410.9051628
1688646410.9256322
1688646410.9462636
1688646410.9667687
1688646410.9872231
1688646411.0078716
1688646411.0283349
1688646411.0488634
1688646411.0695887
1688646411.0903888
1688646411.1112633
1688646411.1371062
1688646411.157825
1688646411.1783488
1688646411.199569
1688646411.229225
1688646411.2517545
1688646411.2722766
1688646411.2927308
1688646411.3132253
1688646411.3336885
1688646411.3542361
1688646411.3753858
1688646411.395989
1688646411.4163094
1688646411.4365306
1688646411.4567056
1688646411.4773858
1688646411.498299
1688646411.5190659
1688646411.5397842
1688646411.5603523
1688646411.5813463
1688646411.6025999
1688646411.623517
1688646411.6446867
1688646411.665991
1688646411.6868286
1688646411.7077894
1688646411.7282352
1688646411.748883
1688646411.7696347
1688646411.7907903
1688646411.818019
1688646411.8391383
1688646411.8594637,0.0,0.0,0.0,0.0
1688646411.8798082,0.0,0.0,0.0,0.0
1688646411.900027,0.0,0.0,0.0,0.0
1688646411.920293,0.0,0.0,0.0,0.0
1688646411.9405513,0.0,0.0,0.0,0.0
1688646411.9608243,0.0,0.0,0.0,0.0
1688646411.9811502,0.0,0.0,0.0,0.0
1688646412.0015423,0.0,0.0,0.0,0.0
1688646412.0217702,0.0,0.0,0.0,0.0
1688646412.041996,0.0,0.0,0.0,0.0
1688646412.0622163,0.0,0.0,0.0,0.0
1688646412.0824473,0.0,0.0,0.0,0.0
1688646412.1027277,0.0,0.0,0.0,0.0
1688646412.1229599,0.0,0.0,0.0,0.0
1688646412.1437576,0.0,0.0,0.0,0.0
1688646412.1648908,0.0,0.0,0.0,0.0
1688646412.1851964,0.0,0.0,0.0,0.0
1688646412.2054381,0.0,0.0,0.0,0.0
1688646412.2258825,0.0,0.0,0.0,0.0
1688646412.2462308,0.0,0.0,0.0,0.0
1688646412.2664397,0.0,0.0,0.0,0.0
1688646412.2868493,0.0,0.0,0.0,0.0
1688646412.3071697,0.0,0.0,0.0,0.0
1688646412.3274052,0.0,0.0,0.0,0.0
1688646412.3476584,0.0,0.0,0.0,0.0
1688646412.3681211,0.0,0.0,0.0,0.0
1688646412.3887308,0.0,0.0,0.0,0.0
1688646412.4092875,0.0,0.0,0.0,0.0
1688646412.4295208,0.0,0.0,0.0,0.0
1688646412.449898,0.0,0.0,0.0,0.0
