Time,motor.m1,motor.m2,motor.m3,motor.m4,RB ID,Pos x,Pos y,Pos z,Quat w,Quat x,Quat y,Quat z
1688565140.6421597
1688565140.6624393
1688565140.6826704
1688565140.7029178
1688565140.7231677
1688565140.7436223
1688565140.764131
1688565140.7846446
1688565140.805258
1688565140.8258686
1688565140.846377
1688565140.8672621
1688565140.8879392
1688565140.90927
1688565140.9300325
1688565140.9552753
1688565140.97617
1688565141.0011413
1688565141.0225844
1688565141.0432355
1688565141.0642855
1688565141.0853093
1688565141.1060076
1688565141.1265032
1688565141.1478364
1688565141.1684442
1688565141.1893141
1688565141.2098277
1688565141.2305367
1688565141.2509277
1688565141.271445
1688565141.291718
1688565141.312021
1688565141.3322468
1688565141.352512
1688565141.372797
1688565141.393085
1688565141.413685
1688565141.4340234
1688565141.454326,0.0,0.0,0.0,0.0
1688565141.4747539,0.0,0.0,0.0,0.0
1688565141.495098,0.0,0.0,0.0,0.0
1688565141.5153525,0.0,0.0,0.0,0.0
1688565141.5357773,0.0,0.0,0.0,0.0
1688565141.5560367,0.0,0.0,0.0,0.0
1688565141.5763779,0.0,0.0,0.0,0.0
1688565141.5966246,0.0,0.0,0.0,0.0
1688565141.6170392,0.0,0.0,0.0,0.0
1688565141.638909,0.0,0.0,0.0,0.0
1688565141.6597505,0.0,0.0,0.0,0.0
1688565141.6799498,0.0,0.0,0.0,0.0
1688565141.7001288,0.0,0.0,0.0,0.0
1688565141.7205637,0.0,0.0,0.0,0.0
1688565141.7407565,0.0,0.0,0.0,0.0,10,3.278841257095337,0.01681620255112648,2.8000075817108154,0.023766282945871353,-0.7330150604248047,-0.08123747259378433,-0.6749256253242493
1688565141.7609577,0.0,0.0,0.0,0.0,10,3.27885365486145,0.016826240345835686,2.799997091293335,0.023892013356089592,-0.7328614592552185,-0.08194585889577866,-0.6750023365020752
1688565141.781195,0.0,0.0,0.0,0.0,10,3.2788641452789307,0.01683405227959156,2.7999892234802246,0.02392747811973095,-0.7327945232391357,-0.08225739002227783,-0.6750359535217285
1688565141.801401,0.0,0.0,0.0,0.0,10,3.2788679599761963,0.016842080280184746,2.799980878829956,0.023813167586922646,-0.7327350378036499,-0.08253706991672516,-0.6750702857971191
1688565141.8216412,0.0,0.0,0.0,0.0,10,3.278864622116089,0.016840245574712753,2.7999701499938965,0.023794768378138542,-0.7327238321304321,-0.0824083536863327,-0.6750988364219666
1688565141.841985,0.0,0.0,0.0,0.0,10,3.2788662910461426,0.01683172397315502,2.799973964691162,0.023825645446777344,-0.7327245473861694,-0.08230355381965637,-0.6751097440719604
1688565141.8625479,0.0,0.0,0.0,0.0,10,3.2788641452789307,0.01683398336172104,2.7999792098999023,0.02382826991379261,-0.7327268719673157,-0.08249754458665848,-0.6750833988189697
1688565141.8829017,0.0,0.0,0.0,0.0,10,3.2788643836975098,0.016830945387482643,2.7999730110168457,0.023871056735515594,-0.7327927947044373,-0.08232881873846054,-0.6750308871269226
1688565141.9035344,0.0,0.0,0.0,0.0,10,3.278843641281128,0.016825038939714432,2.8000049591064453,0.023589832708239555,-0.7330127358436584,-0.08134586364030838,-0.6749212741851807
1688565141.9238148,0.0,0.0,0.0,0.0,10,3.2788615226745605,0.01682841219007969,2.7999892234802246,0.02385582961142063,-0.7328119874000549,-0.08197659999132156,-0.6750536561012268
1688565141.9441395,0.0,0.0,0.0,0.0,10,3.278864860534668,0.01682887226343155,2.7999846935272217,0.023815244436264038,-0.7327998876571655,-0.08218789845705032,-0.6750425696372986
1688565141.9645767,0.0,0.0,0.0,0.0,10,3.2788703441619873,0.016826480627059937,2.799978017807007,0.023870345205068588,-0.7327459454536438,-0.08219847828149796,-0.6750978231430054
1688565141.9847937,0.0,0.0,0.0,0.0,10,3.2788543701171875,0.016819674521684647,2.800004243850708,0.0236518457531929,-0.7329402565956116,-0.08118612319231033,-0.6750171184539795
1688565142.0052805,0.0,0.0,0.0,0.0,10,3.278834104537964,0.016831694170832634,2.800015449523926,0.02342940866947174,-0.7330591082572937,-0.08084186911582947,-0.6749370694160461
1688565142.0256019,0.0,0.0,0.0,0.0,10,3.278864860534668,0.016829365864396095,2.799984931945801,0.023797599598765373,-0.7327747344970703,-0.08202355355024338,-0.6750904321670532
1688565142.045801,0.0,0.0,0.0,0.0,10,3.278874635696411,0.016831321641802788,2.7999887466430664,0.023834556341171265,-0.7327322363853455,-0.08244995027780533,-0.6750832200050354
1688565142.0661852,0.0,0.0,0.0,0.0,10,3.2788777351379395,0.01682933233678341,2.799983263015747,0.023875273764133453,-0.7327168583869934,-0.08232413977384567,-0.6751139760017395
1688565142.086484,0.0,0.0,0.0,0.0,10,3.2788798809051514,0.01682838797569275,2.799980401992798,0.02381713129580021,-0.7327719926834106,-0.08222712576389313,-0.6750679612159729
1688565142.1066792,0.0,0.0,0.0,0.0,10,3.2788751125335693,0.016833152621984482,2.799978733062744,0.02387748286128044,-0.7327695488929749,-0.08246680349111557,-0.6750391721725464
1688565142.1269352,0.0,0.0,0.0,0.0,10,3.278851270675659,0.016826031729578972,2.7999937534332275,0.023555811494588852,-0.7330068945884705,-0.08125875890254974,-0.6749392747879028
1688565142.1471822,0.0,0.0,0.0,0.0,10,3.278862714767456,0.01683272235095501,2.7999825477600098,0.023649629205465317,-0.7328774929046631,-0.08200839161872864,-0.6749858856201172
1688565142.1674168,0.0,0.0,0.0,0.0,10,3.27887225151062,0.016835607588291168,2.7999775409698486,0.023794597014784813,-0.7327592968940735,-0.0823112428188324,-0.6750723123550415
