Time,Roll,Pitch,Yawrate,Thrust
1691136585.428434,-2.6937196,-0.29814962,0.8600806,35245.574
1691136585.4507618,-1.6628679,0.44721904,2.9458294,37230.676
1691136585.4734106,-3.0695438,0.4081568,2.5160782,43954.78
1691136585.496247,-2.9099302,-4.001394,-3.0803301,33031.48
1691136585.5185199,-0.54686546,-5.0729475,-0.15867586,40349.03
1691136585.540716,-3.2354102,-4.530513,-1.8279736,43034.766
1691136585.5650651,-2.013611,-0.40172502,4.2445755,40969.754
1691136585.5874865,-2.4606082,-0.123146795,1.5467447,33464.613
1691136585.60996,-2.6489697,-0.9581349,4.352392,39084.207
1691136585.63298,-1.4890151,-4.092074,3.489734,41624.812
1691136585.6552494,-3.192101,-3.059346,3.955832,33202.027
1691136585.6776392,-0.4075403,-5.4660573,1.2559212,34009.926
1691136585.7002418,-0.19916174,-0.28783718,3.809739,39207.496
1691136585.730554,-1.1321026,-0.33662724,-1.6222337,41689.945
1691136585.7577422,-1.8997979,-0.9704036,-1.917365,35600.246
1691136585.7813423,-0.76612043,0.5918466,3.9864273,37637.47
1691136585.804674,-1.2018567,-0.9702615,-1.1535972,41943.44
1691136585.827004,-3.2792041,-1.9097518,-2.4922931,39583.164
1691136585.8497615,-2.003349,-3.5159805,1.5594267,39508.656
1691136585.872438,0.7649679,0.2802012,-2.8732033,35586.234
1691136585.8957107,-1.762803,-4.9431877,-4.221598,39671.625
1691136585.918351,-3.3410344,-2.5233629,0.37903443,34454.18
1691136585.9408917,-3.030648,-1.7551314,-1.6015414,43883.434
1691136585.9652793,0.121029995,-1.069611,-2.988873,33561.805
1691136585.9881024,0.36877412,-4.583795,-2.3493712,42665.734
1691136586.0101848,-3.2369215,-1.7117147,-3.3575213,33092.715
1691136586.0326428,0.7551624,-3.9814525,2.4697125,43047.383
1691136586.0551834,-0.04509521,-2.314344,-1.0927646,41449.707
1691136586.0775733,0.5510042,-1.6815255,-3.4068046,44219.297
1691136586.1024363,-0.47060838,-0.023437187,3.9154768,43254.453
1691136586.1248946,0.34955093,-0.5691864,-0.10687504,37252.094
1691136586.1492646,-1.1723952,-4.178268,-2.0672061,43180.895
1691136586.1717741,-3.2535243,-4.9663706,3.4765518,36718.523
1691136586.1947072,-0.10413264,-1.9394968,-3.6938572,42106.48
1691136586.2171488,-1.5681152,-0.7762667,1.0266986,36305.17
1691136586.2395766,-3.4808998,-1.060122,-1.6972194,35494.613
1691136586.2631047,-1.035558,-2.2793398,-2.6724844,42659.492
1691136586.2857628,-2.3873196,-4.4779997,-1.0014287,36507.33
1691136586.3100233,0.7163149,-3.963633,2.3214586,35251.082
1691136586.332722,0.73891306,0.4266539,3.0117836,39880.04
1691136586.355488,-2.6684608,-0.024506776,3.5684712,37229.223
1691136586.378186,-1.5982966,-2.689703,3.5743794,37317.22
1691136586.4005597,0.44378096,-2.2492576,4.4895062,34886.66
1691136586.423774,0.1814656,-4.8025265,-2.563834,37050.973
1691136586.449219,0.4358885,0.26950997,-4.3088818,41268.992
1691136586.471716,-3.1605036,-4.116236,3.985819,33297.445
1691136586.4945242,0.4335442,-3.2764146,-2.1991403,33756.324
1691136586.5168974,-1.9499112,-3.857513,3.6238732,39973.39
1691136586.539208,0.4182841,-5.043628,-1.426102,42262.918
1691136586.5621035,-1.9693139,0.09397702,2.9241538,42212.195
1691136586.5846756,-3.6387563,-2.5079482,-0.63232875,35267.523
1691136586.607118,-1.8626118,-4.046928,-3.5899498,35903.746
1691136586.6335003,-1.6279054,-0.7932557,0.64992815,41675.3
1691136586.6560466,-1.8460459,-1.2288663,2.1099737,35631.543
1691136586.678714,-1.0465467,-4.8037267,4.1244035,39441.71
1691136586.7014039,-2.0186458,-3.9118097,-0.56536573,40677.453
1691136586.7250097,-1.7946316,-2.9865792,1.6229242,44079.516
1691136586.7484348,0.38818163,-0.95266855,3.4926376,35348.16
1691136586.7713594,0.02813541,-5.167538,2.3959906,38082.227
1691136586.7937183,0.42884445,-4.885719,-3.8454566,35464.344
1691136586.8160353,-3.2173138,-5.1446085,1.9052588,38753.316
1691136586.8395047,-2.0349402,-1.4554877,1.5807049,35606.117
1691136586.8634121,0.46488905,-3.7508454,-2.0406857,32999.492
1691136586.88664,-2.3566175,-4.6970296,2.7279067,41947.715
1691136586.9093118,-1.3667172,-2.042647,-3.895071,41445.84
1691136586.9323778,-0.1669939,-3.339784,-2.54631,34035.8
1691136586.9547231,-0.7444989,-4.842026,0.6003047,36079.016
1691136586.978063,-3.4006023,0.59970266,-2.4161475,42130.375
1691136587.0005033,-0.9685256,0.3609495,3.1008887,33708.223
1691136587.0232913,-2.4174197,-2.799041,-3.4004304,41511.14
1691136587.0495195,-2.5159512,-5.0795474,3.9123049,36114.043
1691136587.0734065,-3.1662395,-1.3643546,-0.14290853,33660.777
1691136587.097428,-2.6656156,-1.726226,2.1348412,36319.26
1691136587.119857,-1.3060106,-3.7691383,3.212612,41344.168
1691136587.1424549,-0.24850878,-0.08091907,2.8337636,43117.094
1691136587.1655138,0.12418932,-4.154023,1.1541356,39981.344
1691136587.1880357,-1.0360827,-4.05762,2.0342798,37093.656
1691136587.2101882,-0.14706865,-4.7131133,-1.2397764,39553.21
1691136587.2329974,-2.6606812,-4.004019,3.9791048,39586.176
1691136587.257691,-2.927801,-1.9741975,-1.154311,36812.85
1691136587.2810066,-0.9635082,0.46791595,-0.26803973,38602.203
1691136587.3040078,-2.2647696,-3.2344992,4.0160933,39727.098
1691136587.326136,-0.72692114,-0.87354153,3.9336812,39027.418
1691136587.348981,0.7632753,-2.9154255,-1.8175418,37852.445
1691136587.3723602,-0.348295,-1.3833723,0.029090283,41142.656
1691136587.3955524,0.16252929,-5.514565,1.7030728,35786.645
1691136587.418271,-2.8235145,-5.0573177,1.6600212,38395.453
1691136587.4420469,0.73616666,-1.3814282,2.3863273,36448.99
1691136587.4657297,0.4456973,-4.560688,2.1286519,33899.863
1691136587.4883156,0.7069789,-4.937481,-4.393728,44088.49
1691136587.5120056,-2.954162,-4.9088154,-3.0605633,35640.6
1691136587.5347793,-2.448897,-1.202691,-2.3779774,42251.844
1691136587.5573404,-3.3390248,-5.5413723,-1.5840479,34397.457
1691136587.5814104,-2.793041,-3.8232465,-2.9391503,43845.312
1691136587.6043117,-3.1109877,-5.177891,-4.417292,42285.934
1691136587.6289575,-0.32612008,-5.4485254,0.8290124,41814.17
1691136587.6515665,-2.1324456,0.36528513,-2.1893506,33062.562
1691136587.6739573,-1.8986621,-0.78846097,-3.7872977,36443.746
1691136587.698453,-0.35351494,-2.108433,0.67675394,41562.32
1691136587.7218122,0.47045854,-3.3138213,2.2530944,43777.094
1691136587.7486238,-0.6140795,-3.8104632,-1.0480446,37124.855
1691136587.7713692,-1.3558583,-3.5891278,-4.540274,36194.99
1691136587.7941744,-0.8246714,-4.921901,3.0206258,43022.23
1691136587.8169549,-0.9281484,-2.690807,-3.4337416,44047.45
1691136587.839711,0.2756706,-4.449927,0.29274523,34941.02
1691136587.8663568,-0.95321554,-1.5544695,1.4663545,41642.64
1691136587.8898416,-1.9895937,-4.0100164,-0.94587624,40339.12
1691136587.91344,-3.4700892,-3.3471859,-4.3685093,33039.707
1691136587.9362817,-1.9754025,-2.7409806,-3.0417755,33626.32
1691136587.9584556,0.79346496,-1.8023213,-1.0766782,35223.9
1691136587.9813077,-1.5329065,-1.3855132,-1.0057276,39688.727
1691136588.0038888,-3.3772318,-2.29228,-3.8319316,33068.168
1691136588.026353,-1.5039062,-0.8864671,-3.741359,34428.23
1691136588.048586,-0.43424597,-3.1602786,-4.4233747,37933.527
1691136588.071025,-0.73449624,-4.9604754,0.7182549,37660.14
1691136588.094538,-1.5668477,-3.1758919,4.3193593,35976.68
1691136588.117825,-2.3231535,-3.2653322,3.5483403,34179.195
1691136588.1406682,-0.17581062,-4.435388,2.4293797,39869.88
1691136588.1642263,-2.1526728,0.26019713,-2.2179568,35600.0
1691136588.186968,-3.2989163,-1.1224703,3.85497,39018.676
1691136588.2092772,-0.8346243,-5.5311747,-4.4833183,43320.742
