Time,Roll,Pitch,Yawrate,Thrust
1690985442.3911939,-1.2263136,-3.913738,1.3666054,35508.973
1690985442.41614,0.35809028,-4.236639,-3.5517557,27656.13
1690985442.438882,0.7717463,-2.5385149,-4.5432444,34908.145
1690985442.4617403,-1.3788371,-0.100029506,1.7408363,35093.52
1690985442.4839838,-0.24595702,-2.6882832,0.44393867,30348.01
1690985442.5061495,-3.359293,0.23005344,2.7361984,32978.14
1690985442.5290685,0.7983327,-4.327751,-3.899139,33635.777
1690985442.5527008,-0.65805984,0.38782805,2.6205573,27854.918
1690985442.5750377,-1.6919184,-4.072113,2.1024728,29925.105
1690985442.5992062,-0.42985567,-5.0237074,1.2710856,28365.541
1690985442.621859,-0.17163119,0.2947088,4.330178,34992.465
1690985442.6468534,0.6640549,-5.312103,-0.668514,32089.184
1690985442.669557,-0.45989248,-5.112897,4.201309,36104.56
1690985442.6925309,-1.228077,-5.0440392,-4.2981076,31864.299
1690985442.7157137,-2.499046,-5.173213,0.9855822,27278.172
1690985442.738346,-0.094907,-0.6134486,-2.6537805,34684.13
1690985442.761074,-0.07166411,-0.15379712,3.7391129,35196.855
1690985442.7833571,0.5861261,0.24554868,0.2079743,33121.824
1690985442.8055468,-2.1520393,-3.309146,-1.9575919,35274.395
1690985442.828212,-0.9819711,-4.256692,3.3321056,27960.578
1690985442.8513227,-0.53380525,-1.2763357,-2.6499896,34502.434
1690985442.8738644,0.4106506,0.00036399334,-4.1018767,28160.602
1690985442.8976607,-0.05141897,-2.6097507,3.1839414,32194.771
1690985442.9205055,-0.6589029,-0.8282254,-0.12103362,27795.322
1690985442.9433632,0.71780497,-3.8394892,-0.1995309,28866.742
1690985442.9664931,-1.6046934,0.5055315,-2.925597,36117.63
1690985442.9903922,-3.5828872,-4.683492,2.3367136,33340.02
1690985443.0164769,-1.4011124,-5.4597797,-4.288181,30532.959
1690985443.0398293,0.24863401,0.6373331,-0.29356024,28445.26
1690985443.0643325,-3.6934595,0.4506467,-0.6660904,36858.535
1690985443.0877292,-2.828126,-4.012408,-1.1445185,30579.734
1690985443.1102626,0.29049572,-4.225739,4.3302116,30197.197
1690985443.1331124,-1.429559,0.4941183,-0.7326427,28956.877
1690985443.1552408,-0.131444,-2.94671,-3.9321752,29158.996
1690985443.1779444,-2.576876,-0.90869534,0.058685385,27594.096
1690985443.2004714,-2.348276,-0.9522946,-2.8960588,31707.145
1690985443.22354,0.10171919,-3.3863494,3.1489744,29920.098
1690985443.2458572,-3.7588832,0.5021559,1.417194,33978.816
1690985443.2683094,-3.1899238,-0.731947,2.209002,34149.82
1690985443.290811,-2.6113682,-1.4471964,-4.487337,28721.133
1690985443.31481,-0.11768648,-4.0582843,4.000174,32104.67
1690985443.3372793,0.15927596,-4.234402,-3.6891162,31428.434
1690985443.3599577,-3.0582902,-3.8311944,4.4999113,33432.74
1690985443.383427,-0.20730212,-4.2670507,0.42269194,32869.914
1690985443.4060223,-2.7799037,-1.9983517,-0.93326706,27451.594
1690985443.4319644,0.056843527,-3.8162255,0.7917031,35216.605
1690985443.456106,-0.83146584,-0.7962129,3.7907481,36195.688
1690985443.479764,0.57993954,-4.7804832,-1.8857645,30012.865
1690985443.5023987,-0.5953061,-1.2188694,4.1714034,34121.48
1690985443.524661,-2.9507113,-3.6698353,-1.0381062,34111.18
1690985443.5487163,-0.33317983,-1.8071172,0.25118038,28440.145
1690985443.5709753,-1.8225176,-5.43585,-0.60330904,35755.844
1690985443.5930521,0.8438042,-5.014334,1.0953629,29624.426
1690985443.6154351,-0.44056824,-5.049322,-0.9160192,32164.586
1690985443.6377482,-2.6588206,0.1466855,-4.358626,31950.062
1690985443.6599967,-2.7128541,-0.07747761,0.7790972,35005.633
1690985443.6827033,-3.5097044,-4.4123325,-0.99085194,32089.514
1690985443.7069378,-3.2865167,-4.9012938,-0.8017445,32331.299
1690985443.7317514,-1.4604489,-1.8824464,-1.3715799,34501.465
1690985443.7538712,-1.8788333,0.08548971,-3.994347,33770.25
1690985443.7774408,-2.9001274,0.10405733,2.1822343,27575.72
1690985443.7999961,-0.66353774,-4.051666,-3.6898048,28225.389
1690985443.8230336,-0.2955142,0.4959789,2.7375257,32889.2
1690985443.8458366,-2.1462157,-4.564568,-3.0792525,33371.53
1690985443.8681915,-1.8330344,-3.6391912,2.6259735,35628.293
1690985443.890452,-3.2109156,-1.0614119,3.157332,31195.85
1690985443.9138591,-0.75147736,-3.4036155,2.499689,33350.816
1690985443.9359884,0.794597,-3.9005463,-4.5592217,34361.758
1690985443.9582846,0.75823325,-3.923557,-2.307968,32577.943
1690985443.9829714,0.52947646,-0.36272156,-4.390736,28422.22
1690985444.0068767,-1.801424,-3.617627,1.1158239,33508.094
1690985444.031289,-3.4549577,-0.7896052,3.3947823,34393.12
1690985444.0540435,-2.225363,-2.476932,-4.009874,36815.836
1690985444.0770342,-2.5015187,-4.860053,0.78652763,28172.08
1690985444.099668,-2.9424868,-1.5138218,-4.507158,29870.416
1690985444.1241388,-0.87886983,-5.008605,-4.484442,28201.916
1690985444.1483774,-2.2614732,-5.074567,-0.56912124,32516.244
1690985444.1716492,-0.891682,0.40175065,-1.0273666,35338.363
1690985444.1945238,-3.014672,-0.22138357,-2.2828925,30309.559
1690985444.220869,-1.2462858,-1.8685703,1.3309348,34205.87
1690985444.244045,0.25683784,-0.7900988,2.2229881,27888.344
1690985444.2669399,-2.2600307,-1.7598441,-3.6167896,28579.977
1690985444.2898343,-0.1906871,-4.6869383,-4.283552,28819.252
1690985444.3119817,-2.3291457,-5.374743,3.3595207,27745.729
1690985444.3345392,-3.0160034,-4.661045,3.2593102,32175.299
1690985444.3570142,0.88591677,-3.602946,0.7598203,34879.074
1690985444.3797493,-1.1801578,-5.257594,-2.7221627,34964.598
1690985444.4041352,-2.046241,-1.5942886,-1.6177497,32205.08
1690985444.4271376,-1.6005652,-5.21912,0.1677262,32830.62
1690985444.4511406,-1.3936567,0.25561613,-0.77725756,33628.918
1690985444.4751248,0.1428804,0.18441822,0.17694053,31363.627
1690985444.4998207,-2.298075,-1.4257401,3.4892087,29865.002
1690985444.5228217,-3.5392892,-0.2858249,-1.5744796,27940.059
1690985444.5455985,-3.0148082,-5.240971,3.0673833,28741.936
1690985444.5681694,0.63253486,-0.39168856,-4.1090326,29470.777
1690985444.5909252,-2.0596364,-2.0356758,4.203625,36019.76
1690985444.6165185,-0.45848984,-4.680598,3.756518,34466.414
1690985444.6398315,-0.030798329,0.4328404,-0.59713894,28455.123
1690985444.662505,-3.6248078,-0.61800206,-3.4715874,33578.76
1690985444.6851902,-3.5412724,-1.8900423,2.4802396,32174.838
1690985444.7107484,-1.722111,-0.12750988,3.7449665,33447.824
1690985444.73473,-1.7690184,-0.8708836,0.16924524,35462.344
1690985444.757119,-2.1462216,0.08780056,3.5875921,36809.312
1690985444.7806633,-3.2872043,-3.9236205,-0.17777504,32936.734
1690985444.803066,-3.3676124,-0.6200748,-1.6599903,29828.727
1690985444.8258045,-3.2003577,0.05430142,-0.6326086,29906.207
1690985444.8489783,0.58230036,-0.0044467365,-3.890655,34489.992
1690985444.87152,-0.63143235,-0.8522479,2.1724083,27955.037
1690985444.8945374,0.6469766,-1.4212415,2.3959732,30422.145
1690985444.9180117,-2.108429,-1.5468479,2.2327864,32684.316
1690985444.9410944,-3.1275177,-3.2064579,0.26636213,27969.256
1690985444.9650633,-0.25137338,-3.8387153,-3.3508565,31693.348
1690985444.9876335,-2.1109421,-1.1455353,-1.963938,29064.883
1690985445.0110388,-3.1931665,-0.9486262,-3.2312403,29324.322
1690985445.0340972,0.009708028,-4.218349,3.9069638,31272.72
1690985445.057448,-2.2358603,-5.280238,-0.2792326,32664.309
1690985445.082844,0.09887663,-2.0932643,-0.6767923,36758.824
1690985445.107341,0.4210271,-1.9610206,2.846433,32480.639
1690985445.130702,-0.07301734,-5.2639284,-1.9064459,33696.71
1690985445.1529882,-3.677449,-0.8341442,-4.447736,28880.072
1690985445.1760373,-2.5311747,0.054089624,0.81483454,28793.51
1690985445.1994464,-0.3020336,0.0036255715,2.7436273,31528.465
1690985445.2219825,0.65176487,-4.257402,-2.3735754,29445.154
1690985445.2447407,-0.41028756,-4.393633,2.3159988,36747.715
1690985445.268272,-0.61315894,-2.1636226,-1.79598,29351.127
1690985445.2910612,0.18716523,0.08102288,4.063147,30978.338
1690985445.316896,-3.0017817,-2.8357213,-0.57866454,35873.996
1690985445.3395662,-2.5614066,-3.1011126,0.5646972,30699.531
1690985445.361784,0.6842599,-2.8470066,-3.6451674,33975.562
1690985445.384031,0.50000113,-3.3990788,1.8374069,35566.867
1690985445.4078724,-2.2844357,-0.1848087,-0.27982676,34040.133
1690985445.4312348,-0.5392212,-1.9916035,-2.938245,28241.402
1690985445.4532654,0.24792242,-3.5817046,4.4446692,36683.105
1690985445.475674,-2.8677566,-1.2836996,3.8494256,36032.156
1690985445.4985375,-1.6325381,-2.0338442,1.3786024,31457.617
1690985445.5210736,-3.4200668,-0.28253663,0.31210846,33531.137
1690985445.543199,-1.4169174,-4.1425157,-0.110688105,32564.744
1690985445.5651646,-3.159618,-0.38136363,4.003841,34812.37
1690985445.5889392,-2.5599496,-1.7631923,1.2602385,33114.273
1690985445.6111898,0.37966475,-3.7127287,-3.4871926,32670.045
1690985445.6333494,-1.7230493,-1.7893614,0.08162685,33544.723
1690985445.6560166,-0.6039196,-3.1337326,-3.0031323,34098.12
1690985445.678589,-2.973537,-0.6243367,-2.9541323,33220.543
1690985445.7026176,0.15345883,-3.902408,2.6306624,36657.582
1690985445.725332,-2.434941,-0.5276161,-3.613129,30404.299
1690985445.7502408,0.10279662,-3.6030447,-3.9797606,31537.842
1690985445.7756329,-0.6882458,-2.5708637,0.23286998,35083.266
1690985445.8008943,-0.5546484,-2.1154315,3.5671268,35427.344
1690985445.8234332,0.9418629,-1.6577811,4.469434,29724.693
1690985445.8458807,0.43803367,-4.450978,-3.7464206,36183.613
1690985445.86866,-3.4333332,-1.470878,2.3942704,27995.209
1690985445.8910716,-1.3076302,-2.1244109,1.0498562,27402.936
1690985445.9148412,0.21151641,-2.5196788,2.0632381,33721.023
1690985445.9370816,0.117532864,-1.468575,-2.4157445,29155.627
1690985445.9591568,-0.45122504,-3.9610324,4.1346903,30151.84
