Time,Roll,Pitch,Yawrate,Thrust
1690983944.2008934,0.53362036,-1.4094013,-2.0768688,32294.365
1690983944.223116,-1.4228685,-4.038956,3.0633385,30937.498
1690983944.2456691,-2.6162462,0.2599456,-1.070764,31042.512
1690983944.270731,-1.6881651,-1.4529623,3.9473095,35415.484
1690983944.2929444,-1.7310516,-2.2778413,-0.5423994,28820.625
1690983944.3153222,0.11881113,-3.0081894,-3.9174519,36772.28
1690983944.3389683,-3.6963289,-2.9996023,-2.2025397,35348.047
1690983944.3624418,-0.60581195,0.1931272,4.1224523,34899.58
1690983944.3849607,-0.6848267,-1.2582597,2.326361,29937.637
1690983944.4078646,0.6751506,-4.794039,3.304345,29867.521
1690983944.4337354,-0.99549836,-3.8977575,0.020630945,31633.105
1690983944.456174,-3.523907,-2.4056363,0.73172325,28742.443
1690983944.4782279,-0.6425392,-4.8034024,-2.1646192,31876.912
1690983944.5014024,-0.22802731,-1.8851342,-4.2973747,30456.438
1690983944.5252995,-2.9839358,-2.340524,-0.93388546,32290.467
1690983944.5483596,-1.2223336,-4.7085767,-4.1098914,33912.38
1690983944.5716603,-0.4175205,-2.8941934,0.9967498,27600.576
1690983944.5948374,-3.4936273,-5.245672,-1.5982515,36110.758
1690983944.6180153,-2.688499,-3.9999325,3.5974684,30313.193
1690983944.6409411,-2.9241943,-0.8072695,4.0581055,31543.635
1690983944.6638682,-3.766656,-4.438058,-3.4727461,34013.637
1690983944.6870065,-3.0019114,0.09075481,-1.4628897,28232.818
1690983944.710397,-2.3602936,-3.066256,3.0616713,32850.062
1690983944.7338464,-1.61392,-3.9533126,0.5404767,27936.059
1690983944.756671,-2.7972295,-1.5490218,1.3431227,35491.93
1690983944.7793002,-0.6814516,-4.4980135,4.3223753,33300.867
1690983944.801944,-3.281948,-2.2623715,-0.08106534,31673.766
1690983944.8255174,-0.16042578,-1.5090652,-0.23816107,34238.844
1690983944.8481646,-3.4594126,-0.059247185,1.1501927,28763.967
1690983944.8706775,0.23424754,-1.1878662,0.082749836,27921.832
1690983944.893468,-0.13073681,-1.3744187,-2.521303,27603.83
