Time,Roll,Pitch,Yawrate,Thrust
1690877546.8354204,[ 1.2806991e-01 -7.4152440e-01 -3.6403875e+00  3.3223508e+04]
1690877546.8600013,[-6.3077819e-01 -2.4186983e+00 -2.8685033e+00  3.2478314e+04]
1690877546.8869631,[ 6.7814380e-01 -1.2533678e+00 -4.6460853e+00  3.6397371e+04]
1690877546.9098442,[ 3.8595510e-01 -3.5861459e+00 -4.1199379e+00  3.0644406e+04]
1690877546.9349651,[ 6.5396500e-01 -4.7798743e+00 -3.6305246e-01  3.0865359e+04]
1690877546.959179,[ 3.1129873e-01 -3.5006809e+00 -1.1639944e+00  3.0147416e+04]
1690877546.9824672,[-1.1282970e+00 -1.8101715e+00 -7.1692061e-01  3.6902527e+04]
1690877547.005852,[-2.5017295e+00 -3.0463169e+00  2.2895043e-01  2.8781182e+04]
1690877547.0294669,[-5.0632071e-01  3.5493517e-01 -3.0480976e+00  3.1956057e+04]
1690877547.060496,[-1.6316986e+00 -1.2211015e+00 -3.2943149e+00  3.2004211e+04]
1690877547.08557,[-2.3959715e+00 -4.4956293e+00  3.4028907e+00  3.0498648e+04]
1690877547.1080303,[3.1769389e-01 3.0788031e-01 3.6774969e+00 2.9165135e+04]
1690877547.1310947,[-1.9621694e+00  1.5162796e-01 -4.2060924e+00  3.5102723e+04]
1690877547.1541731,[-3.2475877e-01 -2.0182316e+00 -3.4399869e+00  3.4959719e+04]
1690877547.1773126,[-3.4174480e+00 -5.2019367e+00  4.0827498e+00  3.1358043e+04]
1690877547.2030551,[-2.2383063e+00 -6.1266828e-01  4.2959046e+00  3.1060107e+04]
1690877547.2259085,[-6.4967996e-01 -4.7289972e+00  2.4519515e+00  3.6760484e+04]
1690877547.248574,[-3.4603188e+00 -2.5255936e-01 -1.5814300e+00  3.3681730e+04]
1690877547.271348,[-2.3852170e+00 -2.3397012e+00 -5.7607859e-01  3.6281719e+04]
1690877547.2943306,[ 2.5541720e-01 -5.3093920e+00 -3.4507048e+00  3.3095910e+04]
1690877547.3187315,[ 4.1664183e-01 -4.0400615e+00  2.6932564e+00  3.5668016e+04]
1690877547.3417115,[-1.9188358e-01 -2.4460008e+00  2.7543089e+00  3.6165250e+04]
1690877547.3651989,[-3.3798182e+00 -3.4174473e+00  2.1768019e+00  3.2248150e+04]
1690877547.3885899,[-6.1142266e-01  5.7132488e-01 -2.5282385e+00  3.0523688e+04]
1690877547.4118304,[ 7.6054084e-01 -4.0216875e+00  3.3492408e+00  3.4311516e+04]
1690877547.435433,[-1.9072608e+00 -3.9578047e+00  7.4880672e-01  3.1439363e+04]
