Time,Pos x,Pos y,Pos z,Vel x,Vel z,Quat x,Quat y,Quat z,Quat w,Ang vel x,Ang vel y,Ang vel z,Ang vel w,motor.m1,motor.m2,motor.m3,motor.m4,battery,goal pos x,goal pos y,goal pos z,goal vel x,goal vel z,goal quat x,goal quat y,goal quat z,goal quat w
1690973732.6135619,3.9680423654216943,-5.0,1.9470699554083635,5.0,5.0,3.618248545093141,5.0,2.614615450071751,-5.0,5.0,5.0,5.0,5.0,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.0660496,3.9680030764456236,-5.0,1.9471290376282306,5.0,5.0,3.6400598801817097,5.0,2.615279191113575,-5.0,-0.009700239487961674,-0.001955405413582655,0.004210665187430022,0.0016096078487954667,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.0884793,3.9679070367263405,-5.0,1.9471515451405614,5.0,5.0,3.6405864855109082,5.0,2.6127902978856095,-5.0,-0.011819799968191463,0.0043945413727073035,0.012785028406747837,0.00935981083433439,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.1115513,3.9679419602606254,-5.0,1.947137477945355,5.0,5.0,3.6446217439867885,5.0,2.61253250802881,-5.0,0.0016501839380547436,0.0020762019090739612,0.0049990663355472115,0.0062753544167983705,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.1342773,3.9679288639352683,-5.0,1.9471824929700157,5.0,5.0,3.6311194935783275,5.0,2.619267064519394,-5.0,0.0364475918929945,-0.0013889238798970658,0.026996749174313817,0.0013435419514347424,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.1568193,3.967950691144196,-5.0,1.9471627988967264,5.0,5.0,3.64337367862348,5.0,2.6151690198695103,-5.0,0.03286349825087273,0.002076125893856493,0.018356049171247803,0.006688737458521181,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.179289,3.967950691144196,-5.0,1.947165612335768,5.0,5.0,3.6338352627329646,5.0,2.612447301697194,-5.0,0.02334189419491961,0.00547352242747723,0.013782318612094687,0.009355152251153747,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.2030506,3.9679899801202674,-5.0,1.947185306409057,5.0,5.0,3.6260871293290404,5.0,2.616310350540773,-5.0,0.013927365767228656,-0.0027253857963281817,0.01673470945397131,0.0012149215013723517,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.2257276,3.967920133051697,-5.0,1.947157172018644,5.0,5.0,3.644861872894544,5.0,2.610113625098797,-5.0,0.058006103417290115,0.003011877198403977,0.02574785607306298,0.006655510632845922,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.2482216,3.967933229377054,-5.0,1.9471093435549416,5.0,5.0,3.639243578498539,5.0,2.6124652113082982,-5.0,0.007746940193757259,0.006962041932436871,0.012343992508370996,0.01161401835147364,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.2708688,3.9679594220277674,-5.0,1.9470980897987766,5.0,5.0,3.6295480689300526,5.0,2.611031899704492,-5.0,0.023323283005464532,0.0011910783601327504,0.009111760483361382,0.005792035638191801,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.2931218,3.96804673086348,-5.0,1.9469574178467113,5.0,5.0,3.60777917840665,5.0,2.6033758123152846,-5.0,0.06971629385400452,0.012050455642426374,0.030928427685903724,0.019939137258223577,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.3154562,3.9678764786338405,-5.0,1.947075582286446,5.0,5.0,3.645703348595675,5.0,2.603020333670645,-5.0,0.13312283539629677,0.006237839219400649,0.005353682490005715,0.01206585170991984,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.3383718,3.9679681529113386,-5.0,1.9471177838720657,5.0,5.0,3.6252640950596704,5.0,2.615840901643654,-5.0,0.06316168451508146,0.00773708247827909,0.04819723703599013,0.014759002292557935,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.3608074,3.9679681529113386,-5.0,1.9470868360426112,5.0,5.0,3.6491136474396275,5.0,2.612313250971658,-5.0,0.07761755718294532,-0.001297348247050905,0.016447929603583336,0.0023590508806816896,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690973733.383451,3.9679114021681254,-5.0,1.947103716676859,5.0,5.0,3.6457555505321437,5.0,2.609638206331309,-5.0,-0.0009839056392285956,-0.002032538162543155,0.013442618958631025,0.0009118352898255455,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,1.8960292598902548,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
