Time,Pos x,Pos y,Pos z,Vel x,Vel z,Quat x,Quat y,Quat z,Quat w,Ang vel x,Ang vel y,Ang vel z,Ang vel w,motor.m1,motor.m2,motor.m3,motor.m4,battery,goal pos x,goal pos y,goal pos z,goal vel x,goal vel z,goal quat x,goal quat y,goal quat z,goal quat w
1690896024.7274761,3.6205182757517034,-5.0,5.0,0.24141361556013352,5.0,2.6808676902158677,1.3308318764397444,2.0144546130986347,-0.9430180234460134,0.004341856575737263,4.05500625582829,0.12615359116395133,0.9908506572887821,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.1504178,3.6203523889638496,-5.0,5.0,5.0,5.0,2.6960353775451034,1.3310772606254542,2.013465242764012,-0.9433323373786513,-0.010761167392790993,-0.0031575339042579213,0.004278797924773607,0.00015902981546077815,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.1725886,3.6204615250084906,-5.0,5.0,5.0,5.0,2.6183243549853974,1.3260118299347348,2.1325978049657275,-0.9405355080139801,0.28905071520237907,0.029042849896608873,0.42810269874506823,0.01315619596141903,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.1947684,3.620334927196707,-5.0,5.0,5.0,5.0,2.6337801774891973,1.3273906553591983,2.047186869610852,-0.9396471476774224,0.04622333579967536,0.005521577574744373,0.30715673821434814,0.004222580037969845,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.217227,3.6202170602684953,-5.0,5.0,5.0,5.0,2.745670003263447,1.3278580538081688,2.0080451431853623,-0.9392500204930714,0.41730713366650396,-0.0002939599540150214,0.14182212715552955,0.0019179129551921696,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.2397285,3.6200773661313552,-5.0,5.0,5.0,5.0,2.656414302912853,1.3253925269898486,2.113291244195638,-0.9392349635382145,0.3279058070348869,0.012196467501977028,0.3720667028629859,0.0001518230242037231,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.2623656,3.619928941110644,-5.0,5.0,5.0,5.0,2.7159730046224446,1.3234411384653963,2.1455659915514724,-0.9379268905850203,0.21406082623683073,0.008970120861513458,0.1168673199712153,0.006085462521279468,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.2858863,3.6200773661313552,-5.0,5.0,5.0,5.0,2.7400705405940555,1.3271920110183857,2.0628181610962097,-0.9400875636069871,0.07495142011620824,0.019357788594854666,0.2824964635764555,0.00963011517947635,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.3093185,3.620125385990997,-5.0,5.0,5.0,5.0,2.6958643796130266,1.3319594751978863,2.0019976645025856,-0.9440908314795683,0.14850064800382112,0.025387114763486193,0.20804640827579696,0.017713545670211522,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
1690896025.332081,3.620221425710281,-5.0,5.0,5.0,5.0,2.657196405009609,1.3291550845040623,2.0685595482437553,-0.9425399651293065,0.132426016145178,0.014105469104667197,0.23399960031146722,0.007117921062619529,-5.0,-5.0,-5.0,-5.0,5.0,3.1528362740207534,-0.4756364241854322,1.738555994721973,0.01120652012194389,0.06055744369355465,2.5666,-4.343,-0.0419,0.08032
