,0
107,1.0879081276493909e-06
108,9.669067793576568e-07
109,1.034066435005986e-06
110,9.472212948026025e-07
111,1.0015062492785703e-06
112,9.092296332137558e-07
113,9.326706401288892e-07
114,1.0489821013148724e-06
115,1.0173836070596037e-06
116,1.0056518722083632e-06
117,1.0732264410810797e-06
118,9.281324078266573e-07
119,1.0165010797267447e-06
120,1.0532709007494152e-06
121,1.089757714341119e-06
122,1.1142481647945286e-06
123,9.959327527688477e-07
124,8.972042674457789e-07
125,9.349320225648066e-07
126,1.0141780150427692e-06
127,1.0335632117496769e-06
128,9.950266477797656e-07
129,8.812509583907582e-07
130,8.821349995567338e-07
131,9.177008527694777e-07
132,8.914876709702234e-07
133,9.105371367654733e-07
134,8.80408030520598e-07
135,8.783896774122546e-07
136,8.903027830873978e-07
137,9.751540412557688e-07
138,9.292367800930945e-07
139,1.0247896625405621e-06
140,9.101569775337274e-07
141,9.211675019646044e-07
142,2.25788300248711e-06
143,2.4923942500371527e-06
144,2.911659745349342e-06
145,3.4428903540009386e-06
146,3.1916899235002143e-06
147,3.2241507884938157e-06
148,3.657619357730373e-06
149,4.223028709927104e-06
150,3.874698482248578e-06
151,3.1295296932887145e-06
152,3.2108482828362513e-06
153,4.353386948247164e-06
154,7.121819715755666e-06
155,4.2252526178267274e-06
156,5.01560351649337e-06
157,5.4467525366040165e-06
158,4.686858949772576e-06
159,5.455322719214374e-06
160,9.958933018785655e-06
161,9.452481614115983e-06
162,9.19837377991262e-06
163,9.976904993882023e-06
164,7.756213067984815e-06
165,8.001267526861034e-06
166,4.251517146279191e-06
167,4.163612919666283e-06
168,7.4362712311873076e-06
169,1.061172926485028e-05
170,1.4379446737349083e-05
171,1.224803777225585e-05
172,1.1727255227353808e-05
173,1.299220136680007e-05
174,1.123617366041267e-05
175,9.588541210332088e-06
176,8.917583140081187e-06
177,6.963471501665034e-06
178,1.233652555196468e-05
179,1.3287141293227647e-05
180,9.589573021656688e-06
181,9.486788978780222e-06
182,1.0554292953075927e-05
183,9.023959967808294e-06
184,1.5957785292778338e-05
185,1.91048889941711e-05
186,2.8412278085080267e-05
187,2.1042404373779222e-05
188,1.3451889047542628e-05
189,9.75874191654678e-06
190,9.340557427283149e-06
191,1.458552348025885e-05
192,2.6007089097250126e-05
193,1.7127517195157412e-05
194,1.3420134028977236e-05
195,9.853049009142839e-06
196,9.934774978647187e-06
197,1.1159360162882168e-05
198,1.779463957634121e-05
199,1.8565884822597765e-05
200,9.778406065643414e-06
201,8.46751241049865e-06
202,1.3703438839633305e-05
203,1.2693386594641493e-05
204,1.071415825948558e-05
205,1.1913928106402215e-05
206,1.0607123582308214e-05
207,6.428801867828723e-06
208,6.791963870425859e-06
209,1.0379378085750587e-05
210,1.18213145422148e-05
211,1.4995789380946876e-05
212,5.490918756853339e-06
213,4.803589823538901e-06
214,4.1586053713318366e-06
215,3.917352086546387e-06
216,5.823110159542574e-06
217,4.356598922381071e-06
218,4.441482560832309e-06
219,4.4085223357067326e-06
220,3.3694460622724226e-06
221,1.4483653416054188e-06
222,1.4077569033836152e-06
223,1.4613554814498508e-06
224,1.8179962853386073e-06
225,1.7991300434467274e-06
226,1.642834583522111e-06
227,1.9586151713089555e-06
228,4.618144266496889e-07
229,5.181722572299171e-07
230,5.125576329222022e-07
231,4.0030239816554054e-07
232,1.1366606768593659e-06
233,1.258793973939533e-06
234,1.0653749355067208e-06
235,1.516360418625468e-06
236,3.448527117573531e-06
237,4.2582368205932825e-06
238,1.4543857145869098e-06
239,2.071462992750515e-06
240,1.5237335513329637e-06
241,2.1536430522624683e-06
242,3.1550641442945638e-06
243,3.884244959329601e-06
244,2.6284653363581657e-06
245,3.7019866495590503e-06
246,4.637945144859359e-06
247,6.428447692700422e-06
248,7.3084353344242185e-06
249,5.598452265917435e-06
250,5.685899296400522e-06
251,4.515171925944985e-06
252,7.2032014515098674e-06
253,1.102841601622089e-05
254,1.593921769788316e-05
255,1.4290881477378984e-05
256,9.447364120385373e-06
257,9.670888548804916e-06
258,1.1267068703218269e-05
259,6.724014084495798e-06
260,6.365993924910986e-06
261,6.993485121606739e-06
262,1.4004258586516454e-05
263,2.1553705232869595e-05
264,1.6027929595912055e-05
265,9.764609700374323e-06
266,1.0494056848364047e-05
267,9.241260917176445e-06
268,8.973947760522375e-06
269,1.1268202919519142e-05
270,1.4634692084412085e-05
271,8.412375232957292e-06
272,6.828370511595559e-06
273,7.6977393143405e-06
274,7.614775206905347e-06
275,8.413803637614477e-06
276,4.7102553643989024e-06
277,4.063053157586191e-06
278,5.087592350372416e-06
279,6.020781315123054e-06
280,6.014624794318852e-06
281,5.786456581555486e-06
282,9.797473429852102e-06
283,5.3874291678556785e-06
284,3.346480733639296e-06
285,5.3088824319534275e-06
286,2.7246058837142694e-06
287,2.9644887346667057e-06
288,6.0888301083929e-06
289,6.344501622709986e-06
290,4.634931114287284e-06
291,3.800835078659394e-06
292,5.799348725989427e-06
293,4.664691355728669e-06
294,3.315869204379472e-06
295,2.713519595635267e-06
296,4.36159110299114e-06
297,3.767064416945441e-06
298,2.899806185239579e-06
299,2.1512345983820104e-06
300,4.043817766941014e-06
301,4.062287665123603e-06
302,5.591180400086673e-06
303,4.7642093436014795e-06
304,3.0952152928046995e-06
305,1.8053882733903242e-06
306,1.5166974591449462e-06
307,1.1948183091602961e-06
308,1.3204485892922025e-06
309,2.3029413048350105e-06
310,3.244161235860312e-06
311,3.928747616228895e-06
312,4.84465488369794e-06
313,3.939690161828732e-06
314,4.059373645921925e-06
315,6.107631433885759e-06
316,7.496426147892254e-06
317,6.303068202097234e-06
318,6.23102904396079e-06
319,4.289580339439329e-06
320,3.6896330703265466e-06
321,2.2214420118434628e-06
322,2.576543958816203e-06
323,2.793736448564525e-06
324,2.2361105573420985e-06
325,3.3176968615668933e-06
326,2.328606022907399e-06
327,3.2048799034488195e-06
328,2.4064631784792858e-06
329,1.4210591299623911e-06
330,2.0267284547158543e-06
331,1.2637509251281508e-06
332,1.3020084770564022e-06
333,2.2926829449738626e-06
334,2.2894112323147474e-06
335,1.5995527066322202e-06
336,1.0992504118270142e-06
337,7.569691198994928e-07
338,9.979165622678061e-07
339,7.984807594616604e-07
340,7.872075906878227e-07
341,5.599292751129452e-07
342,1.0846294756267178e-06
343,8.334225719377496e-07
344,1.7686058817875178e-06
345,1.7132229848801603e-06
346,1.816190791724056e-06
347,1.094164432941089e-06
348,7.161257886312947e-07
349,1.1764555619374503e-06
350,1.0736153650102655e-06
351,1.0205669139283699e-06
352,1.1742578581900085e-06
353,9.266332364393951e-07
354,3.6666678398046824e-07
355,3.049700723497594e-07
356,3.660458154555241e-07
357,6.495016919995399e-07
358,3.221577268108698e-07
359,3.705698235783844e-07
360,4.7373146604225293e-07
361,4.72881718704433e-07
362,3.358347237237513e-07
363,3.578330508330636e-07
364,5.630982542920269e-07
365,3.736699969930268e-07
366,3.644541845192367e-07
367,3.3288398113595026e-07
368,6.411203561280407e-07
369,2.703128059400294e-07
370,2.0248356157987923e-07
371,1.5553545345161915e-07
372,2.6986984218134004e-07
373,2.344432285191203e-07
374,1.8349184141273556e-07
375,2.992629712468742e-07
376,3.9218563910571916e-07
377,2.3589715165773628e-07
378,2.0789727231361925e-07
379,2.0182489004038682e-07
380,2.0561064625073902e-07
381,2.2356135276826791e-07
382,1.1168091396452316e-07
383,1.9071730198887346e-07
384,1.9359592786874397e-07
385,2.6083085922667034e-07
386,7.355571871823528e-07
387,6.952150562719663e-07
388,5.019671544166684e-07
389,6.098726989104489e-07
390,9.069753434324017e-07
391,4.3182081620569036e-07
392,2.002070499964908e-07
393,2.493804424301055e-07
394,7.663444899741943e-07
395,5.23948542683773e-07
396,8.689824230055107e-07
397,6.950493864898995e-07
398,1.2581283696186832e-06
399,1.9179751264650953e-07
400,1.579575144636801e-07
401,3.5478621925284385e-07
402,3.7026146925346367e-07
403,7.46924990315762e-07
404,1.5151128051151745e-07
405,1.0644207764481013e-07
406,1.3437334465832887e-07
407,3.72484035566454e-07
408,3.1618676120626415e-07
409,3.691852096810794e-07
410,7.3244791826747e-07
411,3.223952122769838e-07
412,2.6493676107136596e-07
413,2.5133297308375155e-07
414,6.064735929609181e-07
415,2.2697495015357428e-07
