,0
327,5.898910163487529e-05
328,5.109603883711669e-05
329,5.000093479289655e-05
330,5.6187100965701195e-05
331,6.473668621921335e-05
332,7.116285986447962e-05
333,6.232352990023825e-05
334,5.131236234004435e-05
335,4.536676623068643e-05
336,3.761206124646785e-05
337,3.475514051357343e-05
338,3.2266479647895274e-05
339,3.126846393187373e-05
340,3.561488884733535e-05
341,3.9596824689167e-05
342,4.3432953668363206e-05
343,3.095682657521899e-05
344,2.0397806189488852e-05
345,1.8026822305138973e-05
346,2.0383561632410122e-05
347,2.066825421951211e-05
348,1.4236494882678022e-05
349,1.7486620945270322e-05
350,2.2412856717586428e-05
351,1.9470125158340443e-05
352,1.793417521980552e-05
353,1.1686527834431755e-05
354,9.030818253963174e-06
355,9.484259906797931e-06
356,9.628191213082474e-06
357,1.1921187244163552e-05
358,1.3649398978365936e-05
359,1.5866921696852108e-05
360,1.6310104499836964e-05
361,1.5533675466692425e-05
362,1.3923059234522213e-05
363,1.0961660600266535e-05
364,7.801656303568121e-06
365,7.034212283170216e-06
366,6.476228366711668e-06
367,7.275788849540461e-06
368,7.997123923354637e-06
369,7.138565144291355e-06
370,6.64469865275579e-06
371,3.2309466801021303e-06
372,2.3016062578361827e-06
373,2.51006809620676e-06
374,3.6124087161593004e-06
375,4.210721530007993e-06
376,2.485726626879164e-06
377,1.2430056193386295e-06
378,1.454715483755768e-06
379,1.75473973242107e-06
380,4.355033061567039e-06
381,6.7603427243137205e-06
382,7.908304119411472e-06
383,6.049266546064525e-06
384,3.3589571926808308e-06
385,3.8080584634187386e-06
386,6.944583686947551e-06
387,9.289712860684545e-06
388,9.45854080223976e-06
389,9.449447710586214e-06
390,8.761775190786585e-06
391,6.198700221651075e-06
392,5.216141130873034e-06
393,6.605875096779421e-06
394,8.961897319813791e-06
395,9.462846843499432e-06
396,9.257607935827503e-06
397,8.831527360338157e-06
398,7.64065244465171e-06
399,6.2462928187128305e-06
400,7.248879412843987e-06
401,7.080780251963165e-06
402,9.289203425716019e-06
403,1.1774775521965203e-05
404,1.1557863168080206e-05
405,9.838849486981407e-06
406,6.944846594591505e-06
407,3.706979712438201e-06
408,3.2522703237922145e-06
