Time,ID,Pos x,Pos y,Pos z,Rot 1,Rot 2,Rot 3,Rot 4
1688454383.6213675,10,3.137404441833496,0.02083209715783596,2.2362639904022217,-0.0062280017882585526,-0.9397725462913513,-0.026376117020845413,-0.3407243490219116
1688454383.6297357,10,3.13740611076355,0.020834214985370636,2.2362639904022217,-0.006228468846529722,-0.939788281917572,-0.026355396956205368,-0.34068262577056885
1688454383.6378334,10,3.1374051570892334,0.020832637324929237,2.236264228820801,-0.006192112807184458,-0.9397888779640198,-0.02625483088195324,-0.34068942070007324
1688454383.646069,10,3.1374053955078125,0.020835399627685547,2.236262083053589,-0.006231458391994238,-0.939796507358551,-0.02630896493792534,-0.340663343667984
1688454383.654671,10,3.137403964996338,0.020835036411881447,2.2362639904022217,-0.006283989176154137,-0.9397916197776794,-0.026394804939627647,-0.3406693637371063
1688454383.6628203,10,3.1374013423919678,0.020830823108553886,2.236265182495117,-0.006339690648019314,-0.9397832751274109,-0.02643147110939026,-0.3406884968280792
1688454383.6710975,10,3.137404203414917,0.020831216126680374,2.2362632751464844,-0.006299217231571674,-0.9397803544998169,-0.026491517201066017,-0.3406926095485687
1688454383.6795585,10,3.1374025344848633,0.020825041458010674,2.2362637519836426,-0.006312517449259758,-0.9397647976875305,-0.026495274156332016,-0.3407350182533264
1688454383.6878264,10,3.137401819229126,0.02082541584968567,2.236264228820801,-0.006223786156624556,-0.9397682547569275,-0.02645374834537506,-0.3407303988933563
1688454383.696303,10,3.1374003887176514,0.02083125151693821,2.236262083053589,-0.006266993936151266,-0.9397717714309692,-0.02641177922487259,-0.3407232463359833
1688454383.7046003,10,3.1374011039733887,0.020830761641263962,2.2362630367279053,-0.0061604054644703865,-0.9397780299186707,-0.02633993700146675,-0.3407135009765625
1688454383.7128704,10,3.1374051570892334,0.020835725590586662,2.2362618446350098,-0.006173981353640556,-0.9397729635238647,-0.026356501504778862,-0.3407256305217743
1688454383.7213495,10,3.137404203414917,0.020835187286138535,2.236264944076538,-0.006314767990261316,-0.9397785663604736,-0.02642165869474411,-0.3407028019428253
1688454383.729582,10,3.137401580810547,0.020836981013417244,2.2362661361694336,-0.00638203602284193,-0.9397727847099304,-0.026380715891718864,-0.34072059392929077
1688454383.737872,10,3.1374027729034424,0.020833881571888924,2.236264228820801,-0.00627308152616024,-0.9397672414779663,-0.026398200541734695,-0.3407367467880249
1688454383.7463608,10,3.1374058723449707,0.02083212323486805,2.2362608909606934,-0.006228100974112749,-0.9397614598274231,-0.02641671523451805,-0.3407517969608307
1688454383.7543502,10,3.137406826019287,0.020833143964409828,2.236262083053589,-0.006219637114554644,-0.9397721290588379,-0.026401663199067116,-0.3407236337661743
1688454383.763026,10,3.137402296066284,0.020831678062677383,2.2362608909606934,-0.006232240702956915,-0.9397751092910767,-0.02634522318840027,-0.34071946144104004
1688454383.771109,10,3.137402296066284,0.020831115543842316,2.236260414123535,-0.006252565886825323,-0.9397597908973694,-0.02632295712828636,-0.34076347947120667
1688454383.779331,10,3.137399911880493,0.02083127573132515,2.2362639904022217,-0.00628591887652874,-0.9397696852684021,-0.026268985122442245,-0.34073954820632935
1688454383.7877579,10,3.1374003887176514,0.020835813134908676,2.2362632751464844,-0.006300871726125479,-0.9397745728492737,-0.02626730501651764,-0.3407258689403534
1688454383.7961466,10,3.137404680252075,0.02083410695195198,2.2362637519836426,-0.006211092695593834,-0.9397764205932617,-0.02634100429713726,-0.34071680903434753
1688454383.8045447,10,3.1374053955078125,0.020834634080529213,2.236262083053589,-0.006223114673048258,-0.9397677183151245,-0.02641344629228115,-0.34073489904403687
1688454383.812472,10,3.13740611076355,0.020833807066082954,2.236260414123535,-0.0062487488612532616,-0.9397656321525574,-0.026375921443104744,-0.3407430648803711
1688454383.8213358,10,3.1374053955078125,0.02083289436995983,2.236262798309326,-0.006299488712102175,-0.9397670030593872,-0.026346104219555855,-0.3407406210899353
1688454383.8293593,10,3.137408971786499,0.02083452045917511,2.236262798309326,-0.0063372328877449036,-0.93977290391922,-0.02630690298974514,-0.34072673320770264
1688454383.837952,10,3.1374075412750244,0.02083292230963707,2.2362656593322754,-0.0063454085029661655,-0.9397748708724976,-0.02629290707409382,-0.3407224416732788
1688454383.846292,10,3.137406587600708,0.02083415910601616,2.23626446723938,-0.006380425300449133,-0.9397726655006409,-0.02629607357084751,-0.3407275378704071
1688454383.8546996,10,3.1374080181121826,0.020830148831009865,2.2362637519836426,-0.006295847240835428,-0.9397711157798767,-0.026370177045464516,-0.34072747826576233
1688454383.862907,10,3.137411117553711,0.020827244967222214,2.236262559890747,-0.0062776790000498295,-0.9397554993629456,-0.026361308991909027,-0.3407718241214752
1688454383.871379,10,3.1374106407165527,0.020823953673243523,2.2362637519836426,-0.006197413895279169,-0.939778745174408,-0.026375656947493553,-0.34070804715156555
1688454383.879341,10,3.1374125480651855,0.020826369524002075,2.236264944076538,-0.006164717487990856,-0.9397810697555542,-0.026430543512105942,-0.3406977951526642
1688454383.887803,10,3.137406587600708,0.020829083397984505,2.236264228820801,-0.00621302193030715,-0.9397739171981812,-0.02637159824371338,-0.3407211899757385
1688454383.896264,10,3.137402057647705,0.020827608183026314,2.2362654209136963,-0.0062629710882902145,-0.9397721290588379,-0.026338567957282066,-0.3407277464866638
1688454383.904522,10,3.137404203414917,0.020827794447541237,2.2362632751464844,-0.0061660874634981155,-0.9397588968276978,-0.026296915486454964,-0.3407691717147827
1688454383.9129307,10,3.137403964996338,0.020829584449529648,2.236267566680908,-0.006173893343657255,-0.9397621750831604,-0.026277747005224228,-0.34076154232025146
1688454383.9212334,10,3.1373987197875977,0.020827429369091988,2.236265182495117,-0.006188549567013979,-0.9397539496421814,-0.02631399594247341,-0.34078121185302734
1688454383.9295242,10,3.137399911880493,0.02082306146621704,2.236267328262329,-0.006128995679318905,-0.9397556185722351,-0.026268038898706436,-0.34078142046928406
1688454383.937747,10,3.1374003887176514,0.02082918956875801,2.2362656593322754,-0.006230642087757587,-0.9397634267807007,-0.026301225647330284,-0.3407554030418396
1688454383.946291,10,3.137402296066284,0.020831692963838577,2.2362639904022217,-0.006213556043803692,-0.9397755265235901,-0.026276806369423866,-0.34072431921958923
1688454383.9547045,10,3.1374011039733887,0.020835023373365402,2.2362637519836426,-0.006165264640003443,-0.9397867321968079,-0.026244688779115677,-0.3406966030597687
1688454383.9629111,10,3.137402296066284,0.02083624340593815,2.2362658977508545,-0.006195191293954849,-0.9397875666618347,-0.02619641274213791,-0.34069764614105225
1688454383.971217,10,3.1374058723449707,0.020831415429711342,2.236266613006592,-0.006231531500816345,-0.9397766590118408,-0.02623119205236435,-0.34072449803352356
