Timestamp,motor.m1,motor.m2,motor.m3,motor.m4
1688648648.5969858,0,0,0,0
1688648648.6069858,0,0,0,0
1688648648.6169858,0,0,0,0
1688648648.6269858,0,0,0,0
1688648648.6369858,0,0,0,0
1688648648.6469858,0,0,0,0
1688648648.6569858,0,0,0,0
1688648648.6669858,0,0,0,0
1688648648.6769857,0,0,0,0
1688648648.6869857,0,0,0,0
1688648648.6969857,0,0,0,0
1688648648.7069857,0,0,0,0
1688648648.7169857,0,0,0,0
1688648648.726986,0,0,0,0
1688648648.736986,0,0,0,0
1688648648.746986,0,0,0,0
1688648648.756986,0,0,0,0
1688648648.766986,0,0,0,0
1688648648.776986,0,0,0,0
1688648648.7869859,0,0,0,0
1688648648.7969859,0,0,0,0
1688648648.8069859,0,0,0,0
1688648648.8169858,0,0,0,0
1688648648.8269858,0,0,0,0
1688648648.8369858,0,0,0,0
1688648648.8469858,0,0,0,0
1688648648.8569858,0,0,0,0
1688648648.8669858,0,0,0,0
1688648648.8769858,0,0,0,0
1688648648.8869858,0,0,0,0
1688648648.8969858,0,0,0,0
1688648648.9069858,0,0,0,0
1688648648.9169858,0,0,0,0
1688648648.9269857,0,0,0,0
1688648648.9369857,0,0,0,0
1688648648.9469857,0,0,0,0
1688648648.9569857,0,0,0,0
1688648648.9669857,0,0,0,0
1688648648.976986,0,0,0,0
1688648648.986986,0,0,0,0
1688648648.996986,0,0,0,0
1688648649.006986,0,0,0,0
1688648649.016986,0,0,0,0
1688648649.026986,0,0,0,0
1688648649.0369859,0,0,0,0
1688648649.0469859,0,0,0,0
1688648649.0569859,0,0,0,0
1688648649.0669858,0,0,0,0
1688648649.0769858,0,0,0,0
1688648649.0869858,0,0,0,0
1688648649.0969858,0,0,0,0
1688648649.1069858,0,0,0,0
1688648649.1169858,0,0,0,0
1688648649.1269858,0,0,0,0
1688648649.1369858,0,0,0,0
1688648649.1469858,0,0,0,0
1688648649.1569858,0,0,0,0
1688648649.1669858,0,0,0,0
1688648649.1769857,0,0,0,0
1688648649.1869857,0,0,0,0
1688648649.1969857,0,0,0,0
1688648649.2069857,0,0,0,0
1688648649.2169857,0,0,0,0
1688648649.226986,0,0,0,0
1688648649.236986,0,0,0,0
1688648649.246986,0,0,0,0
1688648649.256986,0,0,0,0
1688648649.266986,0,0,0,0
1688648649.276986,0,0,0,0
1688648649.2869859,0,0,0,0
1688648649.2969859,0,0,0,0
1688648649.3069859,0,0,0,0
1688648649.3169858,0,0,0,0
1688648649.3269858,0,0,0,0
1688648649.3369858,0,0,0,0
1688648649.3469858,0,0,0,0
1688648649.3569858,0,0,0,0
1688648649.3669858,0,0,0,0
1688648649.3769858,0,0,0,0
1688648649.3869858,0,0,0,0
1688648649.3969858,0,0,0,0
1688648649.4069858,0,0,0,0
1688648649.4169858,0,0,0,0
1688648649.4269857,0,0,0,0
1688648649.4369857,0,0,0,0
1688648649.4469857,0,0,0,0
1688648649.4569857,0,0,0,0
1688648649.4669857,0,0,0,0
1688648649.476986,0,0,0,0
1688648649.486986,0,0,0,0
1688648649.496986,0,0,0,0
1688648649.506986,0,0,0,0
1688648649.516986,0,0,0,0
1688648649.526986,0,0,0,0
1688648649.5369859,0,0,0,0
1688648649.5469859,0,0,0,0
1688648649.5569859,0,0,0,0
1688648649.5669858,0,0,0,0
1688648649.5769858,0,0,0,0
1688648649.5869858,0,0,0,0
1688648649.5969858,0,0,0,0
1688648649.6069858,0,0,0,0
1688648649.6169858,0,0,0,0
1688648649.6269858,0,0,0,0
1688648649.6369858,0,0,0,0
1688648649.6469858,0,0,0,0
1688648649.6569858,0,0,0,0
1688648649.6669858,0,0,0,0
1688648649.6769857,0,0,0,0
1688648649.6869857,0,0,0,0
1688648649.6969857,0,0,0,0
1688648649.7069857,0,0,0,0
1688648649.7169857,0,0,0,0
1688648649.726986,0,0,0,0
1688648649.736986,0,0,0,0
1688648649.746986,0,0,0,0
1688648649.756986,0,0,0,0
1688648649.766986,0,0,0,0
1688648649.776986,0,0,0,0
1688648649.7869859,0,0,0,0
1688648649.7969859,0,0,0,0
1688648649.8069859,0,0,0,0
1688648649.8169858,0,0,0,0
1688648649.8269858,0,0,0,0
1688648649.8369858,0,0,0,0
1688648649.8469858,0,0,0,0
1688648649.8569858,0,0,0,0
1688648649.8669858,0,0,0,0
1688648649.8769858,0,0,0,0
1688648649.8869858,0,0,0,0
1688648649.8969858,0,0,0,0
1688648649.9069858,0,0,0,0
1688648649.9169858,0,0,0,0
1688648649.9269857,0,0,0,0
1688648649.9369857,0,0,0,0
1688648649.9469857,0,0,0,0
1688648649.9569857,0,0,0,0
1688648649.9669857,0,0,0,0
1688648649.976986,0,0,0,0
1688648649.986986,0,0,0,0
1688648649.996986,0,0,0,0
1688648650.006986,0,0,0,0
1688648650.016986,0,0,0,0
1688648650.026986,0,0,0,0
1688648650.0369859,0,0,0,0
1688648650.0469859,0,0,0,0
1688648650.0569859,0,0,0,0
1688648650.0669858,0,0,0,0
1688648650.0769858,0,0,0,0
1688648650.0869858,0,0,0,0
1688648650.0969858,0,0,0,0
1688648650.1069858,0,0,0,0
1688648650.1169858,0,0,0,0
1688648650.1269858,0,0,0,0
1688648650.1369858,0,0,0,0
1688648650.1469858,0,0,0,0
1688648650.1569858,0,0,0,0
1688648650.1669858,0,0,0,0
1688648650.1769857,0,0,0,0
1688648650.1869857,0,0,0,0
1688648650.1969857,0,0,0,0
1688648650.2069857,0,0,0,0
1688648650.2169857,0,0,0,0
1688648650.226986,0,0,0,0
1688648650.236986,0,0,0,0
1688648650.246986,0,0,0,0
1688648650.256986,0,0,0,0
1688648650.266986,0,0,0,0
1688648650.276986,0,0,0,0
1688648650.2869859,0,0,0,0
1688648650.2969859,0,0,0,0
1688648650.3069859,0,0,0,0
1688648650.3169858,0,0,0,0
1688648650.3269858,0,0,0,0
1688648650.3369858,0,0,0,0
1688648650.3469858,0,0,0,0
1688648650.3569858,0,0,0,0
1688648650.3669858,0,0,0,0
1688648650.3769858,0,0,0,0
1688648650.3869858,0,0,0,0
1688648650.3969858,0,0,0,0
1688648650.4069858,0,0,0,0
1688648650.4169858,0,0,0,0
1688648650.4269857,0,0,0,0
1688648650.4369857,0,0,0,0
1688648650.4469857,0,0,0,0
1688648650.4569857,0,0,0,0
1688648650.4669857,0,0,0,0
1688648650.476986,0,0,0,0
1688648650.486986,0,0,0,0
1688648650.496986,0,0,0,0
1688648650.506986,0,0,0,0
1688648650.516986,0,0,0,0
1688648650.526986,0,0,0,0
1688648650.5369859,0,0,0,0
1688648650.5469859,0,0,0,0
1688648650.5569859,0,0,0,0
1688648650.5669858,0,0,0,0
1688648650.5769858,0,0,0,0
1688648650.5869858,0,0,0,0
1688648650.5969858,0,0,0,0
1688648650.6069858,0,0,0,0
1688648650.6169858,0,0,0,0
1688648650.6269858,0,0,0,0
1688648650.6369858,0,0,0,0
1688648650.6469858,0,0,0,0
1688648650.6569858,0,0,0,0
1688648650.6669858,0,0,0,0
1688648650.6769857,0,0,0,0
1688648650.6869857,0,0,0,0
1688648650.6969857,0,0,0,0
1688648650.7069857,0,0,0,0
1688648650.7169857,0,0,0,0
1688648650.726986,0,0,0,0
1688648650.736986,0,0,0,0
1688648650.746986,0,0,0,0
1688648650.756986,0,0,0,0
1688648650.766986,0,0,0,0
1688648650.776986,0,0,0,0
