Time,motor.m1,motor.m2,motor.m3,motor.m4,RB ID,Pos x,Pos y,Pos z,Quat 1,Quat 2,Quat 3,Quat 4
1687336571.6398294
1687336571.7405128
1687336571.841043
1687336571.941515
1687336572.0419543
1687336572.1433613
1687336572.2439187
1687336572.3442976
1687336572.4476562
1687336572.5489655,0.0,5954.0,38812.0,13956.0
1687336572.6500936,0.0,9226.0,43542.0,9226.0
1687336572.7518475,0.0,9508.0,43260.0,9508.0,10,5.315736293792725,0.9551457762718201,-1.6279265880584717,-0.30172401666641235,0.04468473419547081,-0.448182076215744,-0.8402968645095825
1687336572.8526928,0.0,5453.0,47315.0,5453.0,10,5.315736293792725,0.9551457762718201,-1.6279265880584717,-0.30172401666641235,0.04468473419547081,-0.448182076215744,-0.8402968645095825
1687336572.953496,0.0,8598.0,44170.0,8598.0,10,5.315736293792725,0.9551457762718201,-1.6279265880584717,-0.30172401666641235,0.04468473419547081,-0.448182076215744,-0.8402968645095825
1687336573.05604,0.0,11033.0,41735.0,11033.0,10,5.315736293792725,0.9551457762718201,-1.6279265880584717,-0.30172401666641235,0.04468473419547081,-0.448182076215744,-0.8402968645095825
1687336573.1567194,0.0,11033.0,41735.0,11033.0,10,5.315736293792725,0.9551457762718201,-1.6279265880584717,-0.30172401666641235,0.04468473419547081,-0.448182076215744,-0.8402968645095825
1687336573.2574646,0.0,11033.0,41735.0,11033.0,10,5.315736293792725,0.9551457762718201,-1.6279265880584717,-0.30172401666641235,0.04468473419547081,-0.448182076215744,-0.8402968645095825
