Timestamp,pm.vbat,pm.state
989204,3.8480937480926514,0
990204,3.85337233543396,0
991204,3.85337233543396,0
992204,3.85337233543396,0
993204,3.8480937480926514,0
994204,3.8480937480926514,0
995204,3.85337233543396,0
996204,3.8480937480926514,0
997204,3.85337233543396,0
998204,3.5102639198303223,0
999204,3.4521994590759277,0
1000204,3.4416422843933105,0
1001204,3.4310851097106934,0
1002204,3.4152493476867676,0
1003204,3.409970760345459,0
1004204,3.4046921730041504,0
1005204,3.383577823638916,0
1006204,3.394134998321533,0
1007204,3.3888564109802246,0
1008204,3.383577823638916,0
1009204,3.383577823638916,0
1010204,3.3782992362976074,0
1011204,3.373020648956299,0
1012204,3.373020648956299,0
1013204,3.3677420616149902,0
1014204,3.3677420616149902,0
1015204,3.357184886932373,0
1016204,3.3624634742736816,0
1017204,3.357184886932373,0
1018204,3.3360705375671387,0
1019204,3.3519062995910645,0
1020204,3.346627712249756,0
1021204,3.3519062995910645,0
1022204,3.346627712249756,0
1023204,3.3360705375671387,0
1024204,3.346627712249756,0
1025204,3.3413491249084473,0
1026204,3.3413491249084473,0
1027204,3.3413491249084473,0
1028204,3.3413491249084473,0
1029204,3.3360705375671387,0
1030204,3.3360705375671387,0
1031204,3.3360705375671387,0
1032204,3.3360705375671387,0
1033204,3.3360705375671387,0
1034204,3.33079195022583,0
1035204,3.320234775543213,0
1036204,3.320234775543213,0
1037204,3.33079195022583,0
1038204,3.3255133628845215,0
1039204,3.3255133628845215,0
1040204,3.3255133628845215,0
1041204,3.3255133628845215,0
1042204,3.320234775543213,0
1043204,3.320234775543213,0
1044204,3.320234775543213,0
1045204,3.3096776008605957,0
1046204,3.3149561882019043,0
1047204,3.3149561882019043,0
1048204,3.3096776008605957,0
1049204,3.3149561882019043,0
1050204,3.3096776008605957,0
1051204,3.3096776008605957,0
1052204,3.3096776008605957,0
1053204,3.3096776008605957,0
1054204,3.304399013519287,0
1055204,3.2991204261779785,0
1056204,3.304399013519287,0
1057204,3.304399013519287,0
1058204,3.3096776008605957,0
1059204,3.304399013519287,0
1060204,3.304399013519287,0
1061204,3.304399013519287,0
1062204,3.304399013519287,0
1063204,3.2991204261779785,0
1064204,3.29384183883667,0
1065204,3.2991204261779785,0
1066204,3.2885632514953613,0
1067204,3.29384183883667,0
