Time,stabilizer.thrust,motor.m1,motor.m2,motor.m3,motor.m4
1690275847.9747632,10001.0,9386.0,9734.0,10546.0,10338.0
1690275847.9843695,10001.0,9474.0,9804.0,10496.0,10230.0
1690275847.9959702,10001.0,9485.0,9677.0,10473.0,10369.0
1690275848.0041397,10001.0,9297.0,9739.0,10643.0,10325.0
1690275848.0136168,10001.0,9274.0,9972.0,10662.0,10096.0
1690275848.0242155,10001.0,9554.0,9866.0,10426.0,10158.0
1690275848.0335643,10001.0,9346.0,9570.0,10668.0,10420.0
1690275848.0441887,10001.0,9261.0,9943.0,10675.0,10125.0
1690275848.0552623,10001.0,9416.0,9792.0,10530.0,10266.0
1690275848.0655463,10501.0,9833.0,10035.0,11223.0,10913.0
1690275848.0737329,10501.0,9686.0,10198.0,11330.0,10790.0
1690275848.0837076,10501.0,9686.0,10610.0,10858.0,10850.0
1690275848.0936382,10501.0,9957.0,9905.0,11471.0,10671.0
1690275848.1061459,10501.0,9844.0,9722.0,11956.0,10482.0
1690275848.114575,10501.0,8994.0,10144.0,11270.0,11596.0
1690275848.1248112,10501.0,9590.0,9832.0,11098.0,11484.0
1690275848.1340306,10501.0,10531.0,10133.0,10483.0,10857.0
1690275848.145252,10501.0,9352.0,10552.0,11054.0,11046.0
1690275848.1552594,10501.0,9185.0,10159.0,11823.0,10837.0
1690275848.164109,11001.0,9654.0,10048.0,12700.0,11602.0
1690275848.1736507,11001.0,9134.0,10708.0,12968.0,11194.0
1690275848.1847825,11001.0,10054.0,10654.0,12008.0,11288.0
1690275848.1942873,11001.0,10592.0,10758.0,11484.0,11170.0
1690275848.2042398,11001.0,10441.0,10545.0,11583.0,11435.0
1690275848.2156162,11001.0,9873.0,10637.0,11989.0,11505.0
1690275848.224878,11001.0,10166.0,10582.0,11778.0,11478.0
1690275848.2347908,11001.0,10207.0,10399.0,11717.0,11681.0
1690275848.2450266,11001.0,10136.0,10984.0,11486.0,11398.0
1690275848.254237,11001.0,9994.0,10642.0,12014.0,11354.0
1690275848.2650957,10501.0,9548.0,10514.0,11158.0,10784.0
1690275848.2747145,10501.0,9915.0,9825.0,11053.0,11211.0
1690275848.283679,10501.0,9203.0,9929.0,11719.0,11153.0
1690275848.2941642,10501.0,9672.0,10240.0,11156.0,10936.0
1690275848.30367,10501.0,9027.0,10057.0,11751.0,11169.0
1690275848.3144596,10501.0,9877.0,10427.0,11113.0,10587.0
1690275848.3252897,10501.0,9230.0,10014.0,11596.0,11164.0
1690275848.3339736,10501.0,9869.0,10621.0,11033.0,10481.0
1690275848.3448923,10501.0,8845.0,9563.0,12261.0,11335.0
1690275848.3557622,10501.0,9904.0,10256.0,10940.0,10904.0
1690275848.3647547,10001.0,8341.0,9479.0,11535.0,10649.0
1690275848.3751972,10001.0,9301.0,9529.0,10503.0,10671.0
1690275848.3843095,10001.0,8707.0,9591.0,11243.0,10463.0
1690275848.427783,10001.0,8738.0,9366.0,11024.0,10876.0
1690275848.4296212,10001.0,9369.0,9483.0,10617.0,10535.0
1690275848.4315372,10001.0,8939.0,9103.0,10885.0,11077.0
1690275848.4329493,10001.0,8722.0,9742.0,11224.0,10316.0
1690275848.4370632,10001.0,9535.0,9605.0,10323.0,10541.0
1690275848.4450276,10001.0,8890.0,9424.0,11042.0,10648.0
1690275848.4545052,10001.0,8264.0,9094.0,11578.0,11068.0
1690275848.463463,10001.0,9498.0,9694.0,10390.0,10422.0
1690275848.474102,0.0,0.0,0.0,0.0,0.0
1690275848.4853,0.0,0.0,0.0,0.0,0.0
1690275848.4935,0.0,0.0,0.0,0.0,0.0
1690275848.503938,0.0,0.0,0.0,0.0,0.0
1690275848.5158913,0.0,0.0,0.0,0.0,0.0
1690275848.524406,0.0,0.0,0.0,0.0,0.0
1690275848.5339828,0.0,0.0,0.0,0.0,0.0
1690275848.543791,0.0,0.0,0.0,0.0,0.0
1690275848.553667,0.0,0.0,0.0,0.0,0.0
