Pos y,Vel x,Vel z,Quat w,Quat x,Quat y,Quat z,Ang vel w,Ang vel x,Ang vel y,Ang vel z,motor.m1,motor.m2,motor.m3,motor.m4
-0.700889793989552,-0.41813368138963475,-0.5160154566648318,-0.9388011405977005,-0.10389176841264731,0.40075875194483956,0.003588879043144874,1.3427962229419386,1.292793426364561,-1.5397935592081249,-1.294280717284397,-0.8306249630785237,-1.0298255199603736,-0.8431476690982683,-0.9365984671712352
-0.717301081578964,-0.37548275610941384,-0.4700250717081214,-0.3130070768531071,0.1800312106105354,-0.22168883368331602,-0.21652762460876057,0.5536102866748873,0.859123773614741,-0.8357464938389265,-0.9002290605519501,-0.731095894454898,-0.9949054241193493,-0.9566267825817427,-0.9530417761950454
-0.707275924837929,-0.34556936724323406,-0.46100745434046053,-0.4111805425993244,0.2746664048930907,-0.2812906843143349,-0.30313699567655616,-0.013671859653253767,0.15029357897081688,0.03936991384578143,-0.20978943726212845,-0.7746217262145011,-1.031389106341315,-0.8105699331699981,-1.0221594141256376
-0.71599638508036,-0.3477460865489197,-0.46877806651016485,-0.3255997693767574,0.24851995323744194,-0.19474483280058957,-0.28959444870044393,0.1415314926911645,-0.08246655186568147,0.37537287332858604,-0.016922007141946256,-0.7827465481429603,-1.0506733383729254,-0.9017875937691546,-0.9000887471353176
-0.7125537302431376,-0.34848013240896014,-0.43640970103111204,-0.2821771806904521,0.2434228738395011,0.009182054320221143,-0.31193444937080816,-0.18417543823553104,-0.18668552270438837,0.13561146370664157,0.20398225304470136,-0.8632693368982262,-1.179017720475198,-0.8047330888161831,-0.7851249340451191
-0.7123658625948729,-0.35024528652374437,-0.44103855523425783,-0.4928331436389935,0.1724464781275603,-0.09354387198878591,-0.22511192972778418,-0.4352050291700376,-0.09493280779170331,-0.6354651084527558,0.35217855097436535,-0.7221005558912467,-1.098362722991638,-0.7839647821619109,-0.6542752122370021
-0.70846733865795,-0.3496141238093923,-0.47755118018202314,-0.6805132363586314,0.2089610503332867,-0.5082108490757371,-0.19941483899757306,-0.07212726908115186,-0.3672517723923698,0.1704856511305661,0.43564366527653997,-0.6106744265866626,-0.9034356208342781,-0.8515635842130714,-0.9003674472882636
-0.7194133855705168,-0.367400317591635,-0.483985847062836,-0.5355561791856555,-0.009604497638483873,0.12679982565083744,-0.06786918080216721,0.24967042630336223,-0.3169545435636309,0.7032048693445404,0.1726101200114648,-0.6563765499342459,-0.9358800382388119,-0.820478994514847,-0.8536851716698193
-0.7166768017796034,-0.3346592429609819,-0.49332889573834526,-0.4323909820169766,0.05225630215359,0.1200822002245813,-0.13115400778068656,0.01201479656721559,0.7304745832398952,-0.13211332946708132,-0.9181524558696718,-0.676253346437798,-0.9341861529927921,-0.7899373670820937,-0.867759529393589
-0.7078744061646862,-0.3370899241883836,-0.455448799587216,-0.5163385118561152,0.3080496655232903,0.02009554268791673,-0.3766859415455418,0.1387862524336159,0.5603464287484068,-0.14054166912252233,-0.6938829356556493,-0.5616353228041765,-1.008195908357351,-0.9045024050965105,-0.781083781827403
-0.7111447589125286,-0.39803351934596626,-0.399044423721122,-0.3043109571420885,0.29823822258667204,0.005171791046528835,-0.36659183401865053,1.8768131478979082,-0.5625227308577628,1.533505078538764,0.44420971389366853,-0.7364640803719157,-0.9155534152865739,-0.7637394377731098,-0.8567508733522246
-0.746172959373469,-0.36324120777769664,-0.437182583398267,1.173081437156628,0.07513227283038763,1.207363085412149,-0.2353684361691257,0.758186309036693,-0.5370931174337633,0.9821387614186335,0.4576960412227144,-0.5970363326353203,-0.9816149398813475,-0.880612065415779,-0.8000353922277267
-0.7276559975675857,-0.32352380588648105,-0.4531046718083477,0.30999959368253155,0.07869848879137185,0.7241642500427631,-0.22167110272766902,-1.5583915919413176,0.1121383419373495,-1.2911738304125115,0.07377822976746887,-0.5655526476625408,-0.9653275817465414,-0.9103392494503255,-0.8171754516339017
-0.7151671587556184,-0.32811239197885844,-0.48707911265460674,-0.2869672821249006,0.12852113519308717,0.1536063716760267,-0.2137135559191431,-0.5869253868710123,0.6807631931607173,-0.7416801749578353,-0.7058299058958921,-0.6172033013506031,-0.9473463383657155,-0.8530567304431171,-0.8456028672343872
-0.7066620941406032,-0.3347550879293928,-0.4733457819582963,-0.22262039024412433,0.400632111106366,0.12793222577252222,-0.48508214198131855,-0.1534874294320832,0.2174626509893641,-0.3061337774730455,-0.1889331781738138,-0.6465106947354026,-0.999465884397095,-0.8419260040009582,-0.7731408274684438
-0.7133902349079166,-0.3690075562704105,-0.40423272306101565,-0.41435264832783253,0.257670341508148,-0.08900800413030892,-0.31261703230814664,-0.3222554622613045,-0.49955669268225433,-0.29791640214977905,0.7479470946886907,-0.5999380547526272,-1.0175774266429995,-0.8108414143027337,-0.8304137088988336
-0.708068975650807,-0.37712198756738136,-0.44153117524711477,-0.5194912359832817,0.18773771632138284,-0.11180613860527264,-0.23782725723336728,-0.07865105703143839,-0.39369443141595645,0.2055777810505213,0.4537517959019572,-0.578320224978691,-0.9984234934764674,-0.8123345605327794,-0.8701284806936295
-0.7121746079962911,-0.35535013619593214,-0.4831739446725358,-0.48374484090512326,0.08527424310001054,0.08338488694788562,-0.1597057669291301,0.021065016067313168,-0.19137615506925684,-0.1009844966345298,0.28312268020513914,-0.6575372387811687,-0.943176774683205,-0.7583098151183981,-0.9085891018001686
-0.7153901930369293,-0.3188275210760426,-0.5491446675263907,-0.4960349105776296,0.10176581739775262,-0.17667685470812136,-0.14194592314314217,0.14630334833562544,0.8680484259585811,-8.939575294326626e-05,-1.1340498563255588,-0.5482874010645649,-1.0280013358492754,-0.9050453673619816,-0.772165376933133
-0.7051546850625692,-0.35610732571006215,-0.46495510568786513,-0.34566965062350946,0.4680770832081293,0.08473222943229079,-0.5467074550527027,1.353379531951516,-0.16063905384460644,1.4181678642511617,-0.13099747679559237,-0.564391958815618,-0.9723637204607777,-0.7602101830475472,-0.7162859962674729
