Timestamp,pm.vbat,pm.state
1688649310.3694315,4.101466655731201,0
1688649311.3694315,4.101466655731201,0
1688649312.3694315,4.101466655731201,0
1688649313.3694315,4.101466655731201,0
1688649314.3694315,4.101466655731201,0
1688649315.3694315,4.101466655731201,0
1688649316.3694315,4.101466655731201,0
1688649317.3694315,4.101466655731201,0
1688649318.3694315,4.101466655731201,0
1688649319.3694315,4.101466655731201,0
1688649320.3694315,4.096188068389893,0
1688649321.3694315,4.101466655731201,0
1688649322.3694315,4.101466655731201,0
1688649323.3694315,4.101466655731201,0
1688649324.3694315,4.096188068389893,0
1688649325.3694315,4.101466655731201,0
1688649326.3694315,4.096188068389893,0
1688649327.3694315,4.096188068389893,0
1688649328.3694315,4.096188068389893,0
1688649329.3694315,4.096188068389893,0
1688649330.3694315,4.096188068389893,0
1688649331.3694315,4.096188068389893,0
1688649332.3694315,4.096188068389893,0
1688649333.3694315,3.594721555709839,0
1688649334.3694315,3.547214269638061,0
1688649335.3694315,3.473313808441162,0
1688649336.3694315,3.4838709831237797,0
1688649337.3694315,3.4944281578063965,0
1688649338.3694315,3.5577714443206787,0
1688649339.3694315,3.515542507171631,0
1688649340.3694315,3.4944281578063965,0
1688649341.3694315,3.4944281578063965,0
1688649342.3694315,3.4785923957824707,0
1688649343.3694315,3.436363697052002,0
1688649344.3694315,3.409970760345459,0
1688649345.3694315,3.4258065223693848,0
1688649346.3694315,3.452199459075928,0
1688649347.3694315,3.4310851097106934,0
1688649348.3694315,3.4416422843933105,0
1688649349.3694315,3.420527935028076,0
1688649350.3694315,3.394134998321533,0
1688649351.3694315,3.4416422843933105,0
1688649352.3694315,3.4416422843933105,0
1688649353.3694315,3.420527935028076,0
1688649354.3694315,3.409970760345459,0
1688649355.3694315,3.4046921730041504,0
1688649356.3694315,3.3888564109802246,0
1688649357.3694315,3.394134998321533,0
1688649358.3694315,3.383577823638916,0
1688649359.3694315,3.4310851097106934,0
1688649360.3694315,3.3888564109802246,0
1688649361.3694315,3.3782992362976074,0
1688649362.3694315,3.383577823638916,0
1688649363.3694315,3.373020648956299,0
1688649364.3694315,3.33079195022583,0
1688649365.3694315,3.436363697052002,0
1688649366.3694315,3.499706745147705,0
1688649367.3694315,3.541935443878174,0
1688649368.3694315,3.895601511001587,0
1688649369.3694315,3.916715860366821,0
1688649370.3694315,3.9272730350494394,0
1688649371.3694315,3.937830209732056,0
1688649372.3694315,3.948387384414673,0
1688649373.3694315,3.953665971755981,0
1688649374.3694315,3.964223146438599,0
1688649375.3694315,3.9695017337799072,0
1688649376.3694315,3.974780321121216,0
1688649377.3694315,3.7002933025360103,0
1688649378.3694315,3.541935443878174,0
1688649379.3694315,3.473313808441162,0
1688649380.3694315,3.4944281578063965,0
1688649381.3694315,3.394134998321533,0
1688649382.3694315,3.383577823638916,0
1688649383.3694315,3.373020648956299,0
