Timestamp,motor.m1,motor.m2,motor.m3,motor.m4
1688649309.3954217,0,0,0,0
1688649309.4054217,0,0,0,0
1688649309.4154217,0,0,0,0
1688649309.4254217,0,0,0,0
1688649309.4354217,0,0,0,0
1688649309.4454217,0,0,0,0
1688649309.4554217,0,0,0,0
1688649309.4654217,0,0,0,0
1688649309.4754217,0,0,0,0
1688649309.4854217,0,0,0,0
1688649309.495422,0,0,0,0
1688649309.5054219,0,0,0,0
1688649309.5154219,0,0,0,0
1688649309.5254219,0,0,0,0
1688649309.5354218,0,0,0,0
1688649309.5454218,0,0,0,0
1688649309.5554218,0,0,0,0
1688649309.5654218,0,0,0,0
1688649309.5754218,0,0,0,0
1688649309.5854218,0,0,0,0
1688649309.5954218,0,0,0,0
1688649309.6054218,0,0,0,0
1688649309.6154218,0,0,0,0
1688649309.6254218,0,0,0,0
1688649309.6354218,0,0,0,0
1688649309.6454217,0,0,0,0
1688649309.6554217,0,0,0,0
1688649309.6654217,0,0,0,0
1688649309.6754217,0,0,0,0
1688649309.6854217,0,0,0,0
1688649309.6954217,0,0,0,0
1688649309.7054217,0,0,0,0
1688649309.7154217,0,0,0,0
1688649309.7254217,0,0,0,0
1688649309.7354217,0,0,0,0
1688649309.745422,0,0,0,0
1688649309.7554219,0,0,0,0
1688649309.7654219,0,0,0,0
1688649309.7754219,0,0,0,0
1688649309.7854218,0,0,0,0
1688649309.7954218,0,0,0,0
1688649309.8054218,0,0,0,0
1688649309.8154218,0,0,0,0
1688649309.8254218,0,0,0,0
1688649309.8354218,0,0,0,0
1688649309.8454218,0,0,0,0
1688649309.8554218,0,0,0,0
1688649309.8654218,0,0,0,0
1688649309.8754218,0,0,0,0
1688649309.8854218,0,0,0,0
1688649309.8954217,0,0,0,0
1688649309.9054217,0,0,0,0
1688649309.9154217,0,0,0,0
1688649309.9254217,0,0,0,0
1688649309.9354217,0,0,0,0
1688649309.9454217,0,0,0,0
1688649309.9554217,0,0,0,0
1688649309.9654217,0,0,0,0
1688649309.9754217,0,0,0,0
1688649309.9854217,0,0,0,0
1688649309.995422,0,0,0,0
1688649310.0054219,0,0,0,0
1688649310.0154219,0,0,0,0
1688649310.0254219,0,0,0,0
1688649310.0354218,0,0,0,0
1688649310.0454218,0,0,0,0
1688649310.0554218,0,0,0,0
1688649310.0654218,0,0,0,0
1688649310.0754218,0,0,0,0
1688649310.0854218,0,0,0,0
1688649310.0954218,0,0,0,0
1688649310.1054218,0,0,0,0
1688649310.1154218,0,0,0,0
1688649310.1254218,0,0,0,0
1688649310.1354218,0,0,0,0
1688649310.1454217,0,0,0,0
1688649310.1554217,0,0,0,0
1688649310.1654217,0,0,0,0
1688649310.1754217,0,0,0,0
1688649310.1854217,0,0,0,0
1688649310.1954217,0,0,0,0
1688649310.2054217,0,0,0,0
1688649310.2154217,0,0,0,0
1688649310.2254217,0,0,0,0
1688649310.2354217,0,0,0,0
1688649310.245422,0,0,0,0
1688649310.2554219,0,0,0,0
1688649310.2654219,0,0,0,0
1688649310.2754219,0,0,0,0
1688649310.2854218,0,0,0,0
1688649310.2954218,0,0,0,0
1688649310.3054218,0,0,0,0
1688649310.3154218,0,0,0,0
1688649310.3254218,0,0,0,0
1688649310.3354218,0,0,0,0
1688649310.3454218,0,0,0,0
1688649310.3554218,0,0,0,0
1688649310.3654218,0,0,0,0
1688649310.3754218,0,0,0,0
1688649310.3854218,0,0,0,0
1688649310.3954217,0,0,0,0
1688649310.4054217,0,0,0,0
1688649310.4154217,0,0,0,0
1688649310.4254217,0,0,0,0
1688649310.4354217,0,0,0,0
1688649310.4454217,0,0,0,0
1688649310.4554217,0,0,0,0
1688649310.4654217,0,0,0,0
1688649310.4754217,0,0,0,0
1688649310.4854217,0,0,0,0
1688649310.495422,0,0,0,0
1688649310.5054219,0,0,0,0
1688649310.5154219,0,0,0,0
1688649310.5254219,0,0,0,0
1688649310.5354218,0,0,0,0
1688649310.5454218,0,0,0,0
1688649310.5554218,0,0,0,0
1688649310.5654218,0,0,0,0
1688649310.5754218,0,0,0,0
1688649310.5854218,0,0,0,0
1688649310.5954218,0,0,0,0
1688649310.6054218,0,0,0,0
1688649310.6154218,0,0,0,0
1688649310.6254218,0,0,0,0
1688649310.6354218,0,0,0,0
1688649310.6454217,0,0,0,0
1688649310.6554217,0,0,0,0
1688649310.6654217,0,0,0,0
1688649310.6754217,0,0,0,0
1688649310.6854217,0,0,0,0
1688649310.6954217,0,0,0,0
1688649310.7054217,0,0,0,0
1688649310.7154217,0,0,0,0
1688649310.7254217,0,0,0,0
1688649310.7354217,0,0,0,0
1688649310.745422,0,0,0,0
1688649310.7554219,0,0,0,0
1688649310.7654219,0,0,0,0
1688649310.7754219,0,0,0,0
1688649310.7854218,0,0,0,0
1688649310.7954218,0,0,0,0
1688649310.8054218,0,0,0,0
1688649310.8154218,0,0,0,0
1688649310.8254218,0,0,0,0
1688649310.8354218,0,0,0,0
1688649310.8454218,0,0,0,0
1688649310.8554218,0,0,0,0
1688649310.8654218,0,0,0,0
1688649310.8754218,0,0,0,0
1688649310.8854218,0,0,0,0
1688649310.8954217,0,0,0,0
1688649310.9054217,0,0,0,0
1688649310.9154217,0,0,0,0
1688649310.9254217,0,0,0,0
1688649310.9354217,0,0,0,0
1688649310.9454217,0,0,0,0
1688649310.9554217,0,0,0,0
1688649310.9654217,0,0,0,0
1688649310.9754217,0,0,0,0
1688649310.9854217,0,0,0,0
1688649310.995422,0,0,0,0
1688649311.0054219,0,0,0,0
1688649311.0154219,0,0,0,0
1688649311.0254219,0,0,0,0
1688649311.0354218,0,0,0,0
1688649311.0454218,0,0,0,0
1688649311.0554218,0,0,0,0
1688649311.0654218,0,0,0,0
1688649311.0754218,0,0,0,0
1688649311.0854218,0,0,0,0
1688649311.0954218,0,0,0,0
1688649311.1054218,0,0,0,0
1688649311.1154218,0,0,0,0
1688649311.1254218,0,0,0,0
1688649311.1354218,0,0,0,0
1688649311.1454217,0,0,0,0
1688649311.1554217,0,0,0,0
1688649311.1654217,0,0,0,0
1688649311.1754217,0,0,0,0
1688649311.1854217,0,0,0,0
1688649311.1954217,0,0,0,0
1688649311.2054217,0,0,0,0
1688649311.2154217,0,0,0,0
1688649311.2254217,0,0,0,0
1688649311.2354217,0,0,0,0
1688649311.245422,0,0,0,0
1688649311.2554219,0,0,0,0
1688649311.2654219,0,0,0,0
1688649311.2754219,0,0,0,0
1688649311.2854218,0,0,0,0
1688649311.2954218,0,0,0,0
1688649311.3054218,0,0,0,0
1688649311.3154218,0,0,0,0
1688649311.3254218,0,0,0,0
1688649311.3354218,0,0,0,0
1688649311.3454218,0,0,0,0
1688649311.3554218,0,0,0,0
1688649311.3654218,0,0,0,0
1688649311.3754218,0,0,0,0
1688649311.3854218,0,0,0,0
1688649311.3954217,0,0,0,0
1688649311.4054217,0,0,0,0
1688649311.4154217,0,0,0,0
1688649311.4254217,0,0,0,0
1688649311.4354217,0,0,0,0
1688649311.4454217,0,0,0,0
1688649311.4554217,0,0,0,0
1688649311.4654217,0,0,0,0
1688649311.4754217,0,0,0,0
1688649311.4854217,0,0,0,0
1688649311.495422,0,0,0,0
1688649311.5054219,0,0,0,0
1688649311.5154219,0,0,0,0
1688649311.5254219,0,0,0,0
1688649311.5354218,0,0,0,0
1688649311.5454218,0,0,0,0
1688649311.5554218,0,0,0,0
1688649311.5654218,0,0,0,0
1688649311.5754218,0,0,0,0
1688649311.5854218,0,0,0,0
1688649311.5954218,0,0,0,0
1688649311.6054218,0,0,0,0
1688649311.6154218,0,0,0,0
1688649311.6254218,0,0,0,0
1688649311.6354218,0,0,0,0
1688649311.6454217,0,0,0,0
1688649311.6554217,0,0,0,0
1688649311.6654217,0,0,0,0
1688649311.6754217,0,0,0,0
1688649311.6854217,0,0,0,0
1688649311.6954217,0,0,0,0
1688649311.7054217,0,0,0,0
1688649311.7154217,0,0,0,0
1688649311.7254217,0,0,0,0
1688649311.7354217,0,0,0,0
1688649311.745422,0,0,0,0
1688649311.7554219,0,0,0,0
1688649311.7654219,0,0,0,0
1688649311.7754219,0,0,0,0
1688649311.7854218,0,0,0,0
1688649311.7954218,0,0,0,0
1688649311.8054218,0,0,0,0
1688649311.8154218,0,0,0,0
1688649311.8254218,0,0,0,0
1688649311.8354218,0,0,0,0
1688649311.8454218,0,0,0,0
1688649311.8554218,0,0,0,0
1688649311.8654218,0,0,0,0
1688649311.8754218,0,0,0,0
1688649311.8854218,0,0,0,0
1688649311.8954217,0,0,0,0
1688649311.9054217,0,0,0,0
1688649311.9154217,0,0,0,0
1688649311.9254217,0,0,0,0
1688649311.9354217,0,0,0,0
1688649311.9454217,0,0,0,0
1688649311.9554217,0,0,0,0
1688649311.9654217,0,0,0,0
1688649311.9754217,0,0,0,0
1688649311.9854217,0,0,0,0
1688649311.995422,0,0,0,0
1688649312.0054219,0,0,0,0
1688649312.0154219,0,0,0,0
1688649312.0254219,0,0,0,0
1688649312.0354218,0,0,0,0
1688649312.0454218,0,0,0,0
1688649312.0554218,0,0,0,0
1688649312.0654218,0,0,0,0
1688649312.0754218,0,0,0,0
1688649312.0854218,0,0,0,0
1688649312.0954218,0,0,0,0
1688649312.1054218,0,0,0,0
1688649312.1154218,0,0,0,0
1688649312.1254218,0,0,0,0
1688649312.1354218,0,0,0,0
1688649312.1454217,0,0,0,0
1688649312.1554217,0,0,0,0
1688649312.1654217,0,0,0,0
1688649312.1754217,0,0,0,0
1688649312.1854217,0,0,0,0
1688649312.1954217,0,0,0,0
1688649312.2054217,0,0,0,0
1688649312.2154217,0,0,0,0
1688649312.2254217,0,0,0,0
1688649312.2354217,0,0,0,0
1688649312.245422,0,0,0,0
1688649312.2554219,0,0,0,0
1688649312.2654219,0,0,0,0
1688649312.2754219,0,0,0,0
1688649312.2854218,0,0,0,0
1688649312.2954218,0,0,0,0
1688649312.3054218,0,0,0,0
1688649312.3154218,0,0,0,0
1688649312.3254218,0,0,0,0
1688649312.3354218,0,0,0,0
1688649312.3454218,0,0,0,0
1688649312.3554218,0,0,0,0
1688649312.3654218,0,0,0,0
1688649312.3754218,0,0,0,0
1688649312.3854218,0,0,0,0
1688649312.3954217,0,0,0,0
1688649312.4054217,0,0,0,0
1688649312.4154217,0,0,0,0
1688649312.4254217,0,0,0,0
1688649312.4354217,0,0,0,0
1688649312.4454217,0,0,0,0
1688649312.4554217,0,0,0,0
1688649312.4654217,0,0,0,0
1688649312.4754217,0,0,0,0
1688649312.4854217,0,0,0,0
1688649312.495422,0,0,0,0
1688649312.5054219,0,0,0,0
1688649312.5154219,0,0,0,0
1688649312.5254219,0,0,0,0
1688649312.5354218,0,0,0,0
1688649312.5454218,0,0,0,0
1688649312.5554218,0,0,0,0
1688649312.5654218,0,0,0,0
1688649312.5754218,0,0,0,0
1688649312.5854218,0,0,0,0
1688649312.5954218,0,0,0,0
1688649312.6054218,0,0,0,0
1688649312.6154218,0,0,0,0
1688649312.6254218,0,0,0,0
1688649312.6354218,0,0,0,0
1688649312.6454217,0,0,0,0
1688649312.6554217,0,0,0,0
1688649312.6654217,0,0,0,0
1688649312.6754217,0,0,0,0
1688649312.6854217,0,0,0,0
1688649312.6954217,0,0,0,0
1688649312.7054217,0,0,0,0
1688649312.7154217,0,0,0,0
1688649312.7254217,0,0,0,0
1688649312.7354217,0,0,0,0
1688649312.745422,0,0,0,0
1688649312.7554219,0,0,0,0
1688649312.7654219,0,0,0,0
1688649312.7754219,0,0,0,0
1688649312.7854218,0,0,0,0
1688649312.7954218,0,0,0,0
1688649312.8054218,0,0,0,0
1688649312.8154218,0,0,0,0
1688649312.8254218,0,0,0,0
1688649312.8354218,0,0,0,0
1688649312.8454218,0,0,0,0
1688649312.8554218,0,0,0,0
1688649312.8654218,0,0,0,0
1688649312.8754218,0,0,0,0
1688649312.8854218,0,0,0,0
1688649312.8954217,0,0,0,0
1688649312.9054217,0,0,0,0
1688649312.9154217,0,0,0,0
1688649312.9254217,0,0,0,0
1688649312.9354217,0,0,0,0
1688649312.9454217,0,0,0,0
1688649312.9554217,0,0,0,0
1688649312.9654217,0,0,0,0
1688649312.9754217,0,0,0,0
1688649312.9854217,0,0,0,0
1688649312.995422,0,0,0,0
1688649313.0054219,0,0,0,0
1688649313.0154219,0,0,0,0
1688649313.0254219,0,0,0,0
1688649313.0354218,0,0,0,0
1688649313.0454218,0,0,0,0
1688649313.0554218,0,0,0,0
1688649313.0654218,0,0,0,0
1688649313.0754218,0,0,0,0
1688649313.0854218,0,0,0,0
1688649313.0954218,0,0,0,0
1688649313.1054218,0,0,0,0
1688649313.1154218,0,0,0,0
1688649313.1254218,0,0,0,0
1688649313.1354218,0,0,0,0
1688649313.1454217,0,0,0,0
1688649313.1554217,0,0,0,0
1688649313.1654217,0,0,0,0
1688649313.1754217,0,0,0,0
1688649313.1854217,0,0,0,0
1688649313.1954217,0,0,0,0
1688649313.2054217,0,0,0,0
1688649313.2154217,0,0,0,0
1688649313.2254217,0,0,0,0
1688649313.2354217,0,0,0,0
1688649313.245422,0,0,0,0
1688649313.2554219,0,0,0,0
1688649313.2654219,0,0,0,0
1688649313.2754219,0,0,0,0
1688649313.2854218,0,0,0,0
1688649313.2954218,0,0,0,0
1688649313.3054218,0,0,0,0
1688649313.3154218,0,0,0,0
1688649313.3254218,0,0,0,0
1688649313.3354218,0,0,0,0
1688649313.3454218,0,0,0,0
1688649313.3554218,0,0,0,0
1688649313.3654218,0,0,0,0
1688649313.3754218,0,0,0,0
1688649313.3854218,0,0,0,0
1688649313.3954217,0,0,0,0
1688649313.4054217,0,0,0,0
1688649313.4154217,0,0,0,0
1688649313.4254217,0,0,0,0
1688649313.4354217,0,0,0,0
1688649313.4454217,0,0,0,0
1688649313.4554217,0,0,0,0
1688649313.4654217,0,0,0,0
1688649313.4754217,0,0,0,0
1688649313.4854217,0,0,0,0
1688649313.495422,0,0,0,0
1688649313.5054219,0,0,0,0
1688649313.5154219,0,0,0,0
1688649313.5254219,0,0,0,0
1688649313.5354218,0,0,0,0
1688649313.5454218,0,0,0,0
1688649313.5554218,0,0,0,0
1688649313.5654218,0,0,0,0
1688649313.5754218,0,0,0,0
1688649313.5854218,0,0,0,0
1688649313.5954218,0,0,0,0
1688649313.6054218,0,0,0,0
1688649313.6154218,0,0,0,0
1688649313.6254218,0,0,0,0
1688649313.6354218,0,0,0,0
1688649313.6454217,0,0,0,0
1688649313.6554217,0,0,0,0
1688649313.6654217,0,0,0,0
1688649313.6754217,0,0,0,0
1688649313.6854217,0,0,0,0
1688649313.6954217,0,0,0,0
1688649313.7054217,0,0,0,0
1688649313.7154217,0,0,0,0
1688649313.7254217,0,0,0,0
1688649313.7354217,0,0,0,0
1688649313.745422,0,0,0,0
1688649313.7554219,0,0,0,0
1688649313.7654219,0,0,0,0
1688649313.7754219,0,0,0,0
1688649313.7854218,0,0,0,0
1688649313.7954218,0,0,0,0
1688649313.8054218,0,0,0,0
1688649313.8154218,0,0,0,0
1688649313.8254218,0,0,0,0
1688649313.8354218,0,0,0,0
1688649313.8454218,0,0,0,0
1688649313.8554218,0,0,0,0
1688649313.8654218,0,0,0,0
1688649313.8754218,0,0,0,0
1688649313.8854218,0,0,0,0
1688649313.8954217,0,0,0,0
1688649313.9054217,0,0,0,0
1688649313.9154217,0,0,0,0
1688649313.9254217,0,0,0,0
1688649313.9354217,0,0,0,0
1688649313.9454217,0,0,0,0
1688649313.9554217,0,0,0,0
1688649313.9654217,0,0,0,0
1688649313.9754217,0,0,0,0
1688649313.9854217,0,0,0,0
1688649313.995422,0,0,0,0
1688649314.0054219,0,0,0,0
1688649314.0154219,0,0,0,0
1688649314.0254219,0,0,0,0
1688649314.0354218,0,0,0,0
1688649314.0454218,0,0,0,0
1688649314.0554218,0,0,0,0
1688649314.0654218,0,0,0,0
1688649314.0754218,0,0,0,0
1688649314.0854218,0,0,0,0
1688649314.0954218,0,0,0,0
1688649314.1054218,0,0,0,0
1688649314.1154218,0,0,0,0
1688649314.1254218,0,0,0,0
1688649314.1354218,0,0,0,0
1688649314.1454217,0,0,0,0
1688649314.1554217,0,0,0,0
1688649314.1654217,0,0,0,0
1688649314.1754217,0,0,0,0
1688649314.1854217,0,0,0,0
1688649314.1954217,0,0,0,0
1688649314.2054217,0,0,0,0
1688649314.2154217,0,0,0,0
1688649314.2254217,0,0,0,0
1688649314.2354217,0,0,0,0
1688649314.245422,0,0,0,0
1688649314.2554219,0,0,0,0
1688649314.2654219,0,0,0,0
1688649314.2754219,0,0,0,0
1688649314.2854218,0,0,0,0
1688649314.2954218,0,0,0,0
1688649314.3054218,0,0,0,0
1688649314.3154218,0,0,0,0
1688649314.3254218,0,0,0,0
1688649314.3354218,0,0,0,0
1688649314.3454218,0,0,0,0
1688649314.3554218,0,0,0,0
1688649314.3654218,0,0,0,0
1688649314.3754218,0,0,0,0
1688649314.3854218,0,0,0,0
1688649314.3954217,0,0,0,0
1688649314.4054217,0,0,0,0
1688649314.4154217,0,0,0,0
1688649314.4254217,0,0,0,0
1688649314.4354217,0,0,0,0
1688649314.4454217,0,0,0,0
1688649314.4554217,0,0,0,0
1688649314.4654217,0,0,0,0
1688649314.4754217,0,0,0,0
1688649314.4854217,0,0,0,0
1688649314.495422,0,0,0,0
1688649314.5054219,0,0,0,0
1688649314.5154219,0,0,0,0
1688649314.5254219,0,0,0,0
1688649314.5354218,0,0,0,0
1688649314.5454218,0,0,0,0
1688649314.5554218,0,0,0,0
1688649314.5654218,0,0,0,0
1688649314.5754218,0,0,0,0
1688649314.5854218,0,0,0,0
1688649314.5954218,0,0,0,0
1688649314.6054218,0,0,0,0
1688649314.6154218,0,0,0,0
1688649314.6254218,0,0,0,0
1688649314.6354218,0,0,0,0
1688649314.6454217,0,0,0,0
1688649314.6554217,0,0,0,0
1688649314.6654217,0,0,0,0
1688649314.6754217,0,0,0,0
1688649314.6854217,0,0,0,0
1688649314.6954217,0,0,0,0
1688649314.7054217,0,0,0,0
1688649314.7154217,0,0,0,0
1688649314.7254217,0,0,0,0
1688649314.7354217,0,0,0,0
1688649314.745422,0,0,0,0
1688649314.7554219,0,0,0,0
1688649314.7654219,0,0,0,0
1688649314.7754219,0,0,0,0
1688649314.7854218,0,0,0,0
1688649314.7954218,0,0,0,0
1688649314.8054218,0,0,0,0
1688649314.8154218,0,0,0,0
1688649314.8254218,0,0,0,0
1688649314.8354218,0,0,0,0
1688649314.8454218,0,0,0,0
1688649314.8554218,0,0,0,0
1688649314.8654218,0,0,0,0
1688649314.8754218,0,0,0,0
1688649314.8854218,0,0,0,0
1688649314.8954217,0,0,0,0
1688649314.9054217,0,0,0,0
1688649314.9154217,0,0,0,0
1688649314.9254217,0,0,0,0
1688649314.9354217,0,0,0,0
1688649314.9454217,0,0,0,0
1688649314.9554217,0,0,0,0
1688649314.9654217,0,0,0,0
1688649314.9754217,0,0,0,0
1688649314.9854217,0,0,0,0
1688649314.995422,0,0,0,0
1688649315.0054219,0,0,0,0
1688649315.0154219,0,0,0,0
1688649315.0254219,0,0,0,0
1688649315.0354218,0,0,0,0
1688649315.0454218,0,0,0,0
1688649315.0554218,0,0,0,0
1688649315.0654218,0,0,0,0
1688649315.0754218,0,0,0,0
1688649315.0854218,0,0,0,0
1688649315.0954218,0,0,0,0
1688649315.1054218,0,0,0,0
1688649315.1154218,0,0,0,0
1688649315.1254218,0,0,0,0
1688649315.1354218,0,0,0,0
1688649315.1454217,0,0,0,0
1688649315.1554217,0,0,0,0
1688649315.1654217,0,0,0,0
1688649315.1754217,0,0,0,0
1688649315.1854217,0,0,0,0
1688649315.1954217,0,0,0,0
1688649315.2054217,0,0,0,0
1688649315.2154217,0,0,0,0
1688649315.2254217,0,0,0,0
1688649315.2354217,0,0,0,0
1688649315.245422,0,0,0,0
1688649315.2554219,0,0,0,0
1688649315.2654219,0,0,0,0
1688649315.2754219,0,0,0,0
1688649315.2854218,0,0,0,0
1688649315.2954218,0,0,0,0
1688649315.3054218,0,0,0,0
1688649315.3154218,0,0,0,0
1688649315.3254218,0,0,0,0
1688649315.3354218,0,0,0,0
1688649315.3454218,0,0,0,0
1688649315.3554218,0,0,0,0
1688649315.3654218,0,0,0,0
1688649315.3754218,0,0,0,0
1688649315.3854218,0,0,0,0
1688649315.3954217,0,0,0,0
1688649315.4054217,0,0,0,0
1688649315.4154217,0,0,0,0
1688649315.4254217,0,0,0,0
1688649315.4354217,0,0,0,0
1688649315.4454217,0,0,0,0
1688649315.4554217,0,0,0,0
1688649315.4654217,0,0,0,0
1688649315.4754217,0,0,0,0
1688649315.4854217,0,0,0,0
1688649315.495422,0,0,0,0
1688649315.5054219,0,0,0,0
1688649315.5154219,0,0,0,0
1688649315.5254219,0,0,0,0
1688649315.5354218,0,0,0,0
1688649315.5454218,0,0,0,0
1688649315.5554218,0,0,0,0
1688649315.5654218,0,0,0,0
1688649315.5754218,0,0,0,0
1688649315.5854218,0,0,0,0
1688649315.5954218,0,0,0,0
1688649315.6054218,0,0,0,0
1688649315.6154218,0,0,0,0
1688649315.6254218,0,0,0,0
1688649315.6354218,0,0,0,0
1688649315.6454217,0,0,0,0
1688649315.6554217,0,0,0,0
1688649315.6654217,0,0,0,0
1688649315.6754217,0,0,0,0
1688649315.6854217,0,0,0,0
1688649315.6954217,0,0,0,0
1688649315.7054217,0,0,0,0
1688649315.7154217,0,0,0,0
1688649315.7254217,0,0,0,0
1688649315.7354217,0,0,0,0
1688649315.745422,0,0,0,0
1688649315.7554219,0,0,0,0
1688649315.7654219,0,0,0,0
1688649315.7754219,0,0,0,0
1688649315.7854218,0,0,0,0
1688649315.7954218,0,0,0,0
1688649315.8054218,0,0,0,0
1688649315.8154218,0,0,0,0
1688649315.8254218,0,0,0,0
1688649315.8354218,0,0,0,0
1688649315.8454218,0,0,0,0
1688649315.8554218,0,0,0,0
1688649315.8654218,0,0,0,0
1688649315.8754218,0,0,0,0
1688649315.8854218,0,0,0,0
1688649315.8954217,0,0,0,0
1688649315.9054217,0,0,0,0
1688649315.9154217,0,0,0,0
1688649315.9254217,0,0,0,0
1688649315.9354217,0,0,0,0
1688649315.9454217,0,0,0,0
1688649315.9554217,0,0,0,0
1688649315.9654217,0,0,0,0
1688649315.9754217,0,0,0,0
1688649315.9854217,0,0,0,0
1688649315.995422,0,0,0,0
1688649316.0054219,0,0,0,0
1688649316.0154219,0,0,0,0
1688649316.0254219,0,0,0,0
1688649316.0354218,0,0,0,0
1688649316.0454218,0,0,0,0
1688649316.0554218,0,0,0,0
1688649316.0654218,0,0,0,0
1688649316.0754218,0,0,0,0
1688649316.0854218,0,0,0,0
1688649316.0954218,0,0,0,0
1688649316.1054218,0,0,0,0
1688649316.1154218,0,0,0,0
1688649316.1254218,0,0,0,0
1688649316.1354218,0,0,0,0
1688649316.1454217,0,0,0,0
1688649316.1554217,0,0,0,0
1688649316.1654217,0,0,0,0
1688649316.1754217,0,0,0,0
1688649316.1854217,0,0,0,0
1688649316.1954217,0,0,0,0
1688649316.2054217,0,0,0,0
1688649316.2154217,0,0,0,0
1688649316.2254217,0,0,0,0
1688649316.2354217,0,0,0,0
1688649316.245422,0,0,0,0
1688649316.2554219,0,0,0,0
1688649316.2654219,0,0,0,0
1688649316.2754219,0,0,0,0
1688649316.2854218,0,0,0,0
1688649316.2954218,0,0,0,0
1688649316.3054218,0,0,0,0
1688649316.3154218,0,0,0,0
1688649316.3254218,0,0,0,0
1688649316.3354218,0,0,0,0
1688649316.3454218,0,0,0,0
1688649316.3554218,0,0,0,0
1688649316.3654218,0,0,0,0
1688649316.3754218,0,0,0,0
1688649316.3854218,0,0,0,0
1688649316.3954217,0,0,0,0
1688649316.4054217,0,0,0,0
1688649316.4154217,0,0,0,0
1688649316.4254217,0,0,0,0
1688649316.4354217,0,0,0,0
1688649316.4454217,0,0,0,0
1688649316.4554217,0,0,0,0
1688649316.4654217,0,0,0,0
1688649316.4754217,0,0,0,0
1688649316.4854217,0,0,0,0
1688649316.495422,0,0,0,0
1688649316.5054219,0,0,0,0
1688649316.5154219,0,0,0,0
1688649316.5254219,0,0,0,0
1688649316.5354218,0,0,0,0
1688649316.5454218,0,0,0,0
1688649316.5554218,0,0,0,0
1688649316.5654218,0,0,0,0
1688649316.5754218,0,0,0,0
1688649316.5854218,0,0,0,0
1688649316.5954218,0,0,0,0
1688649316.6054218,0,0,0,0
1688649316.6154218,0,0,0,0
1688649316.6254218,0,0,0,0
1688649316.6354218,0,0,0,0
1688649316.6454217,0,0,0,0
1688649316.6554217,0,0,0,0
1688649316.6654217,0,0,0,0
1688649316.6754217,0,0,0,0
1688649316.6854217,0,0,0,0
1688649316.6954217,0,0,0,0
1688649316.7054217,0,0,0,0
1688649316.7154217,0,0,0,0
1688649316.7254217,0,0,0,0
1688649316.7354217,0,0,0,0
1688649316.745422,0,0,0,0
1688649316.7554219,0,0,0,0
1688649316.7654219,0,0,0,0
1688649316.7754219,0,0,0,0
1688649316.7854218,0,0,0,0
1688649316.7954218,0,0,0,0
1688649316.8054218,0,0,0,0
1688649316.8154218,0,0,0,0
