Timestamp,stabilizer.pitch,stabilizer.roll,stabilizer.thrust,stabilizer.yaw
252372,0.7740561366081238,-0.8992509245872498,0.0,-1.1812963485717773
252382,0.771319568157196,-0.8992740511894226,0.0,-1.1817976236343384
252392,0.7702135443687439,-0.8987517356872559,0.0,-1.1812922954559326
252402,0.7701043486595154,-0.8978281021118164,0.0,-1.1813557147979736
252412,0.7712082266807556,-0.8971432447433472,0.0,-1.1816461086273193
252422,0.7708061933517456,-0.8971522450447083,0.0,-1.1825982332229614
252432,0.7694119215011597,-0.8961470723152161,0.0,-1.1827393770217896
252442,0.77092045545578,-0.8975092172622681,0.0,-1.1818560361862183
252452,0.7712531685829163,-0.8983852863311768,0.0,-1.1831793785095215
252462,0.7722361087799072,-0.8984630703926086,0.0,-1.1843476295471191
252472,0.7731190323829651,-0.8980101943016052,0.0,-1.1843156814575195
252482,0.7745547890663147,-0.8977589011192322,0.0,-1.1856797933578491
252492,0.7741363644599915,-0.898002028465271,0.0,-1.1855679750442505
252502,0.7745504379272461,-0.8971980810165405,0.0,-1.1868318319320679
252512,0.7742933034896851,-0.8986156582832336,0.0,-1.1871635913848877
252522,0.7741410732269287,-0.8983180522918701,0.0,-1.1875907182693481
252532,0.7733006477355957,-0.898701012134552,0.0,-1.1891051530838013
252542,0.7726770639419556,-0.897908627986908,0.0,-1.1883318424224854
252552,0.771284282207489,-0.8973420858383179,0.0,-1.189605474472046
252562,0.7717769145965576,-0.8984811305999756,0.0,-1.1897501945495605
252572,0.7729556560516357,-0.8983545899391174,0.0,-1.1899290084838867
252582,0.7730001211166382,-0.8983997106552124,0.0,-1.1887612342834473
252592,0.7738491296768188,-0.8979666233062744,0.0,-1.1899453401565552
252602,0.7751532793045044,-0.8978101015090942,0.0,-1.1897082328796387
252612,0.7752038240432739,-0.8992201685905457,0.0,-1.1897773742675781
252622,0.7751143574714661,-0.9000077843666077,0.0,-1.190453052520752
252632,0.7752490043640137,-0.9005675315856934,0.0,-1.190194010734558
252642,0.7758906483650208,-0.8994526267051697,0.0,-1.1912347078323364
252652,0.7743146419525146,-0.8997333645820618,0.0,-1.190687656402588
252662,0.7738008499145508,-0.8999388813972473,0.0,-1.1909193992614746
252672,0.7731192708015442,-0.899748682975769,0.0,-1.1903022527694702
252682,0.7737731337547302,-0.8991268277168274,0.0,-1.1910507678985596
252692,0.7730942368507385,-0.899742066860199,0.0,-1.1913083791732788
252702,0.7732382416725159,-0.8987653851509094,0.0,-1.1907782554626465
252712,0.7734742760658264,-0.899402379989624,0.0,-1.190629243850708
252722,0.7735006213188171,-0.89909827709198,0.0,-1.1895933151245117
252732,0.7744691371917725,-0.8987930417060852,0.0,-1.1900221109390259
252742,0.7745469808578491,-0.8979379534721375,0.0,-1.1882590055465698
252752,0.7749652862548828,-0.8963000774383545,0.0,-1.188910722732544
252762,0.7764133810997009,-0.8974384665489197,0.0,-1.187572956085205
252772,0.777228832244873,-0.8973408341407776,0.0,-1.1879936456680298
252782,0.7780656814575195,-0.8970958590507507,0.0,-1.1891099214553833
252792,0.7777014970779419,-0.8979998826980591,0.0,-1.189370036125183
252802,0.7768685221672058,-0.8976689577102661,0.0,-1.189046859741211
252812,0.7759783864021301,-0.8965332508087158,0.0,-1.1895071268081665
252822,0.7757648229598999,-0.8969171047210693,0.0,-1.1880828142166138
252832,0.7758417725563049,-0.8979129791259766,0.0,-1.1894956827163696
252842,0.7757742404937744,-0.8968371152877808,0.0,-1.1904295682907104
252852,0.7742074728012085,-0.8978151082992554,0.0,-1.1926242113113403
252862,0.7750164866447449,-0.8978822231292725,0.0,-1.19361412525177
252872,0.7756359577178955,-0.8970212340354919,0.0,-1.193358063697815
252882,0.7756538391113281,-0.8970131278038025,0.0,-1.1936899423599243
252892,0.7741236686706543,-0.8981884717941284,0.0,-1.1921342611312866
252902,0.7746132612228394,-0.897998034954071,0.0,-1.191855549812317
252912,0.7733493447303772,-0.8964549899101257,0.0,-1.1940010786056519
252922,0.7743164896965027,-0.8966267704963684,0.0,-1.1932778358459473
252932,0.7746894359588623,-0.8975411653518677,0.0,-1.1943929195404053
252942,0.7757925987243652,-0.8982457518577576,0.0,-1.1948368549346924
252952,0.7737612128257751,-0.8980063796043396,0.0,-1.194452166557312
252962,0.7734909057617188,-0.8969740867614746,0.0,-1.195685863494873
252972,0.7729426622390747,-0.8981422781944275,0.0,-1.1955920457839966
252982,0.7730931043624878,-0.8973139524459839,0.0,-1.196738362312317
252992,0.7735100388526917,-0.8972475528717041,0.0,-1.1979405879974365
253002,0.7748833298683167,-0.8975844979286194,0.0,-1.1973295211791992
253012,0.7760154604911804,-0.8962849378585815,0.0,-1.1995826959609985
253022,0.7766742706298828,-0.8971171379089355,0.0,-1.1991554498672485
253032,0.7754100561141968,-0.897091269493103,0.0,-1.1988513469696045
253042,0.7744027376174927,-0.8959737420082092,0.0,-1.1977726221084595
