Timestamp,pm.vbat,pm.state
1688648226.337845,3.8480937480926514,0
1688648227.337845,3.85337233543396,0
1688648228.337845,3.85337233543396,0
1688648229.337845,3.85337233543396,0
1688648230.337845,3.8480937480926514,0
1688648231.337845,3.8480937480926514,0
1688648232.337845,3.85337233543396,0
1688648233.337845,3.8480937480926514,0
1688648234.337845,3.85337233543396,0
1688648235.337845,3.5102639198303223,0
1688648236.337845,3.452199459075928,0
1688648237.337845,3.4416422843933105,0
1688648238.337845,3.4310851097106934,0
1688648239.337845,3.415249347686768,0
1688648240.337845,3.409970760345459,0
1688648241.337845,3.4046921730041504,0
1688648242.337845,3.383577823638916,0
1688648243.337845,3.394134998321533,0
1688648244.337845,3.3888564109802246,0
1688648245.337845,3.383577823638916,0
1688648246.337845,3.383577823638916,0
1688648247.337845,3.3782992362976074,0
1688648248.337845,3.373020648956299,0
1688648249.337845,3.373020648956299,0
1688648250.337845,3.3677420616149902,0
1688648251.337845,3.3677420616149902,0
1688648252.337845,3.357184886932373,0
1688648253.337845,3.3624634742736816,0
1688648254.337845,3.357184886932373,0
1688648255.337845,3.3360705375671387,0
1688648256.337845,3.3519062995910645,0
1688648257.337845,3.346627712249756,0
1688648258.337845,3.3519062995910645,0
1688648259.337845,3.346627712249756,0
1688648260.337845,3.3360705375671387,0
1688648261.337845,3.346627712249756,0
1688648262.337845,3.3413491249084477,0
1688648263.337845,3.3413491249084477,0
1688648264.337845,3.3413491249084477,0
1688648265.337845,3.3413491249084477,0
1688648266.337845,3.3360705375671387,0
1688648267.337845,3.3360705375671387,0
1688648268.337845,3.3360705375671387,0
1688648269.337845,3.3360705375671387,0
1688648270.337845,3.3360705375671387,0
1688648271.337845,3.33079195022583,0
1688648272.337845,3.320234775543213,0
1688648273.337845,3.320234775543213,0
1688648274.337845,3.33079195022583,0
1688648275.337845,3.325513362884521,0
1688648276.337845,3.325513362884521,0
1688648277.337845,3.325513362884521,0
1688648278.337845,3.325513362884521,0
1688648279.337845,3.320234775543213,0
1688648280.337845,3.320234775543213,0
1688648281.337845,3.320234775543213,0
1688648282.337845,3.309677600860596,0
1688648283.337845,3.3149561882019043,0
1688648284.337845,3.3149561882019043,0
1688648285.337845,3.309677600860596,0
1688648286.337845,3.3149561882019043,0
1688648287.337845,3.309677600860596,0
1688648288.337845,3.309677600860596,0
1688648289.337845,3.309677600860596,0
1688648290.337845,3.309677600860596,0
1688648291.337845,3.304399013519287,0
1688648292.337845,3.2991204261779785,0
1688648293.337845,3.304399013519287,0
1688648294.337845,3.304399013519287,0
1688648295.337845,3.309677600860596,0
1688648296.337845,3.304399013519287,0
1688648297.337845,3.304399013519287,0
1688648298.337845,3.304399013519287,0
1688648299.337845,3.304399013519287,0
1688648300.337845,3.2991204261779785,0
1688648301.337845,3.29384183883667,0
1688648302.337845,3.2991204261779785,0
1688648303.337845,3.2885632514953613,0
1688648304.337845,3.29384183883667,0
1688648305.337845,3.29384183883667,0
1688648306.337845,3.2991204261779785,0
1688648307.337845,3.2991204261779785,0
1688648308.337845,3.29384183883667,0
1688648309.337845,3.2885632514953613,0
1688648310.337845,3.29384183883667,0
1688648311.337845,3.2885632514953613,0
1688648312.337845,3.2885632514953613,0
1688648313.337845,3.2885632514953613,0
1688648314.337845,3.2885632514953613,0
1688648315.337845,3.278006076812744,0
1688648316.337845,3.2885632514953613,0
1688648317.337845,3.2885632514953613,0
1688648318.337845,3.2832846641540527,0
1688648319.337845,3.2727274894714355,0
1688648320.337845,3.278006076812744,0
1688648321.337845,3.2621703147888184,0
1688648322.337845,3.2832846641540527,0
1688648323.337845,3.278006076812744,0
1688648324.337845,3.278006076812744,0
1688648325.337845,3.278006076812744,0
1688648326.337845,3.267448902130127,0
1688648327.337845,3.2621703147888184,0
1688648328.337845,3.267448902130127,0
1688648329.337845,3.267448902130127,0
1688648330.337845,3.267448902130127,0
1688648331.337845,3.267448902130127,0
1688648332.337845,3.2727274894714355,0
1688648333.337845,3.2727274894714355,0
1688648334.337845,3.2621703147888184,0
1688648335.337845,3.2621703147888184,0
1688648336.337845,3.267448902130127,0
1688648337.337845,3.267448902130127,0
1688648338.337845,3.267448902130127,0
1688648339.337845,3.2621703147888184,0
1688648340.337845,3.267448902130127,0
1688648341.337845,3.267448902130127,0
1688648342.337845,3.2621703147888184,0
1688648343.337845,3.267448902130127,0
1688648344.337845,3.2621703147888184,0
1688648345.337845,3.267448902130127,0
1688648346.337845,3.2463345527648926,0
1688648347.337845,3.251613140106201,0
