Timestamp,stabilizer.pitch,stabilizer.roll,stabilizer.thrust,stabilizer.yaw
1688648223.2718759,0.4802891314029693,-0.8676857352256775,0.0,32.039703369140625
1688648223.2818758,0.4804510176181793,-0.8673890829086304,0.0,32.03878402709961
1688648223.2918758,0.480990320444107,-0.8659226894378662,0.0,32.03804397583008
1688648223.3018758,0.4809306859970093,-0.8657739758491516,0.0,32.03770446777344
1688648223.3118758,0.4782848954200744,-0.8661837577819824,0.0,32.03868103027344
1688648223.3218758,0.4778789281845093,-0.8658038377761841,0.0,32.03749465942383
1688648223.3318758,0.4771969318389892,-0.8658410310745239,0.0,32.037628173828125
1688648223.3418758,0.4777868092060089,-0.8663954138755798,0.0,32.03733444213867
1688648223.3518758,0.4768968224525451,-0.8665962219238281,0.0,32.036590576171875
1688648223.3618758,0.4782469570636749,-0.866860568523407,0.0,32.036006927490234
1688648223.3718758,0.4776893258094787,-0.8677916526794434,0.0,32.0359001159668
1688648223.3818758,0.4772956073284149,-0.8677516579627991,0.0,32.03330612182617
1688648223.3918757,0.4771918356418609,-0.868776798248291,0.0,32.032569885253906
1688648223.401876,0.476107507944107,-0.8694549202919006,0.0,32.03202819824219
1688648223.411876,0.4754334390163421,-0.8698263764381409,0.0,32.03200149536133
1688648223.421876,0.4757750928401947,-0.8706691861152649,0.0,32.03251266479492
1688648223.431876,0.4750286042690277,-0.8706320524215698,0.0,32.03138732910156
1688648223.441876,0.4757543206214905,-0.8713622093200684,0.0,32.030845642089844
1688648223.451876,0.4760725498199463,-0.8734775185585022,0.0,32.03178024291992
1688648223.461876,0.474833071231842,-0.8730972409248352,0.0,32.0330810546875
1688648223.471876,0.4754184484481811,-0.8733747601509094,0.0,32.03252029418945
1688648223.481876,0.4754290878772735,-0.8719711899757385,0.0,32.03145980834961
1688648223.491876,0.474342405796051,-0.8716046810150146,0.0,32.031341552734375
1688648223.5018759,0.4747877120971679,-0.8715288639068604,0.0,32.030250549316406
1688648223.5118759,0.4736639261245727,-0.8717703819274902,0.0,32.03109359741211
1688648223.5218759,0.4734793603420257,-0.8718166351318359,0.0,32.03263092041016
1688648223.5318758,0.4735897183418274,-0.8715150952339172,0.0,32.032127380371094
1688648223.5418758,0.4752301275730133,-0.8718583583831787,0.0,32.03202819824219
1688648223.5518758,0.4745342433452606,-0.87104731798172,0.0,32.03212356567383
1688648223.5618758,0.4743901193141937,-0.8708228468894958,0.0,32.030635833740234
1688648223.5718758,0.4754909574985504,-0.8702343106269836,0.0,32.02842712402344
1688648223.5818758,0.4758927226066589,-0.8701884150505066,0.0,32.02817153930664
1688648223.5918758,0.4761830270290375,-0.8689433932304382,0.0,32.028053283691406
1688648223.6018758,0.4770787060260772,-0.8681401610374451,0.0,32.02789306640625
1688648223.6118758,0.4755571782588959,-0.8688170909881592,0.0,32.02775192260742
1688648223.6218758,0.4754059016704559,-0.8691129088401794,0.0,32.02821350097656
1688648223.6318758,0.4755277335643768,-0.8690927624702454,0.0,32.02760696411133
1688648223.6418757,0.4756919741630554,-0.8700061440467834,0.0,32.02790069580078
1688648223.651876,0.4753221571445465,-0.8690707683563232,0.0,32.02537155151367
1688648223.661876,0.4748612642288208,-0.8681868314743042,0.0,32.02496337890625
1688648223.671876,0.4746228456497192,-0.8685873746871948,0.0,32.02585983276367
1688648223.681876,0.4731658101081848,-0.868248701095581,0.0,32.02462387084961
1688648223.691876,0.4760254025459289,-0.8674200177192688,0.0,32.02635955810547
1688648223.701876,0.476665735244751,-0.8672014474868774,0.0,32.02566909790039
1688648223.711876,0.4760980904102325,-0.8669121265411377,0.0,32.02501678466797
1688648223.721876,0.4777807593345642,-0.8668888807296753,0.0,32.02519226074219
1688648223.731876,0.477139949798584,-0.8663849830627441,0.0,32.026119232177734
1688648223.741876,0.4759013056755066,-0.8661988973617554,0.0,32.02507781982422
1688648223.7518759,0.4773337841033935,-0.8666823506355286,0.0,32.02283477783203
1688648223.7618759,0.4783004820346832,-0.8670605421066284,0.0,32.02145004272461
1688648223.7718759,0.4773263037204742,-0.8667759299278259,0.0,32.022918701171875
1688648223.7818758,0.4772113859653473,-0.8658578991889954,0.0,32.02311325073242
1688648223.7918758,0.4773763716220855,-0.8671038150787354,0.0,32.02348327636719
1688648223.8018758,0.4771896004676819,-0.8677854537963867,0.0,32.02358627319336
1688648223.8118758,0.4762472510337829,-0.8679406642913818,0.0,32.0222282409668
1688648223.8218758,0.4745970964431762,-0.8688170313835144,0.0,32.02183532714844
1688648223.8318758,0.4758520126342773,-0.8691295385360718,0.0,32.021484375
1688648223.8418758,0.4758152961730957,-0.8687635064125061,0.0,32.02091217041016
1688648223.8518758,0.4767924845218658,-0.8688817620277405,0.0,32.019229888916016
1688648223.8618758,0.4765318036079407,-0.8681887984275818,0.0,32.01931381225586
1688648223.8718758,0.4766350090503692,-0.8675307631492615,0.0,32.02013397216797
1688648223.8818758,0.4772354066371918,-0.867436408996582,0.0,32.01941680908203
1688648223.8918757,0.4784090518951416,-0.8650544881820679,0.0,32.018062591552734
1688648223.901876,0.4773917198181152,-0.8654688000679016,0.0,32.01935958862305
1688648223.911876,0.4762886464595794,-0.865903913974762,0.0,32.02049255371094
1688648223.921876,0.4754983186721802,-0.8658030033111572,0.0,32.020782470703125
1688648223.931876,0.47374227643013,-0.8650727868080139,0.0,32.01995849609375
1688648223.941876,0.4733041226863861,-0.8643091320991516,0.0,32.01959609985352
1688648223.951876,0.4743732213973999,-0.8636694550514221,0.0,32.01902389526367
1688648223.961876,0.4752558171749115,-0.8644097447395325,0.0,32.02016067504883
1688648223.971876,0.4734644889831543,-0.8638347387313843,0.0,32.02048110961914
1688648223.981876,0.4733503758907318,-0.8636878728866577,0.0,32.02017974853516
1688648223.991876,0.4727188348770141,-0.8630360960960388,0.0,32.01945877075195
1688648224.0018759,0.4740936160087585,-0.8633934855461121,0.0,32.01913833618164
1688648224.0118759,0.4736990928649902,-0.8634474277496338,0.0,32.01840591430664
1688648224.0218759,0.4746977090835571,-0.8626654148101807,0.0,32.01782989501953
1688648224.0318758,0.4753965735435486,-0.8645169138908386,0.0,32.01810073852539
1688648224.0418758,0.4735330641269684,-0.8647066354751587,0.0,32.01839828491211
1688648224.0518758,0.4730027616024017,-0.8637634515762329,0.0,32.01924514770508
1688648224.0618758,0.4738604724407196,-0.8644838333129883,0.0,32.019195556640625
1688648224.0718758,0.4740994274616241,-0.8642269968986511,0.0,32.019588470458984
1688648224.0818758,0.4756304025650024,-0.8636512160301208,0.0,32.01995086669922
1688648224.0918758,0.4744574725627899,-0.8632340431213379,0.0,32.02054214477539
1688648224.1018758,0.474109023809433,-0.8639593124389648,0.0,32.02073287963867
1688648224.1118758,0.473956823348999,-0.864130973815918,0.0,32.0195426940918
1688648224.1218758,0.4733189642429352,-0.8638166785240173,0.0,32.01942825317383
1688648224.1318758,0.4735578000545501,-0.8640003800392151,0.0,32.02054214477539
1688648224.1418757,0.4739379584789276,-0.8633299469947815,0.0,32.02046203613281
1688648224.151876,0.4722268879413605,-0.8629266619682312,0.0,32.01947784423828
1688648224.161876,0.4716892838478088,-0.8636206984519958,0.0,32.02033233642578
1688648224.171876,0.4725918173789978,-0.8630394339561462,0.0,32.020240783691406
1688648224.181876,0.4706072807312011,-0.8618648052215576,0.0,32.01960754394531
1688648224.191876,0.4717666506767273,-0.861345112323761,0.0,32.01968765258789
1688648224.201876,0.4701644778251648,-0.8611854314804077,0.0,32.01968765258789
1688648224.211876,0.4699397683143616,-0.8600178360939026,0.0,32.01812744140625
1688648224.221876,0.470491886138916,-0.8600795269012451,0.0,32.01714324951172
1688648224.231876,0.4709270298480987,-0.8596335649490356,0.0,32.017913818359375
1688648224.241876,0.4709468185901642,-0.8590775728225708,0.0,32.017513275146484
1688648224.2518759,0.4724808931350708,-0.8585760593414307,0.0,32.01788330078125
1688648224.2618759,0.4725005328655243,-0.8584142327308655,0.0,32.01666259765625
1688648224.2718759,0.4720142781734466,-0.8581820726394653,0.0,32.01779556274414
1688648224.2818758,0.472587376832962,-0.8573005795478821,0.0,32.016807556152344
1688648224.2918758,0.4718210697174072,-0.8573455214500427,0.0,32.01707077026367
1688648224.3018758,0.4717194139957428,-0.858320951461792,0.0,32.01649856567383
1688648224.3118758,0.4728268086910248,-0.8569366335868835,0.0,32.016544342041016
1688648224.3218758,0.4737122356891632,-0.8570459485054016,0.0,32.01675796508789
1688648224.3318758,0.4734671413898468,-0.8573286533355713,0.0,32.015220642089844
1688648224.3418758,0.4742386639118194,-0.8573961853981018,0.0,32.01630401611328
1688648224.3518758,0.474829763174057,-0.8567339777946472,0.0,32.015419006347656
1688648224.3618758,0.4750000536441803,-0.8560124039649963,0.0,32.01226806640625
1688648224.3718758,0.4765574336051941,-0.8570219874382019,0.0,32.012325286865234
1688648224.3818758,0.4782516658306122,-0.8569989800453186,0.0,32.01307678222656
1688648224.3918757,0.4786257147789001,-0.8566707372665405,0.0,32.013397216796875
1688648224.401876,0.4781370162963867,-0.8558782339096069,0.0,32.01420593261719
1688648224.411876,0.47856205701828,-0.8572736382484436,0.0,32.01395797729492
1688648224.421876,0.4789460897445678,-0.8577680587768555,0.0,32.01206588745117
1688648224.431876,0.4802115857601166,-0.8574584126472473,0.0,32.01224136352539
1688648224.441876,0.4800941348075866,-0.8576205372810364,0.0,32.01161193847656
1688648224.451876,0.4788903892040252,-0.8579493761062622,0.0,32.011966705322266
1688648224.461876,0.4791979491710663,-0.8576897382736206,0.0,32.01111602783203
1688648224.471876,0.4780971705913543,-0.8579369187355042,0.0,32.0102424621582
1688648224.481876,0.4766481220722198,-0.8569095134735107,0.0,32.008487701416016
1688648224.491876,0.4757709801197052,-0.8580313920974731,0.0,32.00708770751953
1688648224.5018759,0.4757887125015259,-0.8579875230789185,0.0,32.00618362426758
1688648224.5118759,0.4762057363986969,-0.8571261167526245,0.0,32.00504684448242
1688648224.5218759,0.4770827889442444,-0.8567852973937988,0.0,32.004493713378906
1688648224.5318758,0.4779589772224426,-0.8552082777023315,0.0,32.00514221191406
1688648224.5418758,0.4785690307617187,-0.8545264601707458,0.0,32.00469970703125
1688648224.5518758,0.477844625711441,-0.8541231751441956,0.0,32.0037727355957
1688648224.5618758,0.4795921146869659,-0.8544692397117615,0.0,32.004356384277344
1688648224.5718758,0.4790519475936889,-0.8551063537597656,0.0,32.00370407104492
